section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,hidden3v,score_cov,score_hpr,score_perm,score_repeat,score_straight,score_single,score_cons,score_hot,score_mirror,score_dom,score_len,score_hidden,score_vtrac_straight,score_persistence_set,score_persistence_draw,persistence_set_count,persistence_draw_run,score_double_mirror,double_mirror,why
Evening,Set1,Draw1,1,007,straight,40.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1,0,1,007,4,3.0,True,8,1,0,0.0,9,0,4,4,0,4.5,0,0.5,2,4,2,3,3,1,True,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain3
Midday,Set1,Draw1,1,077,straight,38.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1,0,2,077,4,10.0,True,8,2,0,0.0,9,0,4,4,0,4.5,0,0.5,2,2,1,2,2,1,True,straight|cov4|hp_repeat2|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain2
Evening,Set2,Draw1,1,007,straight,36.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1,0,1,007,4,3.0,True,8,1,0,0.0,9,0,4,2,0,4.5,0,0.5,2,4,0,3,1,1,True,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain3
Combined,Set1,Draw5,1,244,straight,34.0,"R2,R6,R8",False,True,True,False,False,False,False,True,False,2,1,0,3,244,3,31.0,True,6,3,0,0.0,9,0,0,4,0,4.5,0,0.5,2,2,2,2,3,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|hot2|dom_last|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain3
Midday,Set1,Draw1,3,677,straight,31.5,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1,0,5,677,3,20.0,True,6,5,0,0.0,9,0,0,2,0,0.0,0,0.5,2,2,4,2,5,1,True,straight|cov3|hp_repeat5|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain5
Midday,Set1,Draw7,1,224,straight,31.0,"R2,R6,R8",False,True,True,True,False,False,False,True,False,0,1,0,1,224,3,28.0,True,6,1,0,0.0,9,4,0,0,0,4.5,0,0.5,2,0,3,1,4,1,True,straight|cov3|vstr2|vstr3|single_left|dom_last|hidden3v|double_mirror|vtrac_straight|draw_chain4
Combined,Set3,Draw1,1,477,boxed,30.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2,0,7,477,2,28.0,True,8,7,1,0.0,3,0,0,2,0,4.0,0,0.5,0,4,0,3,1,1,True,boxed|cov4|hp_repeat7|vstr2|hot1|dom_last|perm2|hidden3v|double_mirror|set_chain3
Combined,Set2,Draw1,1,477,boxed,30.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2,0,7,477,2,28.0,True,8,7,1,0.0,3,0,0,2,0,4.0,0,0.5,0,4,0,3,1,1,True,boxed|cov4|hp_repeat7|vstr2|hot1|dom_last|perm2|hidden3v|double_mirror|set_chain3
Midday,Set1,Draw6,1,224,straight,30.0,"R2,R6,R8",False,True,True,False,False,False,False,True,False,1,1,0,2,224,3,28.0,True,6,2,0,0.0,9,0,0,2,0,4.5,0,0.5,2,0,3,1,4,1,True,straight|cov3|hp_repeat2|vstr2|vstr3|hot1|dom_last|hidden3v|double_mirror|vtrac_straight|draw_chain4
Evening,Set1,Draw1,2,077,straight,30.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1,0,1,077,4,10.0,False,8,1,0,0.0,9,0,4,2,0,0.0,0,0.0,2,0,3,1,4,1,True,straight|cov4|vstr2|vstr3|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|draw_chain4
Midday,Set1,Draw2,3,677,straight,29.5,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,4,677,3,20.0,True,6,4,0,0.0,9,0,0,1,0,0.0,0,0.5,2,2,4,2,5,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|hot1|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain5
Midday,Set1,Draw4,1,224,straight,29.5,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,1,0,4,224,3,28.0,True,6,4,0,0.0,9,0,0,4,0,0.0,0,0.5,2,0,3,1,4,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain4
Combined,Set1,Draw2,1,0247,boxed,28.5,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,3,0,5,7024,2,12.0,True,8,5,2,0.0,3,0,0,4,1,3.0,1,0.5,0,0,1,1,2,0,False,boxed|cov4|hp_repeat5|vstr2|mirror|hot2|dom_last|perm3|hidden3v|draw_chain2
