Section,Set,Draw,Column,Pattern,Score,dbg_vertical_coverage,dbg_permutation_strength,dbg_vtrac_strength,dbg_mirror_bonus,dbg_straight_bonus,dbg_box_bonus,dbg_length_bonus,dbg_hot_zone_points,dbg_nested_cluster_bonus,dbg_consensus_digit_bonus,dbg_hot_zone_consensus_synergy,dbg_horizontal_persistence,dbg_lingering_bonus,dbg_remaining_3value_bonus,dbg_order_persistence
Combined,Set2,Draw1,2,2234,22,2,1,1,0,3,1,0,0,3,0,0,2.0,7.0,,
Evening,Set1,Draw6,6,223399,22,1,1,1,0,0,1,4,0,10,0,0,,,,3.0
Midday,Set1,Draw1,4,3378,22,4,4,2,2,0,1,0,0,3,0,0,,2.0,,
Midday,Set1,Draw2,3,388,22,3,2,2,2,3,1,0,0,1,0,0,2.0,3.0,,
Combined,Set1,Draw1,5,399,22,3,1,2,0,6,1,0,0,1,0,0,,5.0,,
Midday,Set1,Draw5,6,224,22,3,1,2,0,6,1,0,0,1,0,0,2.0,3.0,,
Combined,Set1,Draw1,4,2233,22,2,1,2,0,3,1,0,0,3,0,0,2.0,6.0,,
Midday,Set1,Draw5,5,2233,22,2,1,2,0,3,1,0,0,3,0,0,2.0,3.0,,3.0
Midday,Set1,Draw2,2,133688,22,1,1,2,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw2,6,339,22,3,1,2,0,6,1,0,0,1,0,0,,5.0,,
Combined,Set2,Draw1,1,2234,22,2,1,1,0,3,1,0,0,3,0,0,2.0,7.0,,
Midday,Set1,Draw2,2,33688,22,3,3,2,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw3,3,113368,22,1,1,2,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw2,7,2234,22,3,2,1,0,3,1,0,0,3,0,0,,6.0,,
Midday,Set1,Draw4,4,223388,22,1,1,2,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw2,2,388,22,3,2,2,2,3,1,0,0,1,0,0,2.0,3.0,,
Combined,Set1,Draw7,7,2244,22,3,1,2,0,6,1,0,0,3,0,0,,,,3.0
Combined,Set1,Draw1,1,599,22,3,1,2,0,6,1,0,0,1,0,0,2.0,3.0,,
Combined,Set1,Draw1,1,338899,22,1,1,2,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw4,4,3388,22,3,2,2,2,3,1,0,0,3,0,0,,,,3.0
Midday,Set1,Draw4,4,13388,22,2,2,2,2,0,1,2,0,6,0,0,,,,3.0
Midday,Set1,Draw4,4,033588,22,1,1,2,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw1,2,599,22,3,1,2,0,6,1,0,0,1,0,0,2.0,3.0,,
Combined,Set1,Draw3,4,599,22,3,1,2,0,6,1,0,0,1,0,0,2.0,3.0,,
Midday,Set1,Draw2,2,33478,22,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,3.0
Midday,Set3,Draw1,4,3378,22,2,2,2,2,0,1,0,0,3,0,0,2.0,6.0,,
Midday,Set3,Draw1,1,599,22,3,1,2,0,6,1,0,0,1,0,0,2.0,3.0,,
Midday,Set1,Draw6,6,22339,22,2,1,1,0,3,1,2,0,6,0,0,2.0,2.0,,
Combined,Set3,Draw1,1,338,22,3,2,2,2,3,1,0,0,1,0,0,2.0,3.0,,
Midday,Set1,Draw2,3,338,22,3,2,2,2,3,1,0,0,1,0,0,2.0,3.0,,
Evening,Set1,Draw7,7,2244,22,3,1,2,0,6,1,0,0,3,0,0,,,,3.0
Midday,Set2,Draw1,5,338,22,3,2,2,2,3,1,0,0,1,0,0,,5.0,,
Midday,Set2,Draw1,4,3378,22,3,3,2,2,0,1,0,0,3,0,0,2.0,3.0,,
Midday,Set1,Draw5,7,223377,22,1,1,2,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw3,3,336,22,3,2,2,0,3,1,0,0,1,0,0,2.0,2.0,,3.0
Combined,Set1,Draw1,1,33688,22,3,3,2,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw4,6,22449,22,1,1,2,2,0,1,2,0,6,0,0,2.0,4.0,,
Combined,Set1,Draw3,3,22339,22,1,1,1,0,0,1,2,0,6,0,0,2.0,4.0,,3.0
Midday,Set1,Draw4,4,33477,22,1,1,1,0,0,1,2,0,6,0,0,2.0,4.0,,3.0
Midday,Set1,Draw3,3,334488,22,1,1,2,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw1,1,133688,22,1,1,2,2,0,1,4,0,10,0,0,,,,
Combined,Set2,Draw1,7,233,22,3,2,2,0,3,1,0,0,1,0,0,,7.0,,
Combined,Set2,Draw1,7,223,22,3,2,2,0,3,1,0,0,1,0,0,,7.0,,
Midday,Set3,Draw1,2,599,22,3,1,2,0,6,1,0,0,1,0,0,2.0,3.0,,
Midday,Set1,Draw1,1,33668,22,3,3,2,2,0,1,2,0,6,0,0,,,,
Combined,Set3,Draw1,3,225,22,3,2,2,0,3,1,0,0,1,0,0,2.0,5.0,,
Combined,Set3,Draw1,4,225,22,3,2,2,0,3,1,0,0,1,0,0,2.0,5.0,,
Combined,Set3,Draw1,3,233,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Combined,Set3,Draw1,3,223,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Combined,Set3,Draw1,2,233578,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set3,Draw1,2,223357,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw2,3,5599,21,3,1,2,0,6,1,0,0,3,0,0,,2.0,,
Midday,Set1,Draw4,7,224,21,3,1,2,0,6,1,0,0,1,0,0,,4.0,,
Evening,Set1,Draw2,2,003359,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw2,2,005779,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw2,2,001577,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw5,5,22449,21,1,1,2,2,0,1,2,0,6,0,0,2.0,3.0,,
Evening,Set1,Draw5,5,22499,21,1,1,2,2,0,1,2,0,6,0,0,2.0,3.0,,
Midday,Set2,Draw1,1,599,21,3,1,2,0,6,1,0,0,1,0,0,2.0,2.0,,
Midday,Set2,Draw1,1,245599,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw5,5,599,21,3,1,2,0,6,1,0,0,1,0,0,2.0,2.0,,
Midday,Set2,Draw1,1,3368,21,3,3,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set2,Draw1,1,233489,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set2,Draw1,4,223,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Combined,Set1,Draw2,2,559,21,3,1,2,0,6,1,0,0,1,0,0,2.0,2.0,,
Midday,Set1,Draw4,7,22337,21,2,1,2,2,3,1,2,0,6,0,0,,,,
Midday,Set1,Draw4,7,2233,21,3,2,2,0,3,1,0,0,3,0,0,,4.0,,
Evening,Set3,Draw1,1,244,21,3,1,2,0,6,1,0,0,1,0,0,2.0,2.0,,
Evening,Set3,Draw1,1,224,21,3,1,2,0,6,1,0,0,1,0,0,2.0,2.0,,
Midday,Set1,Draw6,6,033499,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw6,6,022599,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw6,6,224599,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw1,1,22599,21,2,2,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Combined,Set1,Draw7,7,223449,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw2,2,003349,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw4,6,22334,21,2,1,1,0,3,1,2,0,6,0,0,,3.0,,
Combined,Set1,Draw3,3,339,21,2,1,2,0,3,1,0,0,1,0,0,2.0,4.0,,3.0
Combined,Set1,Draw4,6,22339,21,2,1,1,0,3,1,2,0,6,0,0,,3.0,,
Combined,Set1,Draw4,6,033459,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set3,Draw1,2,224489,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw6,6,22339,21,2,1,1,0,3,1,2,0,6,0,0,,,,3.0
Midday,Set1,Draw5,7,223357,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw5,7,233577,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw1,1,138899,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw1,1,22334,21,1,1,1,0,0,1,2,0,6,0,0,2.0,6.0,,
Combined,Set1,Draw1,1,22339,21,1,1,1,0,0,1,2,0,6,0,0,2.0,6.0,,
Combined,Set1,Draw6,7,2244,21,3,1,2,0,6,1,0,0,3,0,0,,2.0,,
Midday,Set1,Draw2,2,336889,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw2,2,133889,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw6,6,22334,21,2,1,1,0,3,1,2,0,6,0,0,,,,3.0
Evening,Set1,Draw3,4,13368,21,2,2,2,2,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw3,4,123368,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set2,Draw1,1,223349,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set2,Draw1,1,334478,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set2,Draw1,1,033448,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw6,6,022499,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set3,Draw1,2,2244,21,3,1,2,0,6,1,0,0,3,0,0,,2.0,,
Evening,Set3,Draw1,1,224889,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set3,Draw1,1,044889,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set2,Draw1,1,022449,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set2,Draw1,4,1233,21,4,3,1,0,3,1,0,0,3,0,0,,2.0,,
Evening,Set2,Draw1,3,233,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Evening,Set2,Draw1,2,233489,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set2,Draw1,2,233,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Evening,Set2,Draw1,1,223348,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set2,Draw1,1,223389,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw3,4,22499,21,1,1,2,2,0,1,2,0,6,0,0,2.0,3.0,,
Combined,Set1,Draw3,4,22599,21,2,2,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Midday,Set1,Draw4,4,023588,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw4,4,022588,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw6,6,057799,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set2,Draw1,1,233,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Midday,Set1,Draw5,7,233477,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw1,1,223368,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw1,1,233688,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw1,1,033899,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set3,Draw1,1,033568,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set3,Draw1,1,133678,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw3,3,113389,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw3,3,113378,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw6,6,03359,21,2,2,1,2,0,1,2,0,6,0,0,,,,3.0
Combined,Set1,Draw1,2,22599,21,2,2,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Evening,Set1,Draw7,7,005799,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw7,7,005699,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw7,7,002599,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set2,Draw1,1,388,21,3,2,2,2,3,1,0,0,1,0,0,2.0,2.0,,
Combined,Set2,Draw1,1,338,21,3,2,2,2,3,1,0,0,1,0,0,2.0,2.0,,
Combined,Set2,Draw1,1,133788,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw2,2,033688,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set2,Draw1,1,113348,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set2,Draw1,1,338,21,3,2,2,2,3,1,0,0,1,0,0,2.0,2.0,,
Combined,Set1,Draw4,5,002244,21,1,1,1,0,0,1,4,0,10,0,0,,2.0,,
Combined,Set1,Draw3,5,23399,21,2,1,1,0,3,1,2,0,6,0,0,,3.0,,
Combined,Set1,Draw3,5,033449,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw3,7,23377,21,2,1,2,2,3,1,2,0,6,0,0,,,,
Midday,Set1,Draw2,2,003688,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw2,2,336788,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set2,Draw1,1,223357,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set2,Draw1,1,334788,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw6,6,2233,21,2,1,2,0,3,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set3,Draw1,1,559,21,3,1,2,0,6,1,0,0,1,0,0,2.0,2.0,,
Midday,Set3,Draw1,3,33678,21,2,2,1,2,0,1,2,0,6,0,0,,3.0,,
Evening,Set1,Draw7,7,003599,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set3,Draw1,1,022335,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set3,Draw1,1,023357,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw1,1,336689,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw1,1,336899,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw3,3,002388,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw4,7,244,21,3,1,2,0,6,1,0,0,1,0,0,,4.0,,
Combined,Set1,Draw4,7,224,21,3,1,2,0,6,1,0,0,1,0,0,,4.0,,
Combined,Set1,Draw3,3,2249,21,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,3.0
Midday,Set1,Draw4,4,011577,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw3,3,23399,21,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,3.0
Combined,Set1,Draw3,3,33599,21,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,3.0
Combined,Set1,Draw3,3,035599,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw3,3,055669,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw3,3,056699,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw5,6,022337,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw5,6,023377,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw3,6,339,21,3,1,2,0,6,1,0,0,1,0,0,,4.0,,
Midday,Set1,Draw4,4,011338,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw3,3,002337,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw4,5,003349,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw4,4,011388,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw5,5,22335,21,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,3.0
Combined,Set2,Draw1,1,113788,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set2,Draw1,1,223,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Combined,Set2,Draw1,1,233,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Combined,Set1,Draw3,5,033499,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw4,5,00599,21,2,2,2,2,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw2,2,13388,21,1,1,2,2,0,1,2,0,6,0,0,2.0,3.0,,
Evening,Set1,Draw6,7,022599,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw4,4,334668,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw1,3,3399,21,2,1,2,0,3,1,0,0,3,0,0,2.0,5.0,,
Midday,Set1,Draw4,4,233,21,2,1,2,0,3,1,0,0,1,0,0,2.0,4.0,,3.0
Combined,Set1,Draw1,2,22339,21,1,1,1,0,0,1,2,0,6,0,0,2.0,6.0,,
Midday,Set2,Draw1,2,334,21,3,2,2,0,3,1,0,0,1,0,0,2.0,4.0,,
Evening,Set1,Draw3,3,3368,21,3,3,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw1,2,3399,21,2,1,2,0,3,1,0,0,3,0,0,2.0,5.0,,
Combined,Set2,Draw1,2,13388,21,2,2,2,2,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw6,6,035599,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw6,7,223379,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw6,7,233779,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw6,6,025599,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw7,7,022449,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw6,7,2244,21,3,1,2,0,6,1,0,0,3,0,0,,2.0,,
Midday,Set1,Draw6,7,334779,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw1,4,338,21,3,2,2,2,3,1,0,0,1,0,0,,4.0,,
Midday,Set1,Draw6,7,223347,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw6,7,223449,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw3,3,338,21,3,2,2,2,3,1,0,0,1,0,0,2.0,2.0,,
Evening,Set1,Draw3,3,011338,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set2,Draw1,2,33478,21,1,1,1,2,0,1,2,0,6,0,0,2.0,4.0,,
Midday,Set1,Draw4,4,223348,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw3,3,22599,21,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,3.0
Combined,Set1,Draw1,4,2339,21,2,1,1,0,3,1,0,0,3,0,0,2.0,6.0,,
Midday,Set1,Draw5,5,2234,21,2,1,1,0,3,1,0,0,3,0,0,2.0,3.0,,3.0
Evening,Set1,Draw1,1,233489,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw1,1,334778,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw1,1,003348,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw1,1,003389,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw1,1,133778,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw1,1,001338,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set3,Draw1,1,233899,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set3,Draw1,3,33599,21,2,1,1,0,3,1,2,0,6,0,0,,3.0,,
Midday,Set3,Draw1,2,335568,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set2,Draw1,2,223,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Midday,Set1,Draw1,3,03378,21,3,3,1,2,0,1,2,0,6,0,0,,,,
Combined,Set2,Draw1,2,233,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Combined,Set2,Draw1,2,133588,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set2,Draw1,2,3388,21,3,2,2,2,3,1,0,0,3,0,0,,2.0,,
Combined,Set1,Draw2,5,2233,21,2,1,2,0,3,1,0,0,3,0,0,2.0,5.0,,
Combined,Set1,Draw5,5,02244,21,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,3.0
Evening,Set1,Draw4,5,223366,21,1,1,1,0,0,1,4,0,10,0,0,,2.0,,
Evening,Set1,Draw4,5,334669,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw4,5,22334,21,2,2,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Evening,Set1,Draw4,4,233668,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw7,7,224459,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set3,Draw1,1,233678,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw2,3,033488,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw5,5,033557,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw5,5,035577,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw5,5,015577,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw1,5,22499,21,1,1,2,2,0,1,2,0,6,0,0,,5.0,,
Combined,Set1,Draw1,4,223,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Combined,Set1,Draw1,5,2339,21,2,1,1,0,3,1,0,0,3,0,0,2.0,6.0,,
Combined,Set1,Draw1,3,22339,21,1,1,1,0,0,1,2,0,6,0,0,2.0,6.0,,
Midday,Set1,Draw1,2,334689,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw5,6,22499,21,1,1,2,2,0,1,2,0,6,0,0,2.0,3.0,,
Evening,Set1,Draw5,7,223499,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw5,7,344699,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw5,6,223399,21,1,1,1,0,0,1,4,0,10,0,0,,2.0,,
Evening,Set1,Draw5,6,334469,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw5,6,334699,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw5,6,22344,21,2,2,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Combined,Set1,Draw3,6,334459,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw3,6,224459,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set2,Draw1,1,33478,21,1,1,1,2,0,1,2,0,6,0,0,2.0,4.0,,
Midday,Set1,Draw5,5,33477,21,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,3.0
Midday,Set1,Draw5,5,033455,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw5,7,22344,21,2,1,1,0,3,1,2,0,6,0,0,,3.0,,
Combined,Set1,Draw2,5,599,21,3,1,2,0,6,1,0,0,1,0,0,,4.0,,
Combined,Set1,Draw2,4,2233,21,2,1,2,0,3,1,0,0,3,0,0,2.0,5.0,,
Combined,Set3,Draw1,2,11338,21,2,2,2,2,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw1,1,334599,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw1,1,033599,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set3,Draw1,1,223368,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set3,Draw1,1,123368,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw2,3,336,21,3,2,2,0,3,1,0,0,1,0,0,2.0,4.0,,
Midday,Set1,Draw5,5,022355,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw1,6,223,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Combined,Set1,Draw1,5,223,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Midday,Set1,Draw3,3,233448,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw3,6,339,21,3,1,2,0,6,1,0,0,1,0,0,,4.0,,
Combined,Set1,Draw4,4,22445,21,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,3.0
Evening,Set1,Draw5,5,233448,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw5,6,22449,21,1,1,2,2,0,1,2,0,6,0,0,2.0,3.0,,
Combined,Set2,Draw1,3,223,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Combined,Set2,Draw1,3,233,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Midday,Set1,Draw4,6,03377,21,3,2,1,0,3,1,2,0,6,0,0,,,,
Midday,Set1,Draw4,6,02233,21,3,2,1,0,3,1,2,0,6,0,0,,,,
Combined,Set1,Draw2,3,335599,21,1,1,1,0,0,1,4,0,10,0,0,,2.0,,
Combined,Set2,Draw1,4,233,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Evening,Set1,Draw5,5,22344,21,2,2,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Midday,Set1,Draw7,7,223349,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw5,5,336899,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw5,5,335899,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw5,5,366899,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw3,7,22449,21,1,1,2,2,0,1,2,0,6,0,0,,5.0,,
Midday,Set1,Draw3,4,13388,21,2,2,2,2,0,1,2,0,6,0,0,,2.0,,
Combined,Set1,Draw5,6,22449,21,1,1,2,2,0,1,2,0,6,0,0,2.0,3.0,,
Combined,Set1,Draw2,5,399,21,3,1,2,0,6,1,0,0,1,0,0,,4.0,,
Midday,Set1,Draw2,3,133488,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw2,3,001388,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw2,4,336,21,3,2,2,0,3,1,0,0,1,0,0,2.0,4.0,,
Combined,Set3,Draw1,2,233,21,2,1,2,0,3,1,0,0,1,0,0,2.0,7.0,,
Evening,Set1,Draw4,7,22349,21,2,2,1,2,0,1,2,0,6,0,0,,3.0,,
Midday,Set1,Draw3,5,0337,21,3,2,1,0,3,1,0,0,3,0,0,2.0,3.0,,
Midday,Set1,Draw3,4,334778,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw4,4,3399,21,2,1,2,0,3,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set1,Draw3,4,023388,21,1,1,1,2,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw3,4,3388,21,3,2,2,2,3,1,0,0,3,0,0,,2.0,,
Combined,Set1,Draw4,4,22334,21,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,3.0
