section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,cons_stub,hot
Evening,Set1,Draw2,2,0288,straight,10,R2,False,False,False,False,2
Evening,Set1,Draw2,6,0099,boxed,10,"R4,R6,R8",False,True,False,False,0
Evening,Set1,Draw2,6,0299,straight,10,R4,False,False,False,False,0
Evening,Set1,Draw2,5,0299,straight,10,R4,False,False,False,False,0
Evening,Set1,Draw2,6,788,straight,10,R6,False,False,False,False,0
Evening,Set1,Draw2,6,078,straight,10,R6,False,False,False,False,0
Evening,Set1,Draw2,6,00799,straight,10,"R6,R8",False,True,False,False,0
Evening,Set1,Draw2,5,788,straight,10,R6,False,False,False,False,0
Evening,Set1,Draw2,5,078,straight,10,R6,False,False,False,False,0
Evening,Set1,Draw2,6,899,straight,10,R8,False,False,False,False,0
Evening,Set1,Draw2,6,889,straight,10,R8,False,False,False,False,0
Evening,Set1,Draw2,5,899,straight,10,R8,False,False,False,False,0
Evening,Set1,Draw2,5,889,straight,10,R8,False,False,False,False,0
Evening,Set1,Draw3,5,338,boxed,10,"R2,R4,R8",True,True,False,False,0
Evening,Set1,Draw3,3,0688,boxed,10,"R2,R4",False,False,False,False,1
Evening,Set1,Draw3,5,0788,straight,10,R6,False,False,False,False,0
Evening,Set1,Draw3,4,0788,straight,10,R6,False,False,False,False,0
Evening,Set1,Draw3,3,078,straight,10,R6,False,False,False,False,1
Evening,Set1,Draw3,5,0899,straight,10,R8,False,False,False,False,0
Evening,Set1,Draw3,5,8899,straight,10,R8,False,False,False,False,0
Evening,Set1,Draw3,4,8899,straight,10,R8,False,False,False,False,0
Evening,Set1,Draw3,4,0899,straight,10,R8,False,False,False,False,0
Evening,Set1,Draw3,3,899,straight,10,R8,False,False,False,False,1
Evening,Set1,Draw3,3,889,straight,10,R8,False,False,False,False,1
Evening,Set1,Draw4,4,667788,boxed,10,"R2,R6",False,False,False,False,0
Evening,Set1,Draw4,4,3688,boxed,10,"R2,R4,R8",True,False,False,False,0
Evening,Set1,Draw4,4,668,boxed,10,"R2,R4,R6",False,True,False,False,0
Evening,Set1,Draw4,4,388,boxed,10,"R2,R4,R8",True,True,False,False,0
Evening,Set1,Draw4,3,229,boxed,10,"R2,R4,R6",False,True,False,False,0
Evening,Set1,Draw4,2,0688,boxed,10,"R2,R4",False,False,False,False,2
Evening,Set1,Draw4,1,089,straight,10,"R2,R4",False,True,False,False,2
Evening,Set1,Draw4,2,0699,straight,10,R4,False,False,False,False,2
Evening,Set1,Draw4,4,07788,straight,10,R6,False,False,False,False,0
Evening,Set1,Draw4,3,07788,straight,10,R6,False,False,False,False,0
Evening,Set1,Draw4,4,08899,straight,10,R8,False,False,False,False,0
Evening,Set1,Draw4,3,08899,straight,10,R8,False,False,False,False,0
Evening,Set1,Draw4,2,899,straight,10,R8,False,False,False,False,2
Evening,Set1,Draw4,2,889,straight,10,R8,False,False,False,False,2
Evening,Set1,Draw4,2,68899,straight,10,R8,False,False,False,False,2
Evening,Set1,Draw4,1,899,straight,10,R8,False,False,False,False,2
Evening,Set1,Draw4,1,889,straight,10,R8,False,False,False,False,2
Evening,Set1,Draw5,3,299,boxed,10,"R2,R4,R6",False,True,False,False,0
Evening,Set1,Draw5,3,02299,boxed,10,"R2,R4,R6",False,False,False,False,0
Evening,Set1,Draw5,3,2299,boxed,10,"R2,R4,R6",False,True,False,False,0
Evening,Set1,Draw5,2,0688,boxed,10,"R2,R4",False,False,False,False,2
Evening,Set1,Draw5,1,089,straight,10,"R2,R4",False,True,False,False,2
Evening,Set1,Draw5,3,788,straight,10,"R4,R6",False,True,False,False,0
Evening,Set1,Draw5,3,6788,straight,10,"R4,R6",False,True,False,False,0
Evening,Set1,Draw5,3,778,straight,10,"R4,R6",False,True,False,False,0
Evening,Set1,Draw5,3,079,straight,10,"R6,R8",False,True,False,False,0
Evening,Set1,Draw5,3,077,straight,10,"R6,R8",False,True,False,False,0
Evening,Set1,Draw5,2,0778,straight,10,R6,False,False,False,False,2
Evening,Set1,Draw5,1,0778,straight,10,R6,False,False,False,False,2
Evening,Set1,Draw5,2,8899,straight,10,R8,False,False,False,False,2
Evening,Set1,Draw5,2,0899,straight,10,R8,False,False,False,False,2
Evening,Set1,Draw5,2,68899,straight,10,R8,False,False,False,False,2
Evening,Set1,Draw5,1,8899,straight,10,R8,False,False,False,False,2
Evening,Set1,Draw6,2,2599,boxed,10,"R2,R4,R6",False,True,False,False,0
Evening,Set1,Draw6,2,6788,boxed,10,"R2,R4,R6",False,True,False,False,0
Evening,Set1,Draw6,1,0788,straight,10,"R2,R4",False,True,False,False,1
Evening,Set1,Draw6,1,008,straight,10,"R2,R4",False,True,False,False,1
Evening,Set1,Draw6,1,088,straight,10,"R2,R4",False,True,False,False,1
Evening,Set1,Draw6,1,0089,straight,10,"R2,R4",False,True,False,False,1
Evening,Set1,Draw6,2,7788,straight,10,"R4,R6",False,True,False,False,0
Evening,Set1,Draw6,2,00599,boxed,10,"R4,R6",True,False,False,False,0
Evening,Set1,Draw6,2,0077,straight,10,"R6,R8",False,True,False,False,0
Evening,Set1,Draw6,1,00577,straight,10,R6,True,False,False,False,1
Evening,Set1,Draw6,1,077,straight,10,"R6,R8",False,True,False,False,1
Evening,Set1,Draw6,1,007,straight,10,"R6,R8",False,True,False,False,1
Evening,Set1,Draw6,1,007799,straight,10,R8,False,False,False,False,1
Evening,Set1,Draw7,1,0599,straight,10,"R2,R4",True,True,False,False,0
Evening,Set1,Draw7,1,388,boxed,10,"R2,R4,R8",True,True,False,False,0
Combined,Set3,Draw1,7,338,boxed,10,"R2,R4,R8",True,True,False,False,0
Combined,Set3,Draw1,7,3368,boxed,10,"R2,R4,R8",True,False,False,False,0
Combined,Set3,Draw1,6,336,boxed,10,"R2,R4,R8",False,True,False,False,0
Combined,Set3,Draw1,6,677,straight,10,"R2,R6",False,True,False,False,0
Combined,Set3,Draw1,5,677,straight,10,"R2,R6",False,True,False,False,0
Combined,Set3,Draw1,4,069,straight,10,R4,False,False,False,False,1
Combined,Set3,Draw1,7,077,straight,10,"R6,R8",False,True,False,False,0
Combined,Set3,Draw1,6,077,straight,10,"R6,R8",False,True,False,False,0
Combined,Set3,Draw1,6,0339,straight,10,"R6,R8",False,True,False,False,0
Combined,Set3,Draw1,5,077,straight,10,"R6,R8",False,True,False,False,0
Combined,Set2,Draw1,4,069,boxed,10,"R4,R8",False,False,False,False,1
Combined,Set2,Draw1,6,039,straight,10,"R6,R8",False,True,False,False,0
Combined,Set2,Draw1,6,0779,straight,10,"R6,R8",False,True,False,False,0
Combined,Set2,Draw1,5,039,straight,10,"R6,R8",False,True,False,False,0
Combined,Set1,Draw1,7,3668,boxed,10,"R2,R4,R8",True,False,False,False,0
Combined,Set1,Draw1,6,366,boxed,10,"R2,R4,R8",False,True,False,False,0
Combined,Set1,Draw1,4,266,boxed,10,"R2,R8",False,False,False,False,1
Combined,Set1,Draw1,5,0699,boxed,10,"R4,R8",False,False,False,False,1
Combined,Set1,Draw1,4,669,straight,10,"R4,R8",False,True,False,False,1
Combined,Set1,Draw1,4,6679,boxed,10,"R4,R6,R8",False,False,False,False,1
Combined,Set1,Draw1,7,079,straight,10,"R6,R8",False,True,False,False,0
Combined,Set1,Draw1,7,07799,straight,10,"R6,R8",False,True,False,False,0
Combined,Set1,Draw1,6,079,straight,10,"R6,R8",False,True,False,False,0
Combined,Set1,Draw1,6,0399,straight,10,"R6,R8",False,True,False,False,0
Combined,Set1,Draw2,6,667,straight,10,"R2,R6",False,True,False,False,0
Combined,Set1,Draw2,5,0066,straight,10,"R2,R4",False,True,False,False,0
Combined,Set1,Draw2,5,066,straight,10,"R2,R4",False,True,False,False,0
Combined,Set1,Draw2,6,00599,boxed,10,"R4,R6",True,False,False,False,0
Combined,Set1,Draw2,5,006699,boxed,10,"R4,R8",False,False,False,False,0
Combined,Set1,Draw2,5,00599,boxed,10,"R4,R6",True,False,False,False,0
Combined,Set1,Draw2,4,067,straight,10,R6,False,False,False,False,1
Combined,Set1,Draw3,5,2599,boxed,10,"R2,R4,R6",False,True,False,False,0
Combined,Set1,Draw3,4,259,boxed,10,"R2,R4,R6",False,True,False,False,0
Combined,Set1,Draw3,4,1667,boxed,10,"R2,R4,R6",True,False,False,False,0
Combined,Set1,Draw4,2,019,boxed,10,"R2,R8",False,False,False,False,2
Combined,Set1,Draw4,1,019,boxed,10,"R2,R8",False,False,False,False,2
Combined,Set1,Draw5,1,019,boxed,10,"R2,R8",False,False,False,False,2
Combined,Set1,Draw5,1,017,boxed,10,"R2,R8",False,False,False,False,2
Combined,Set1,Draw5,2,177,boxed,10,"R4,R6",False,False,False,False,2
Combined,Set1,Draw5,3,077,straight,10,"R6,R8",False,True,False,False,0
Combined,Set1,Draw5,2,057,straight,10,R6,True,False,False,False,2
Combined,Set1,Draw5,1,057,straight,10,R6,True,False,False,False,2
Combined,Set1,Draw6,1,077,straight,10,"R6,R8",False,True,False,False,1
Combined,Set1,Draw6,1,349,straight,10,"R6,R8",True,True,False,False,1
Combined,Set1,Draw7,1,3448,straight,10,"R4,R8",True,True,False,False,0
Midday,Set3,Draw1,7,259,boxed,9,"R2,R4,R6",False,True,False,False,0
Midday,Set3,Draw1,5,778,straight,9,"R2,R6",False,True,False,False,0
Midday,Set3,Draw1,7,477,straight,9,R4,False,False,False,False,0
Midday,Set3,Draw1,6,477,straight,9,R4,False,False,False,False,0
Midday,Set3,Draw1,5,477,straight,9,R4,False,False,False,False,0
Midday,Set3,Draw1,7,007,straight,9,"R6,R8",False,True,False,False,0
Midday,Set3,Draw1,6,0079,straight,9,"R6,R8",False,True,False,False,0
Midday,Set3,Draw1,6,007,straight,9,"R6,R8",False,True,False,False,0
Midday,Set3,Draw1,5,0779,straight,9,"R6,R8",False,True,False,False,0
Midday,Set3,Draw1,4,779,straight,9,"R6,R8",False,True,False,False,1
Midday,Set2,Draw1,5,499,straight,9,"R2,R6",True,True,False,False,0
Midday,Set2,Draw1,4,149,boxed,9,"R2,R8",True,False,False,False,1
Midday,Set2,Draw1,7,1477,straight,9,R4,False,False,False,False,0
Midday,Set2,Draw1,7,177,boxed,9,"R4,R6",False,False,False,False,0
Midday,Set2,Draw1,6,177,boxed,9,"R4,R6",False,False,False,False,0
Midday,Set2,Draw1,6,1477,straight,9,R4,False,False,False,False,0
Midday,Set2,Draw1,5,469,straight,9,"R4,R8",True,True,False,False,0
Midday,Set2,Draw1,5,1477,straight,9,R4,False,False,False,False,0
Midday,Set2,Draw1,4,477,straight,9,R4,False,False,False,False,1
Midday,Set2,Draw1,4,4779,boxed,9,"R4,R6",True,False,False,False,1
Midday,Set2,Draw1,7,0077,straight,9,"R6,R8",False,True,False,False,0
Midday,Set2,Draw1,7,077,straight,9,"R6,R8",False,True,False,False,0
Midday,Set2,Draw1,6,077,straight,9,"R6,R8",False,True,False,False,0
Midday,Set2,Draw1,4,1779,boxed,9,"R6,R8",False,False,False,False,1
Midday,Set1,Draw1,7,299,boxed,9,"R2,R4,R6",False,True,False,False,0
Midday,Set1,Draw1,7,249,straight,9,"R2,R6",True,True,False,False,0
Midday,Set1,Draw1,6,499,straight,9,"R2,R6",True,True,False,False,0
Midday,Set1,Draw1,5,149,boxed,9,"R2,R8",True,False,False,False,1
Midday,Set1,Draw1,5,4779,boxed,9,"R4,R6",True,False,False,False,1
Midday,Set1,Draw1,5,1779,boxed,9,"R6,R8",False,False,False,False,1
Midday,Set1,Draw2,6,368,boxed,9,"R2,R4,R8",True,False,False,False,0
Midday,Set1,Draw2,4,249,straight,9,R2,True,False,False,False,1
Midday,Set1,Draw2,4,347,boxed,9,"R2,R4",False,False,False,False,1
Midday,Set1,Draw2,3,347,boxed,9,"R2,R4",False,False,False,False,1
Midday,Set1,Draw2,4,349,straight,9,R4,True,False,False,False,1
Midday,Set1,Draw3,5,1337,straight,9,R2,False,False,False,False,0
Midday,Set1,Draw3,4,1337,straight,9,R2,False,False,False,False,0
Midday,Set1,Draw3,3,337,straight,9,R2,False,False,False,False,1
Midday,Set1,Draw3,3,1334,straight,9,R2,False,False,False,False,1
Midday,Set1,Draw3,3,133,straight,9,R2,False,False,False,False,1
Midday,Set1,Draw3,3,134,straight,9,R2,False,False,False,False,1
Midday,Set1,Draw3,5,3349,straight,9,R4,True,False,False,False,0
Midday,Set1,Draw3,5,117,boxed,9,"R4,R6,R8",False,True,False,False,0
Midday,Set1,Draw3,4,3349,straight,9,R4,True,False,False,False,0
Midday,Set1,Draw3,3,3347,straight,9,R4,False,False,False,False,1
Midday,Set1,Draw3,3,347,straight,9,R4,False,False,False,False,1
Midday,Set1,Draw3,2,147,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw3,1,147,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw3,5,233,straight,9,"R6,R8",False,True,False,False,0
Midday,Set1,Draw3,5,2344,straight,9,"R6,R8",False,True,False,False,0
Midday,Set1,Draw3,5,234,straight,9,"R6,R8",False,True,False,False,0
Midday,Set1,Draw3,4,233,straight,9,"R6,R8",False,True,False,False,0
Midday,Set1,Draw3,4,234,straight,9,"R6,R8",False,True,False,False,0
Midday,Set1,Draw3,3,1339,straight,9,R8,False,False,False,False,1
Midday,Set1,Draw4,4,1336,straight,9,R2,True,False,False,False,0
Midday,Set1,Draw4,3,1336,straight,9,R2,True,False,False,False,0
Midday,Set1,Draw4,4,0559,boxed,9,"R4,R6",True,False,False,False,0
Midday,Set1,Draw4,3,3346,boxed,9,"R4,R8",False,False,False,False,0
Midday,Set1,Draw4,3,0559,boxed,9,"R4,R6",True,False,False,False,0
Midday,Set1,Draw4,2,147,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw4,2,33556,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw4,1,147,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw4,4,167,straight,9,R6,True,False,False,False,0
Midday,Set1,Draw4,4,339,straight,9,"R6,R8",False,True,False,False,0
Midday,Set1,Draw4,3,339,straight,9,"R6,R8",False,True,False,False,0
Midday,Set1,Draw4,3,167,straight,9,R6,True,False,False,False,0
Midday,Set1,Draw4,2,33557,straight,9,R6,False,False,False,False,2
Midday,Set1,Draw4,2,33455,straight,9,R6,False,False,False,False,2
Midday,Set1,Draw4,2,4556,straight,9,R8,False,False,False,False,2
Midday,Set1,Draw4,2,456,straight,9,R8,False,False,False,False,2
Midday,Set1,Draw4,2,346,straight,9,R8,False,False,False,False,2
Midday,Set1,Draw4,1,456,straight,9,R8,False,False,False,False,2
Midday,Set1,Draw5,2,3367,straight,9,R2,False,False,False,False,2
Midday,Set1,Draw5,2,367,straight,9,R2,False,False,False,False,2
Midday,Set1,Draw5,2,255,boxed,9,"R2,R4",False,False,False,False,2
Midday,Set1,Draw5,2,024,straight,9,R2,False,False,False,False,2
Midday,Set1,Draw5,1,367,straight,9,R2,False,False,False,False,2
Midday,Set1,Draw5,1,024,straight,9,R2,False,False,False,False,2
Midday,Set1,Draw5,3,00559,boxed,9,"R4,R6",True,False,False,False,0
Midday,Set1,Draw5,2,0255,straight,9,R4,True,False,False,False,2
Midday,Set1,Draw5,2,147,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw5,2,0336,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw5,2,3346,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw5,2,3347,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw5,2,056,straight,9,R4,True,False,False,False,2
Midday,Set1,Draw5,2,347,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw5,2,0556,straight,9,R4,True,False,False,False,2
Midday,Set1,Draw5,2,036,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw5,1,147,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw5,1,347,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw5,1,056,straight,9,R4,True,False,False,False,2
Midday,Set1,Draw5,1,036,straight,9,R4,False,False,False,False,2
Midday,Set1,Draw5,2,057,straight,9,R6,True,False,False,False,2
Midday,Set1,Draw5,2,0355,straight,9,R6,True,False,False,False,2
Midday,Set1,Draw5,2,23355,straight,9,R6,False,False,False,False,2
Midday,Set1,Draw5,2,2334,straight,9,R6,False,False,False,False,2
Midday,Set1,Draw5,2,0557,straight,9,R6,True,False,False,False,2
Midday,Set1,Draw5,2,234,straight,9,R6,False,False,False,False,2
Midday,Set1,Draw5,1,057,straight,9,R6,True,False,False,False,2
Midday,Set1,Draw5,1,234,straight,9,R6,False,False,False,False,2
Midday,Set1,Draw5,2,2336,straight,9,R8,False,False,False,False,2
Midday,Set1,Draw5,2,246,straight,9,R8,False,False,False,False,2
Midday,Set1,Draw5,2,236,straight,9,R8,False,False,False,False,2
Midday,Set1,Draw5,1,246,straight,9,R8,False,False,False,False,2
Midday,Set1,Draw5,1,236,straight,9,R8,False,False,False,False,2
Midday,Set1,Draw6,2,336,boxed,9,"R2,R4,R8",False,True,False,False,0
Midday,Set1,Draw6,1,059,boxed,9,"R4,R6",True,False,False,False,1
Midday,Set1,Draw6,1,1667,straight,9,R6,True,False,False,False,1
Midday,Set1,Draw7,1,366,boxed,9,"R2,R4,R8",False,True,False,False,0
Evening,Set3,Draw1,6,038,straight,9,R2,True,False,False,False,0
Evening,Set3,Draw1,6,00223,straight,9,R2,False,False,False,False,0
Evening,Set3,Draw1,6,0038,straight,9,R2,True,False,False,False,0
Evening,Set3,Draw1,5,00223,straight,9,R2,False,False,False,False,0
Evening,Set3,Draw1,4,0022,straight,9,R2,False,False,False,False,1
Evening,Set3,Draw1,4,003,straight,9,R2,False,False,False,False,1
Evening,Set3,Draw1,4,0023,straight,9,R2,False,False,False,False,1
Evening,Set3,Draw1,7,0029,straight,9,R4,False,False,False,False,0
Evening,Set3,Draw1,6,0029,straight,9,R4,False,False,False,False,0
Evening,Set3,Draw1,5,0029,straight,9,R4,False,False,False,False,0
Evening,Set3,Draw1,7,007,straight,9,"R6,R8",False,True,False,False,0
Evening,Set3,Draw1,7,223,straight,9,R6,False,False,False,False,0
Evening,Set3,Draw1,7,039,straight,9,R6,False,False,False,False,0
Evening,Set3,Draw1,7,0039,straight,9,R6,False,False,False,False,0
Evening,Set3,Draw1,6,2239,straight,9,R6,False,False,False,False,0
Evening,Set3,Draw1,6,007,straight,9,"R6,R8",False,True,False,False,0
Evening,Set3,Draw1,6,039,straight,9,R6,False,False,False,False,0
Evening,Set3,Draw1,6,0039,straight,9,R6,False,False,False,False,0
Evening,Set3,Draw1,6,223,straight,9,R6,False,False,False,False,0
Evening,Set3,Draw1,5,2239,straight,9,R6,False,False,False,False,0
Evening,Set3,Draw1,5,039,straight,9,R6,False,False,False,False,0
Evening,Set3,Draw1,5,0039,straight,9,R6,False,False,False,False,0
Evening,Set3,Draw1,4,239,straight,9,R6,False,False,False,False,1
Evening,Set3,Draw1,3,239,straight,9,R6,False,False,False,False,1
Evening,Set3,Draw1,7,0089,straight,9,R8,False,False,False,False,0
Evening,Set3,Draw1,6,0089,straight,9,R8,False,False,False,False,0
Evening,Set3,Draw1,5,2238,straight,9,R8,True,False,False,False,0
Evening,Set3,Draw1,4,238,straight,9,R8,True,False,False,False,1
Evening,Set3,Draw1,3,238,straight,9,R8,True,False,False,False,1
Evening,Set2,Draw1,7,688,boxed,9,"R2,R4,R6",False,True,False,False,0
Evening,Set2,Draw1,4,038,straight,9,R2,True,False,False,False,1
Evening,Set2,Draw1,3,02288,straight,9,R2,False,False,False,False,1
Evening,Set2,Draw1,3,0288,straight,9,R2,False,False,False,False,1
Evening,Set2,Draw1,2,02288,straight,9,R2,False,False,False,False,1
Evening,Set2,Draw1,2,0288,straight,9,R2,False,False,False,False,1
Evening,Set2,Draw1,1,0288,straight,9,R2,False,False,False,False,1
Evening,Set2,Draw1,7,2239,straight,9,R6,False,False,False,False,0
Evening,Set2,Draw1,6,2239,straight,9,R6,False,False,False,False,0
Evening,Set2,Draw1,5,2239,straight,9,R6,False,False,False,False,0
Evening,Set2,Draw1,4,239,straight,9,R6,False,False,False,False,1
Evening,Set2,Draw1,4,039,straight,9,R6,False,False,False,False,1
Evening,Set2,Draw1,6,2238,straight,9,R8,True,False,False,False,0
Evening,Set2,Draw1,6,2388,straight,9,R8,True,False,False,False,0
Evening,Set2,Draw1,5,2238,straight,9,R8,True,False,False,False,0
Evening,Set2,Draw1,5,2388,straight,9,R8,True,False,False,False,0
Evening,Set2,Draw1,4,238,straight,9,R8,True,False,False,False,1
Evening,Set2,Draw1,3,22889,straight,9,R8,False,False,False,False,1
Evening,Set2,Draw1,3,2889,straight,9,R8,False,False,False,False,1
Evening,Set2,Draw1,2,22889,straight,9,R8,False,False,False,False,1
Evening,Set2,Draw1,2,2889,straight,9,R8,False,False,False,False,1
Evening,Set2,Draw1,1,2889,straight,9,R8,False,False,False,False,1
Evening,Set1,Draw1,7,229,straight,9,R2,False,False,False,False,0
Evening,Set1,Draw1,7,022,straight,9,R2,False,False,False,False,0
Evening,Set1,Draw1,7,001,boxed,9,"R2,R6,R8",False,True,False,False,0
Evening,Set1,Draw1,7,002299,straight,9,R2,False,False,False,False,0
Evening,Set1,Draw1,6,022,straight,9,R2,False,False,False,False,0
Evening,Set1,Draw1,4,02288,straight,9,R2,False,False,False,False,1
Evening,Set1,Draw1,4,0288,straight,9,R2,False,False,False,False,1
Evening,Set1,Draw1,3,028,straight,9,R2,False,False,False,False,2
Evening,Set1,Draw1,3,0228,straight,9,R2,False,False,False,False,2
Evening,Set1,Draw1,2,028,straight,9,R2,False,False,False,False,2
Evening,Set1,Draw1,7,008899,straight,9,R4,False,False,False,False,0
Evening,Set1,Draw1,7,00599,boxed,9,"R4,R6",True,False,False,False,0
Evening,Set1,Draw1,7,00388,straight,9,R4,True,False,False,False,0
Evening,Set1,Draw1,7,0388,straight,9,R4,True,False,False,False,0
Evening,Set1,Draw1,6,00889,boxed,9,"R4,R6",False,False,False,False,0
Evening,Set1,Draw1,7,22399,straight,9,R6,False,False,False,False,0
Evening,Set1,Draw1,6,22399,straight,9,R6,False,False,False,False,0
Evening,Set1,Draw1,5,2239,straight,9,R6,False,False,False,False,1
Evening,Set1,Draw1,5,2399,straight,9,R6,False,False,False,False,1
Evening,Set1,Draw1,7,2238,straight,9,R8,True,False,False,False,0
Evening,Set1,Draw1,7,3889,straight,9,R8,True,False,False,False,0
Evening,Set1,Draw1,7,2388,straight,9,R8,True,False,False,False,0
Evening,Set1,Draw1,6,3889,straight,9,R8,True,False,False,False,0
Evening,Set1,Draw1,6,2238,straight,9,R8,True,False,False,False,0
Evening,Set1,Draw1,6,2388,straight,9,R8,True,False,False,False,0
Evening,Set1,Draw1,5,238,straight,9,R8,True,False,False,False,1
Evening,Set1,Draw1,4,22889,straight,9,R8,False,False,False,False,1
Evening,Set1,Draw1,4,2889,straight,9,R8,False,False,False,False,1
Evening,Set1,Draw1,3,288,straight,9,R8,False,False,False,False,2
Evening,Set1,Draw1,3,2288,straight,9,R8,False,False,False,False,2
Evening,Set1,Draw1,2,288,straight,9,R8,False,False,False,False,2
Evening,Set1,Draw2,6,229,boxed,9,"R2,R4",False,False,False,False,0
Evening,Set1,Draw2,6,0229,straight,9,R2,False,False,False,False,0
Evening,Set1,Draw2,6,002299,boxed,9,"R2,R4",False,False,False,False,0
Evening,Set1,Draw2,5,0229,straight,9,R2,False,False,False,False,0
Evening,Set1,Draw2,5,229,boxed,9,"R2,R4",False,False,False,False,0
Evening,Set1,Draw2,4,02288,straight,9,R2,False,False,False,False,1
Evening,Set1,Draw2,4,022,straight,9,R2,False,False,False,False,1
Evening,Set1,Draw2,4,0288,straight,9,R2,False,False,False,False,1
Evening,Set1,Draw2,4,088,straight,9,R2,False,False,False,False,1
Evening,Set1,Draw2,4,678,straight,9,R2,False,False,False,False,1
Evening,Set1,Draw2,3,02288,straight,9,R2,False,False,False,False,1
Evening,Set1,Draw2,3,022,straight,9,R2,False,False,False,False,1
Evening,Set1,Draw2,3,0288,straight,9,R2,False,False,False,False,1
Evening,Set1,Draw2,3,088,straight,9,R2,False,False,False,False,1
Evening,Set1,Draw2,3,678,straight,9,R2,False,False,False,False,1
Evening,Set1,Draw2,2,028,straight,9,R2,False,False,False,False,2
Evening,Set1,Draw2,6,0688,straight,9,R4,False,False,False,False,0
Evening,Set1,Draw2,6,009,boxed,9,"R4,R6,R8",False,True,False,False,0
Evening,Set1,Draw2,5,0688,straight,9,R4,False,False,False,False,0
Evening,Set1,Draw2,4,068,straight,9,R4,False,False,False,False,1
Evening,Set1,Draw2,4,0699,straight,9,R4,False,False,False,False,1
Evening,Set1,Draw2,3,068,straight,9,R4,False,False,False,False,1
Evening,Set1,Draw2,3,0699,straight,9,R4,False,False,False,False,1
Evening,Set1,Draw2,2,0889,straight,9,R4,False,False,False,False,2
Evening,Set1,Draw2,6,0079,straight,9,"R6,R8",False,True,False,False,0
Evening,Set1,Draw2,6,38899,straight,9,R8,True,False,False,False,0
Evening,Set1,Draw2,5,38899,straight,9,R8,True,False,False,False,0
Evening,Set1,Draw2,4,226,straight,9,R8,False,False,False,False,1
Evening,Set1,Draw2,4,22688,straight,9,R8,False,False,False,False,1
Evening,Set1,Draw2,4,68899,straight,9,R8,False,False,False,False,1
Evening,Set1,Draw2,3,226,straight,9,R8,False,False,False,False,1
Evening,Set1,Draw2,3,22688,straight,9,R8,False,False,False,False,1
Evening,Set1,Draw2,3,68899,straight,9,R8,False,False,False,False,1
Evening,Set1,Draw2,2,28899,straight,9,R8,False,False,False,False,2
Evening,Set1,Draw3,5,299,boxed,9,"R2,R4",False,False,False,False,0
Evening,Set1,Draw3,5,3688,boxed,9,"R2,R4",True,False,False,False,0
Evening,Set1,Draw3,5,6788,boxed,9,"R2,R6",False,False,False,False,0
Evening,Set1,Draw3,5,2299,boxed,9,"R2,R4",False,False,False,False,0
Evening,Set1,Draw3,5,22499,straight,9,R2,True,False,False,False,0
Evening,Set1,Draw3,4,6788,boxed,9,"R2,R6",False,False,False,False,0
Evening,Set1,Draw3,4,299,boxed,9,"R2,R4",False,False,False,False,0
Evening,Set1,Draw3,4,2299,boxed,9,"R2,R4",False,False,False,False,0
Evening,Set1,Draw3,4,22499,straight,9,R2,True,False,False,False,0
Evening,Set1,Draw3,2,0288,straight,9,R2,False,False,False,False,2
Evening,Set1,Draw3,5,02299,straight,9,R4,False,False,False,False,0
Evening,Set1,Draw3,5,0299,straight,9,R4,False,False,False,False,0
Evening,Set1,Draw3,4,0299,straight,9,R4,False,False,False,False,0
Evening,Set1,Draw3,4,02299,straight,9,R4,False,False,False,False,0
Evening,Set1,Draw3,3,0699,straight,9,R4,False,False,False,False,1
Evening,Set1,Draw3,2,0889,straight,9,R4,False,False,False,False,2
Evening,Set1,Draw3,5,788,straight,9,R6,False,False,False,False,0
Evening,Set1,Draw3,5,078,straight,9,R6,False,False,False,False,0
Evening,Set1,Draw3,4,788,straight,9,R6,False,False,False,False,0
Evening,Set1,Draw3,4,078,straight,9,R6,False,False,False,False,0
Evening,Set1,Draw3,5,38899,straight,9,R8,True,False,False,False,0
Evening,Set1,Draw3,5,338899,straight,9,R8,True,False,False,False,0
Evening,Set1,Draw3,5,899,straight,9,R8,False,False,False,False,0
Evening,Set1,Draw3,5,889,straight,9,R8,False,False,False,False,0
Evening,Set1,Draw3,4,899,straight,9,R8,False,False,False,False,0
Evening,Set1,Draw3,4,38899,straight,9,R8,True,False,False,False,0
Evening,Set1,Draw3,4,889,straight,9,R8,False,False,False,False,0
Evening,Set1,Draw3,2,28899,straight,9,R8,False,False,False,False,2
Evening,Set1,Draw4,4,66788,boxed,9,"R2,R6",False,False,False,False,0
Evening,Set1,Draw4,3,06688,boxed,9,"R2,R4",False,False,False,False,0
