date,state,section,overlap,stable_cols_count,stable_cols,consensus_col1,consensus_col2,cross_section_echo,hot_count,superhot_count,mask_drop,mirror_supported,double_hits,confidence_score,tier,flags,top_tokens,recommended_tokens,top_straights,section_prior,state_prior,why,source
,Connecticut4,Midday,4,5,"[5,4,3,2,1]",false,false,0,8,12,12,true,390,21.649,A,[],"[""V3x2_1x1"",""V1x4_3x2_5x1"",""V1x3_3x2_5x1"",""V1x3_3x2""]","[""V3x2_1x1"",""V1x3_3x2"",""V1x3_3x2_5x1""]","[""507"",""705"",""057""]",1.0,1.0,overlap=1.609*1.00->1.61; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Connecticut4,Evening,5,5,"[5,4,3,2,1]",false,false,0,8,12,17,true,580,22.803,A,[],"[""V2x4_4x2_5x2"",""V2x3_4x2_5x2"",""V2x2_5x2_4x1"",""V5x2_2x1_4x1"",""V5x2_2x1""]","[""V2x2_5x2_4x1"",""V2x3_4x2_5x2"",""V2x4_4x2_5x2""]","[""507"",""705"",""057""]",1.0,1.0,overlap=1.792*1.00->1.79; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.714*0.80->0.57; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Connecticut4,Combined,5,5,"[5,4,3,2,1]",false,false,0,8,12,19,true,554,26.424,A,[],"[""V5x3_1x2_4x2"",""V4x2_5x2_1x1"",""V4x2_5x2"",""V5x2_4x1"",""V5x2_1x1""]","[""V4x2_5x2"",""V4x2_5x2_1x1"",""V5x2_1x1""]","[""507"",""705"",""057""]",1.15,1.0,overlap=1.792*1.00->1.79; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=0.863*0.40->0.35; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Delaware4,Midday,1,2,"[2,1]",false,false,0,8,12,14,true,522,19.386,C,[],"[""V2x1_3x1_5x1""]","[""V2x1_3x1_5x1""]","[""013"",""386"",""138""]",1.0,1.0,overlap=0.693*1.00->0.69; stable=4.400*1.90->8.36; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.667*0.80->0.53; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; vt_lane_rescue=0.800*1.20->0.96; winner_lane_rescue=1.600*2.50->4.00; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Delaware4,Evening,3,5,"[5,4,3,2,1]",false,false,0,8,12,12,true,574,21.641,B+,[],"[""V4x4_5x2"",""V4x3"",""V4x4_5x3_2x1""]","[""V4x3"",""V4x4_5x2"",""V4x4_5x3_2x1""]","[""013"",""386"",""138""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=0.536*0.40->0.21; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Delaware4,Combined,2,3,"[3,2,1]",false,false,0,8,12,15,true,619,21.319,B,[],"[""V2x2_4x2_1x1"",""V4x2_1x1_2x1""]","[""V2x2_4x2_1x1"",""V4x2_1x1_2x1""]","[""013"",""386"",""138""]",1.15,1.0,overlap=1.099*1.00->1.10; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Florida4,Midday,2,3,"[3,2,1]",false,false,0,8,12,16,true,338,17.819,B,[],"[""V2x2_1x1"",""V2x2_1x1_5x1""]","[""V2x2_1x1"",""V2x2_1x1_5x1""]","[""016"",""061"",""520""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.600*0.80->0.48; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Florida4,Evening,2,3,"[3,2,1]",false,false,0,8,12,13,true,423,17.501,B,[],"[""V1x1_3x1_4x1"",""V1x2_3x1_4x1""]","[""V1x1_3x1_4x1"",""V1x2_3x1_4x1""]","[""016"",""061"",""520""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=0.405*0.40->0.16; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Florida4,Combined,1,2,"[2,1]",false,false,0,8,12,18,true,548,23.061,C,[],"[""V4x2_2x1_3x1""]","[""V4x2_2x1_3x1""]","[""016"",""061"",""520""]",1.15,1.0,overlap=0.693*1.00->0.69; stable=4.400*1.90->8.36; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; vt_lane_rescue=0.800*1.20->0.96; winner_lane_rescue=1.600*2.50->4.00; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Indiana4,Midday,2,2,"[2,1]",false,false,1,8,12,16,true,352,17.259,B,[],"[""V2x1_4x1_5x1"",""V1x2_4x1""]","[""V1x2_4x1"",""V2x1_4x1_5x1""]","[""540"",""054"",""045""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=4.400*1.90->8.36; echo=1.000*2.00->2.00; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.500*0.80->0.40; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=2.000*0.80->1.60; section_prior=1.00,validation_report.json
,Indiana4,Evening,3,3,"[3,2,1]",false,false,0,8,12,19,true,336,18.761,B+,[],"[""V3x3_4x1_5x1"",""V3x3_5x1"",""V1x1_3x1_5x1""]","[""V1x1_3x1_5x1"",""V3x3_4x1_5x1"",""V3x3_5x1""]","[""540"",""054"",""045""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=0.837*0.40->0.33; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Indiana4,Combined,2,2,"[2,1]",false,false,1,8,12,13,true,254,18.927,B,[],"[""V1x1_3x1_4x1"",""V1x2_4x1""]","[""V1x2_4x1"",""V1x1_3x1_4x1""]","[""540"",""054"",""045""]",1.15,1.0,overlap=1.099*1.00->1.10; stable=4.400*1.90->8.36; echo=1.000*2.00->2.00; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=2.000*0.80->1.60; section_prior=1.15,validation_report.json
,Michigan4,Midday,3,4,"[4,3,2,1]",false,false,0,8,12,19,true,414,20.116,B+,[],"[""V3x2_1x1"",""V3x3_1x1_5x1"",""V3x3_1x1""]","[""V3x2_1x1"",""V3x3_1x1"",""V3x3_1x1_5x1""]","[""752"",""527"",""702""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=7.100*1.90->13.49; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Michigan4,Evening,2,2,"[2,1]",false,false,0,8,12,22,true,414,15.499,B,[],"[""V1x1_3x1_5x1"",""V1x2_5x1""]","[""V1x1_3x1_5x1"",""V1x2_5x1""]","[""084"",""087"",""708""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=4.400*1.90->8.36; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Michigan4,Combined,2,2,"[2,1]",false,false,0,8,12,20,true,355,16.75,B,[],"[""V3x1_4x1_5x1"",""V1x1_4x1_5x1""]","[""V1x1_4x1_5x1"",""V3x1_4x1_5x1""]","[""084"",""087"",""708""]",1.15,1.0,overlap=1.099*1.00->1.10; stable=4.400*1.90->8.36; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.333*0.80->0.27; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
