area,col,combined.core,combined.first3_step,draw,method,mode.agree_core,mode.len_delta_abs,mode.only_one,mode.time_to3_delta_abs,own.core,own.first3_step,section,set,state
LS1,7,467,3,Draw1,A,1,1,0,0,467,3,Midday,Set3,Connecticut4
LS1,7,467,3,Draw1,B,1,0,0,1,467,2,Midday,Set3,Connecticut4
LS1,7,00499,1,Draw1,C,1,0,0,0,00499,1,Midday,Set3,Connecticut4
LS1,7,00499,1,Draw1,D,1,0,0,0,00499,1,Midday,Set3,Connecticut4
LS1,7,247,5,Draw1,E,0,0,0,1,47,4,Midday,Set3,Connecticut4
LS1,7,00499,1,Draw1,T,1,0,0,0,00499,1,Midday,Set3,Connecticut4
LS1,6,467,3,Draw1,A,1,1,0,0,467,3,Midday,Set3,Connecticut4
LS1,6,467,3,Draw1,B,1,0,0,1,467,2,Midday,Set3,Connecticut4
LS1,6,0499,1,Draw1,C,1,0,0,0,0499,1,Midday,Set3,Connecticut4
LS1,6,0499,1,Draw1,D,1,0,0,0,0499,1,Midday,Set3,Connecticut4
LS1,6,247,5,Draw1,E,0,0,0,1,47,4,Midday,Set3,Connecticut4
LS1,6,0499,1,Draw1,T,1,0,0,0,0499,1,Midday,Set3,Connecticut4
LS1,5,067,2,Draw1,A,0,1,0,0,367,2,Midday,Set3,Connecticut4
LS1,5,067,1,Draw1,B,1,0,0,0,067,1,Midday,Set3,Connecticut4
LS1,5,0,1,Draw1,C,1,0,0,0,0,1,Midday,Set3,Connecticut4
LS1,5,0,1,Draw1,D,1,0,0,0,0,1,Midday,Set3,Connecticut4
LS1,5,267,4,Draw1,E,1,0,0,1,267,3,Midday,Set3,Connecticut4
LS1,5,036,1,Draw1,T,1,0,0,0,036,1,Midday,Set3,Connecticut4
LS1,7,467,3,Draw1,A,1,1,0,0,467,3,Midday,Set2,Connecticut4
LS1,7,467,3,Draw1,B,0,0,0,0,7,3,Midday,Set2,Connecticut4
LS1,7,0499,1,Draw1,C,1,0,0,0,0499,1,Midday,Set2,Connecticut4
LS1,7,499,2,Draw1,D,0,0,0,0,3,2,Midday,Set2,Connecticut4
LS1,7,247,5,Draw1,E,0,0,0,1,347,4,Midday,Set2,Connecticut4
LS1,7,0499,1,Draw1,T,1,0,0,0,0499,1,Midday,Set2,Connecticut4
LS1,6,067,2,Draw1,A,0,1,0,0,3367,2,Midday,Set2,Connecticut4
LS1,6,67,2,Draw1,B,0,0,0,0,3367,2,Midday,Set2,Connecticut4
LS1,6,0,1,Draw1,C,1,0,0,0,0,1,Midday,Set2,Connecticut4
LS1,6,03,1,Draw1,D,1,0,0,0,03,1,Midday,Set2,Connecticut4
LS1,6,267,4,Draw1,E,0,0,0,0,37,4,Midday,Set2,Connecticut4
LS1,6,06,1,Draw1,T,1,0,0,0,06,1,Midday,Set2,Connecticut4
LS1,5,067,2,Draw1,A,0,1,0,0,367,2,Midday,Set2,Connecticut4
LS1,5,67,2,Draw1,B,0,0,0,0,367,2,Midday,Set2,Connecticut4
LS1,5,0,1,Draw1,C,1,0,0,0,0,1,Midday,Set2,Connecticut4
LS1,5,0,1,Draw1,D,1,0,0,0,0,1,Midday,Set2,Connecticut4
LS1,5,167,2,Draw1,E,0,0,0,1,67,3,Midday,Set2,Connecticut4
LS1,5,036,1,Draw1,T,1,0,0,0,036,1,Midday,Set2,Connecticut4
LS1,7,4667,3,Draw1,A,1,1,0,0,4667,3,Midday,Set1,Connecticut4
LS1,7,4667,2,Draw1,B,0,0,0,0,33667,2,Midday,Set1,Connecticut4
LS1,7,04,1,Draw1,C,1,0,0,0,04,1,Midday,Set1,Connecticut4
LS1,7,46,2,Draw1,D,0,0,0,0,36,2,Midday,Set1,Connecticut4
LS1,7,267,5,Draw1,E,0,0,0,0,38,5,Midday,Set1,Connecticut4
LS1,7,04,1,Draw1,T,1,0,0,0,04,1,Midday,Set1,Connecticut4
