section,set_name,draw_name,column_index,triad,vt_triad,vertical_support,horizontal_span,set_span,variant_echo,has_straight,has_vt_straight,vt_only_lane,col1_arrival,precol1_funnel,ls_col_42,ls2_lane,is_starred,star_count,is_superhot_slot,is_set1,guard_injected,score,reasons
Midday,Set1,Draw3,2,236,234,1,7,3,3,1,0,0,0,1,1,0,1,12,1,1,0,19.8,hot12|superhot_set1|vertical1|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw3,2,346,245,1,7,3,3,1,0,0,0,1,1,0,1,12,1,1,0,19.8,hot12|superhot_set1|vertical1|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw3,2,366,24,1,6,3,3,1,0,0,0,1,1,0,1,12,1,1,0,19.8,hot12|superhot_set1|vertical1|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw3,2,034,145,1,5,3,3,1,0,0,0,1,1,0,1,12,1,1,0,19.8,hot12|superhot_set1|vertical1|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw3,2,446,25,1,7,3,3,1,0,0,0,1,1,0,1,12,1,1,0,19.8,hot12|superhot_set1|vertical1|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw3,2,336,24,1,6,1,3,1,0,0,0,1,1,0,1,12,1,1,0,19.8,hot12|superhot_set1|vertical1|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Combined,Set2,Draw1,3,246,235,1,5,3,3,1,0,0,0,1,0,0,1,16,0,0,0,19.8,hot16|vertical1|funnel_precol1|straight_lane
Combined,Set3,Draw1,3,246,235,1,6,3,3,1,0,0,0,1,0,0,1,16,0,0,0,19.8,hot16|vertical1|funnel_precol1|straight_lane
Combined,Set3,Draw1,3,256,123,1,5,3,3,1,0,0,0,1,0,0,1,16,0,0,0,19.8,hot16|vertical1|funnel_precol1|straight_lane
Combined,Set3,Draw1,3,236,234,1,6,3,3,1,0,0,0,1,0,0,1,16,0,0,0,19.8,hot16|vertical1|funnel_precol1|straight_lane
Combined,Set3,Draw1,3,235,134,1,5,3,3,1,0,0,0,1,0,0,1,16,0,0,0,19.8,hot16|vertical1|funnel_precol1|straight_lane
Evening,Set2,Draw1,5,119,25,2,5,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set2,Draw1,5,118,24,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,5,168,224,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,5,348,445,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set2,Draw1,5,349,455,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set2,Draw1,5,199,25,2,5,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set2,Draw1,5,399,45,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set2,Draw1,6,246,235,2,5,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set2,Draw1,6,124,235,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,6,566,12,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set2,Draw1,6,667,23,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set2,Draw1,6,134,245,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,6,134,245,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,6,135,124,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set2,Draw1,6,138,244,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,6,138,244,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,6,158,124,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,6,168,224,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,6,348,445,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set2,Draw1,6,366,24,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,6,345,145,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,6,445,15,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,157,123,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,579,135,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,178,234,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,779,35,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,147,235,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,677,23,2,1,2,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,114,25,2,7,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,667,23,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,669,25,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,113,24,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,118,24,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,134,245,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,138,244,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,138,244,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,168,224,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,168,224,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,234,345,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,239,345,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,348,445,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,348,445,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,678,234,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,689,245,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,249,355,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,349,455,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,477,35,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,344,45,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,799,35,2,4,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,449,55,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,499,55,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,447,35,2,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,447,35,2,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,144,25,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,144,25,2,4,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,699,25,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,699,25,2,4,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set3,Draw1,7,399,45,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Evening,Set3,Draw1,7,399,45,2,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,19.65,hot16|vertical2|vt_straight|straight_lane
Midday,Set1,Draw2,5,017,123,2,3,3,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Evening,Set1,Draw2,5,114,25,2,6,3,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Evening,Set1,Draw2,5,116,22,2,6,3,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Midday,Set1,Draw2,5,138,244,2,6,3,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Evening,Set1,Draw2,5,249,355,2,4,3,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Evening,Set1,Draw2,5,299,35,2,6,3,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Combined,Set1,Draw2,5,133,24,2,6,2,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Combined,Set1,Draw2,5,144,25,2,7,3,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Evening,Set1,Draw2,5,699,25,2,6,3,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Evening,Set1,Draw2,6,114,25,2,6,3,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Combined,Set1,Draw2,6,339,45,2,1,2,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Evening,Set1,Draw2,6,144,25,2,6,3,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Combined,Set1,Draw2,6,144,25,2,7,3,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Combined,Set1,Draw2,6,399,45,2,2,3,3,1,0,0,0,0,0,0,1,16,0,1,0,19.55,hot16|vertical2|straight_lane|set1_bonus
Evening,Set3,Draw1,5,177,23,4,3,3,3,1,0,0,0,0,0,0,1,16,0,0,0,19.5,hot16|vertical4|straight_lane
Evening,Set3,Draw1,5,117,23,4,3,3,3,1,0,0,0,0,0,0,1,16,0,0,0,19.5,hot16|vertical4|straight_lane
Evening,Set3,Draw1,5,449,55,4,6,3,3,1,0,0,0,0,0,0,1,16,0,0,0,19.5,hot16|vertical4|straight_lane
Evening,Set3,Draw1,5,499,55,4,6,3,3,1,0,0,0,0,0,0,1,16,0,0,0,19.5,hot16|vertical4|straight_lane
Midday,Set1,Draw2,1,179,235,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,1,178,234,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,1,189,245,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,1,189,245,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,1,789,345,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Evening,Set1,Draw2,1,069,125,0,3,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,1,199,25,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,1,899,45,0,6,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Evening,Set1,Draw2,1,006,12,0,6,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Evening,Set1,Draw2,1,009,15,0,6,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,1,188,24,0,6,1,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,1,889,45,0,6,2,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,2,179,235,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,2,046,125,0,6,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,2,157,123,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,2,159,125,0,6,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,2,178,234,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,116,22,0,6,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,119,25,0,6,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,118,24,0,6,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,2,158,124,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,168,224,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,2,189,245,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,189,245,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,346,245,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,2,578,134,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,689,245,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,2,789,345,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Midday,Set1,Draw2,2,589,145,0,5,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,199,25,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,899,45,0,6,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,188,24,0,6,1,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,889,45,0,6,2,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,688,24,0,6,2,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw2,2,699,25,0,7,3,3,0,0,0,0,0,0,0,1,16,1,1,0,19.5,hot16|superhot_set1|set1_bonus
Combined,Set1,Draw5,1,445,15,4,5,3,3,1,1,0,1,0,0,1,1,8,1,1,0,19.45,hot8|superhot_set1|vertical4|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw4,1,338,44,4,5,2,3,1,1,0,1,0,0,1,1,8,1,1,0,19.45,hot8|superhot_set1|vertical4|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw5,1,338,44,4,5,2,3,1,1,0,1,0,0,1,1,8,1,1,0,19.45,hot8|superhot_set1|vertical4|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw4,1,388,44,4,5,2,3,1,1,0,1,0,0,1,1,8,1,1,0,19.45,hot8|superhot_set1|vertical4|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw5,1,388,44,4,5,2,3,1,1,0,1,0,0,1,1,8,1,1,0,19.45,hot8|superhot_set1|vertical4|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw2,4,246,235,1,6,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw2,4,246,235,1,6,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw2,4,024,135,1,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw2,4,026,123,1,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw2,4,022,13,1,4,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw2,4,226,23,1,4,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,124,235,1,6,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,146,225,1,5,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,269,235,1,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,115,12,1,5,2,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,119,25,1,6,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw2,4,166,22,1,6,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw2,4,023,134,1,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw2,4,134,245,1,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw2,4,136,224,1,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw2,4,223,34,1,4,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw2,4,234,345,1,6,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw2,4,236,234,1,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw2,4,346,245,1,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw2,4,034,145,1,5,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,469,255,1,4,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,245,135,1,6,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,199,25,1,6,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw2,4,344,45,1,6,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,155,12,1,6,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,455,15,1,6,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,255,13,1,5,3,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw2,4,233,34,1,5,1,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw2,4,334,45,1,6,2,3,1,0,0,0,0,1,0,1,16,0,1,0,19.45,hot16|vertical1|ls_col_42|straight_lane|set1_bonus
Midday,Set3,Draw1,5,146,225,2,2,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Midday,Set3,Draw1,5,169,225,2,3,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Midday,Set3,Draw1,5,116,22,2,4,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Midday,Set3,Draw1,5,119,25,2,4,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Midday,Set3,Draw1,5,166,22,2,4,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Evening,Set2,Draw1,5,466,25,2,5,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Evening,Set2,Draw1,5,669,25,2,7,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Midday,Set3,Draw1,5,113,24,2,3,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Midday,Set3,Draw1,5,118,24,2,3,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Evening,Set2,Draw1,5,134,245,2,3,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Midday,Set3,Draw1,5,136,224,2,3,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Midday,Set3,Draw1,5,139,245,2,3,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Evening,Set2,Draw1,5,139,245,2,3,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Midday,Set3,Draw1,5,148,245,2,3,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Evening,Set2,Draw1,5,148,245,2,2,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Midday,Set3,Draw1,5,189,245,2,3,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Evening,Set2,Draw1,5,189,245,2,3,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Midday,Set3,Draw1,5,346,245,2,3,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
Evening,Set2,Draw1,5,346,245,2,3,3,3,0,1,1,0,0,0,0,1,16,0,0,0,19.35,hot16|vertical2|vt_straight|vt_only_lane
