section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Combined,Set1,Draw2,6,23,4,3,0.0,3,0.0,True,False,False,False,False,False,True,3,4,3,4,9,0,0,0,688:1;33688:1;336688:1,688:2;33886:1;338866:1,8,3,2,0.0,0,0,2,0,0,0,0.5,1,7,4,0,0.0,27.5,55.5,3,False,False,734,368,True,True,False
Combined,Set1,Draw1,7,23,4,3,0.0,4,0.0,True,False,False,False,False,False,True,3,4,3,4,9,0,0,0,688:1;33688:1;336688:1,688:2;33886:1;338866:1,8,4,2,0.0,0,0,2,0,0,0,0.5,1,7,1,1,0.0,26.5,55.5,2,True,False,734,368,True,True,False
Combined,Set1,Draw1,6,23,4,3,0.0,4,0.0,True,False,False,False,False,False,True,3,4,3,4,9,0,0,0,688:1;33688:1;336688:1,688:2;33886:1;338866:1,8,4,2,0.0,0,0,2,0,0,0,0.5,1,7,1,1,0.0,26.5,55.5,2,True,False,734,368,True,True,False
Combined,Set2,Draw1,7,23,4,3,0.0,4,0.0,True,False,False,False,False,False,True,3,1,3,1,5,0,0,0,688:1;33688:1;3688:1,688:2;33886:1;3886:1,8,4,2,0.0,0,0,2,0,0,0,0.5,1,4,4,1,0.0,26.5,55.5,3,True,False,734,368,True,True,False
Evening,Set1,Draw2,5,23,4,2,0.0,3,0.0,True,False,False,False,False,False,True,2,4,2,4,2,0,0,0,688:1;188:1,886:2;881:2,8,3,1,0.0,0,0,2,0,0,0,0.5,1,5,4,0,0.0,24.5,55.5,3,False,False,734,368,True,True,False
Evening,Set1,Draw2,6,23,4,2,0.0,3,0.0,True,False,False,False,False,False,True,2,4,2,4,2,0,0,0,688:1;188:1,886:2;188:1,8,3,1,0.0,0,0,2,0,0,0,0.5,1,5,4,0,0.0,24.5,55.5,3,False,False,734,368,True,True,False
Combined,Set1,Draw3,5,23,3,3,0.0,4,0.0,False,False,False,False,False,False,True,2,5,2,5,10,0,0,0,3368:1;33668:1;133:1,3386:1;33866:1;133:1,6,4,2,0.0,0,0,0,0,0,0,0.5,1,6,4,0,0.0,23.5,55.5,3,False,False,734,368,True,True,False
Combined,Set1,Draw4,4,23,3,3,0.0,4,0.0,False,False,False,False,False,False,True,2,5,2,5,8,0,0,0,3368:1;133:1;368:1,3386:1;133:1;386:1,6,4,2,0.0,0,0,0,0,0,0,0.5,1,6,4,0,0.0,23.5,55.5,3,False,False,734,368,True,True,False
Combined,Set1,Draw3,4,23,3,3,0.0,4,0.0,False,False,False,False,False,False,True,2,5,2,5,7,0,0,0,3368:1;133:1;368:1,3386:1;133:1;386:1,6,4,2,0.0,0,0,0,0,0,0,0.5,1,6,4,0,0.0,23.5,55.5,3,False,False,734,368,True,True,False
Evening,Set1,Draw3,5,23,4,2,0.0,2,0.0,True,False,False,False,False,False,True,2,4,2,4,2,0,0,0,688:1;188:1,886:2;188:1,8,2,1,0.0,0,0,2,0,0,0,0.5,1,5,4,0,0.0,23.5,55.5,3,False,False,734,368,True,True,False
Combined,Set2,Draw1,6,23,4,3,0.0,4,0.0,True,False,False,False,False,False,True,3,1,3,1,5,0,0,0,688:1;33688:1;3688:1,688:2;33886:1;3886:1,8,4,2,0.0,0,0,2,0,0,0,0.5,1,4,1,1,0.0,23.5,55.5,2,True,False,734,368,True,True,False
Combined,Set2,Draw1,5,23,4,3,0.0,4,0.0,True,False,False,False,False,False,True,3,1,3,1,5,0,0,0,688:1;33688:1;3688:1,688:2;33886:1;3886:1,8,4,2,0.0,0,0,2,0,0,0,0.5,1,4,1,1,0.0,23.5,55.5,2,True,False,734,368,True,True,False
Midday,Set1,Draw4,2,30,4,4,0.0,3,1.0,False,False,False,False,False,True,True,2,4,2,4,15,0,15,0,3347889:1;347:1;334788:1,9433887:1;347:1;433887:1,8,3,3,0.0,0,1,0,0,0,1,0.5,0,5,1,0,0.0,22.5,36.0,2,False,False,734,368,True,True,True
Midday,Set1,Draw3,2,30,4,4,0.0,4,1.0,False,False,False,False,False,True,True,2,4,2,4,7,0,7,0,34789:1;347:1;3478:1,94387:1;347:1;4387:1,8,4,3,0.0,0,1,0,0,0,1,0.5,0,5,0,0,0.0,22.5,36.0,1,False,False,734,368,True,True,True
Evening,Set1,Draw4,4,23,4,2,0.0,1,0.0,True,False,False,False,False,False,True,2,4,2,4,2,0,0,0,688:1;188:1,886:2;188:1,8,1,1,0.0,0,0,2,0,0,0,0.5,1,5,4,0,0.0,22.5,55.5,3,False,False,734,368,True,True,False
