section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,hidden3v,score_cov,score_hpr,score_perm,score_repeat,score_straight,score_single,score_cons,score_hot,score_mirror,score_dom,score_len,score_hidden,score_vtrac_straight,score_persistence_set,score_persistence_draw,persistence_set_count,persistence_draw_run,score_double_mirror,double_mirror,why,raw_canonical,family_canonical_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_exact_straight,is_vtrac_boxed
Evening,Set3,Draw1,5,033,straight,21.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,1,0,3,033,3,13,False,6,3,0,0.0,9,0,0,0,0,0.0,0,0.0,0,2,0,2,1,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|double_mirror|set_chain2,033,588,494,858,False,False,True
Combined,Set3,Draw1,5,449,straight,16.0,"R2,R6",True,True,False,False,False,False,False,False,False,0,1,0,3,944,2,35,False,4,3,0,0.0,5,0,0,0,1,0.0,0,0.0,0,2,0,2,1,1,True,straight|cov2|hp_repeat3|vstr2|mirror|double_mirror|set_chain2,449,449,494,858,True,True,True
Combined,Set2,Draw1,6,449,straight,15.0,"R2,R6",True,True,False,False,False,False,False,False,False,0,1,0,2,944,2,35,False,4,2,0,0.0,5,0,0,0,1,0.0,0,0.0,0,2,0,2,1,1,True,straight|cov2|hp_repeat2|vstr2|mirror|double_mirror|set_chain2,449,449,494,858,True,True,True
Evening,Set3,Draw1,6,033,straight,15.0,"R2,R8",False,True,False,False,False,False,False,False,False,0,1,0,3,033,2,13,False,4,3,0,0.0,5,0,0,0,0,0.0,0,0.0,0,2,0,2,1,1,True,straight|cov2|hp_repeat3|vstr2|double_mirror|set_chain2,033,588,494,858,False,False,True
Combined,Set3,Draw1,7,449,straight,12.0,R2,True,False,False,False,False,False,False,False,False,0,1,0,3,944,1,35,False,2,3,0,0.0,3,0,0,0,1,0.0,0,0.0,0,2,0,2,1,1,True,straight|cov1|hp_repeat3|mirror|double_mirror|set_chain2,449,449,494,858,True,True,True
Combined,Set3,Draw1,6,449,straight,12.0,R2,True,False,False,False,False,False,False,False,False,0,1,0,3,944,1,35,False,2,3,0,0.0,3,0,0,0,1,0.0,0,0.0,0,2,0,2,1,1,True,straight|cov1|hp_repeat3|mirror|double_mirror|set_chain2,449,449,494,858,True,True,True
Combined,Set3,Draw1,4,588,boxed,12.0,"R4,R6",False,False,False,False,False,False,False,False,False,1,2,0,2,588,1,13,False,4,2,1,0.0,1,0,0,1,0,0.0,0,0.0,0,2,0,2,1,1,True,boxed|cov2|hp_repeat2|hot1|perm2|double_mirror|set_chain2,588,588,494,858,True,False,True
Combined,Set1,Draw2,5,088,straight,12.0,"R2,R8",False,True,False,False,False,False,False,False,False,0,1,0,1,088,2,13,False,4,1,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,1,1,2,1,True,straight|cov2|vstr2|double_mirror|draw_chain2,088,588,494,858,False,False,True
Evening,Set1,Draw1,5,335,straight,12.0,R6,False,False,False,False,False,False,False,False,False,1,1,0,3,533,1,13,False,2,3,0,0.0,3,0,0,1,0,0.0,0,0.0,0,2,0,2,1,1,True,straight|cov1|hp_repeat3|hot1|double_mirror|set_chain2,335,588,494,858,False,False,True
Combined,Set2,Draw1,7,449,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1,0,2,944,1,35,False,2,2,0,0.0,3,0,0,0,1,0.0,0,0.0,0,2,0,2,1,1,True,straight|cov1|hp_repeat2|mirror|double_mirror|set_chain2,449,449,494,858,True,True,True
