section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,1667,17,11,9.5,1,1,0,0,1,0,0,0,0,1,boxed|cov2|mirror|perm2|hidden3v,draw_chain1|col1x1
Combined,689,24,11,9,2,0,0,0,0,0,0,0,0,3,straight|cov1|hp_repeat2|set_chain2;straight|cov1|hp_repeat2|set_chain2,set_chain2
Combined,5889,14,11,9,2,0,0,0,0,0,0,0,0,2,straight|cov1|set_chain2;straight|cov1|set_chain2,set_chain2
Combined,5578,11,11,9,2,0,0,0,0,0,0,0,0,2,straight|cov1|set_chain2;straight|cov1|set_chain2,set_chain2
Combined,3559,14,11,9,2,0,0,0,0,0,0,0,0,2,straight|cov1|set_chain2;straight|cov1|set_chain2,set_chain2
Combined,349,34,11,9,2,0,0,0,0,0,0,0,0,2,straight|cov1|mirror|set_chain2;straight|cov1|mirror|set_chain2,set_chain2
Combined,789,30,11,9,2,0,0,0,0,0,0,0,0,3,straight|cov1|hp_repeat2|set_chain2;straight|cov1|hp_repeat2|set_chain2,set_chain2
Combined,48,14,11,9,1,2,1,0,0,0,0,0,0,3,straight|cov1|hp_repeat2|hot1|draw_chain2;straight|cov1|hp_repeat2|draw_chain2,draw_chain2|hot1x1
Combined,36,8,11,9,1,2,0,0,0,0,0,2,0,2,straight|cov1|vtrac_straight|draw_chain2;straight|cov1|vtrac_straight|draw_chain2,draw_chain2|vstrx2
Combined,369,24,11,9,1,2,0,0,0,0,0,2,0,2,straight|cov1|vtrac_straight|draw_chain2;straight|cov1|vtrac_straight|draw_chain2,draw_chain2|vstrx2
Combined,19,9,11,8.5,1,2,0,0,1,0,0,1,0,2,straight|cov1|hidden3v|vtrac_straight;straight|cov1|hidden3v,draw_chain2|col1x1|vstrx1
Combined,445599,15,10.5,10.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,144599,9,10.5,10.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,445579,12,10.5,10.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,55788,11,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,18,8,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov2|vstr2,draw_chain1
Combined,22788,11,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,122688,21,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,13688,8,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,136788,21,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,223449,30,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,136889,24,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,223688,21,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,33448,14,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,336678,21,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,366778,21,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,334668,24,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,233449,30,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,336689,24,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,233668,21,10.5,10,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,69,9,10.5,9.5,1,1,0,0,0,0,0,1,0,1,straight|cov1|hidden3v|vtrac_straight,draw_chain1|vstrx1
Combined,2448,30,10.5,9,1,1,1,0,0,0,0,0,0,2,straight|cov1|hp_repeat2|hot1;straight|cov1|hp_repeat2,draw_chain1|hot1x1
Combined,2788,27,10.5,9,1,1,1,0,0,0,0,0,0,1,straight|cov1|mirror|hot1,draw_chain1|hot1x1
Combined,2478,30,10.5,9,1,1,1,0,0,0,0,0,0,1,straight|cov1|mirror|hot1,draw_chain1|hot1x1
Combined,4,5,10.5,9,1,1,0,0,0,0,0,1,1,1,straight|cov1|double_mirror|vtrac_straight,draw_chain1|vstrx1|dblmirrorx1
Combined,3,4,10.5,9,1,1,0,0,0,0,0,1,1,1,straight|cov1|double_mirror|vtrac_straight,draw_chain1|vstrx1|dblmirrorx1
Combined,6,2,10.5,9,1,1,0,0,0,0,0,1,1,1,straight|cov1|double_mirror|vtrac_straight,draw_chain1|vstrx1|dblmirrorx1
Combined,569,9,10.5,8.5,2,0,0,0,0,0,0,0,0,2,straight|cov1|hidden3v|set_chain2;straight|cov1|hidden3v|set_chain2,set_chain2
Combined,177,20,10.5,8.5,1,1,0,0,1,0,0,0,1,1,boxed|cov2|perm2|hidden3v|double_mirror,draw_chain1|col1x1|dblmirrorx1
Combined,134499,24,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,133449,24,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,133448,24,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,133488,24,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,133688,23,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,336788,21,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,368899,24,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,334488,33,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,334599,14,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,334499,34,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,138899,24,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,338899,33,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,367788,21,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,344778,30,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,377889,30,10,10,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,5569,9,10,9.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,5579,12,10,9.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,24457,12,10,9.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,2256,7,10,9.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,1257,7,10,9.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,2257,10,10,9.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,2245,12,10,9.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,2247,12,10,9.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,4488,14,10,9,1,2,0,0,0,0,0,0,0,2,straight|cov1|draw_chain2;straight|cov1|draw_chain2,draw_chain2
Combined,788,11,10,9,1,2,0,0,0,0,0,0,0,2,boxed|cov2|perm2|draw_chain2;straight|cov1|draw_chain2,draw_chain2
Combined,389,14,10,9,1,2,0,0,0,0,0,0,0,2,straight|cov1|mirror|draw_chain2;straight|cov1|mirror|draw_chain2,draw_chain2
Combined,366,8,10,9,1,2,0,0,0,0,0,0,0,2,boxed|cov2|perm2|draw_chain2;boxed|cov2|perm2|draw_chain2,draw_chain2
Combined,44,5,10,9,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,34,14,10,9,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,36,8,10,9,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,66,2,10,9,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,2399,30,10,9,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,3699,24,10,9,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,177,7,10,8.5,1,1,0,0,1,0,0,0,0,1,boxed|cov2|perm2|hidden3v,draw_chain1|col1x1
Combined,589,14,10,8,2,0,0,0,0,0,0,0,0,2,straight|cov1|set_chain2;straight|cov1|set_chain2,set_chain2
Combined,359,14,10,8,2,0,0,0,0,0,0,0,0,2,straight|cov1|set_chain2;straight|cov1|set_chain2,set_chain2
Combined,45599,15,9.5,9.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,44599,15,9.5,9.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,45579,12,9.5,9.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,559,5,9.5,9,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,5788,11,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,5578,11,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,25788,11,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,225,3,9.5,9,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,5688,8,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,2788,11,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,2278,11,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,12688,21,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,22688,21,9.5,9,1,1,0,0,0,0,0,0,0,2,straight|cov1|hp_repeat2;straight|cov1|hp_repeat2,draw_chain1
Combined,1388,8,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,13688,23,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,3448,14,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,368,8,9.5,9,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,3688,8,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,22349,30,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,13889,24,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,23688,21,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,2368,21,9.5,9,1,1,0,0,0,0,0,0,0,2,straight|cov1|hp_repeat2|mirror;straight|cov1|hp_repeat2|mirror,draw_chain1
Combined,22368,21,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,3348,14,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,3368,8,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,3668,23,9.5,9,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,36678,21,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,66778,21,9.5,9,1,1,0,0,0,0,0,0,0,1,boxed|cov2|perm2,draw_chain1
Combined,3668,8,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,334477,30,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,23349,30,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,3389,14,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,33689,24,9.5,9,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,366,8,9.5,9,1,1,0,0,0,0,0,0,0,1,boxed|cov2|perm2,draw_chain1
Combined,599,5,9.5,9,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,22,10,9.5,8.5,1,1,0,0,0,0,0,0,1,1,boxed|cov2|perm2|hidden3v|double_mirror,draw_chain1|dblmirrorx1
Combined,278,27,9.5,8,1,1,1,0,0,0,0,0,0,1,straight|cov1|mirror|hot1,draw_chain1|hot1x1
Combined,14499,25,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,13449,24,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,13348,24,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,13388,23,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,33488,33,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,335599,14,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,33499,34,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,33449,34,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,45589,14,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,38899,33,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,33889,33,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,67788,21,9,9,1,0,0,0,0,0,0,0,0,1,boxed|cov2|perm2,
Combined,557788,11,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,47889,30,9,9,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,2457,12,9,8.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,24455,12,9,8.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,draw_chain1
Combined,256,7,9,8.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,157,7,9,8.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,227,10,9,8.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,488,14,9,8,1,2,0,0,0,0,0,0,0,2,straight|cov1|draw_chain2;straight|cov1|draw_chain2,draw_chain2
Combined,55,1,9,8,1,1,0,0,0,0,0,0,1,1,straight|cov1|mirror|double_mirror,draw_chain1|dblmirrorx1
Combined,389,33,9,8,1,2,0,0,0,0,0,0,0,2,straight|cov1|mirror|draw_chain2;straight|cov1|mirror|draw_chain2,draw_chain2
Combined,4599,15,8.5,8.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,55699,9,8.5,8.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,
Combined,55799,12,8.5,8.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,
Combined,55779,12,8.5,8.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,
Combined,499,35,8.5,8,1,0,0,0,0,0,0,0,1,1,straight|cov1|mirror|double_mirror,dblmirrorx1
Combined,578,11,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,557,3,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,2578,11,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,25,3,8.5,8,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,568,8,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,257,3,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,2268,21,8.5,8,1,1,0,0,0,0,0,0,0,2,straight|cov1|hp_repeat2;straight|cov1|hp_repeat2,draw_chain1
Combined,138,8,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,1388,23,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,348,14,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,3678,21,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,22344,30,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,3689,24,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,3344,14,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,338,13,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,6678,21,8.5,8,1,1,0,0,0,0,0,0,0,1,boxed|cov2|perm2,draw_chain1
Combined,23344,30,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,3389,33,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,23366,21,8.5,8,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,89,14,8.5,7,1,3,0,0,0,0,0,0,0,3,straight|cov1|draw_chain2;straight|cov1|draw_chain2,draw_chain3
Combined,4499,35,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,1449,25,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,13344,24,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,1338,23,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,68899,24,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,35599,14,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,33599,14,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,3349,33,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,18899,24,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,33446,24,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,57788,11,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,55778,11,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,77889,30,8,8,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,577,10,8,7.5,1,0,0,0,0,0,0,0,1,1,straight|cov1|hidden3v|double_mirror,dblmirrorx1
Combined,257,10,8,7.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,226,7,8,7.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,draw_chain1
Combined,224,12,8,7.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,draw_chain1
Combined,229,12,8,7.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,draw_chain1
Combined,458,14,8,7,1,0,1,0,0,0,0,0,0,1,straight|cov1|hot1,hot1x1
Combined,255,3,8,7,1,1,0,0,0,0,0,0,1,1,straight|cov1|double_mirror,draw_chain1|dblmirrorx1
Combined,223,27,8,7,1,1,0,0,0,0,0,0,1,1,straight|cov1|double_mirror,draw_chain1|dblmirrorx1
Combined,33,13,8,7,1,1,0,0,0,0,0,0,1,1,straight|cov1|double_mirror,draw_chain1|dblmirrorx1
Combined,233,29,8,7,1,1,0,0,0,0,0,0,1,1,straight|cov1|double_mirror,draw_chain1|dblmirrorx1
Combined,5699,9,7.5,7.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,
Combined,1557,7,7.5,7.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,
Combined,1799,22,7.5,7.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,
Combined,4457,12,7.5,7.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,
Combined,144,25,7.5,7,1,0,0,0,0,0,0,0,1,1,straight|cov1|double_mirror,dblmirrorx1
Combined,133,23,7.5,7,1,0,0,0,0,0,0,0,1,1,straight|cov1|double_mirror,dblmirrorx1
Combined,558,4,7.5,7,1,0,0,0,0,0,0,0,1,1,straight|cov1|double_mirror,dblmirrorx1
Combined,199,25,7.5,7,1,0,0,0,0,0,0,0,1,1,straight|cov1|double_mirror,dblmirrorx1
Combined,899,34,7.5,7,1,0,0,0,0,0,0,0,1,1,straight|cov1|double_mirror,dblmirrorx1
Combined,5688,8,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,889,14,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,56,2,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,138,23,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,38,13,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,2239,30,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,2234,30,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,1889,24,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,236,21,7.5,7,1,1,0,0,0,0,0,0,0,2,straight|cov1|hp_repeat2;straight|cov1|hp_repeat2,draw_chain1
Combined,2236,21,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,334,14,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,668,8,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,778,11,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,339,14,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,2339,30,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,2334,30,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,3366,23,7.5,7,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,1344,24,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,1334,24,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,6899,24,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,3599,14,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,3399,33,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,5588,4,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,1899,24,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,8899,33,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,3346,24,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,7788,27,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,5778,11,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,5577,3,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,7789,30,7,7,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,256,7,7,6.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,draw_chain1
Combined,157,7,6.5,6.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,
Combined,179,22,6.5,6.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,
Combined,457,12,6.5,6.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,
Combined,568,8,6.5,6,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,13,8,6.5,6,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,189,24,6.5,6,1,1,0,0,0,0,0,0,0,1,straight|cov1,draw_chain1
Combined,134,24,6,6,1,0,0,0,0,0,0,0,0,1,straight|cov1,
Combined,44,,6,4,1,0,1,0,1,0,0,0,0,1,consensus_stub,col1x1|hot1x1
Evening,446,25,104,42,3,7,11,8,9,0,0,9,28,28,boxed|cov4|hp_repeat7|vstr2|vstr3|hot2|dom_last|perm2|double_mirror|set_chain3|draw_chain7;boxed|cov4|hp_repeat7|vstr2|vstr3|hot2|perm2|double_mirror|set_chain3|draw_chain7,set_chain3|draw_chain7|col1x9|hot1x11|hot2x8|vstrx9|dblmirrorx28
Evening,244,31,82,35,1,6,4,8,6,0,0,15,21,21,straight|cov3|hp_repeat3|vstr2|vstr3|hot2|dom_last|hidden3v|double_mirror|vtrac_straight|draw_chain6;straight|cov3|hp_repeat6|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6,draw_chain6|col1x6|hot1x4|hot2x8|vstrx15|dblmirrorx21
Evening,344,34,62.5,26,3,5,12,1,1,0,0,2,28,28,boxed|cov3|hp_repeat5|vstr2|hot2|perm2|double_mirror|set_chain3|draw_chain5;boxed|cov3|hp_repeat7|vstr2|hot1|perm2|double_mirror|set_chain3,set_chain3|draw_chain5|col1x1|hot1x12|hot2x1|vstrx2|dblmirrorx28
Evening,2446,22,58.5,29.5,1,4,3,8,4,0,0,8,0,17,boxed|cov4|hp_repeat5|vstr2|hot2|dom_last|perm3|hidden3v|draw_chain4;boxed|cov4|hp_repeat5|vstr2|hot2|dom_last|perm3|hidden3v|draw_chain4,draw_chain4|col1x4|hot1x3|hot2x8|vstrx8
Evening,246,22,52.5,22.5,1,4,3,8,4,0,0,10,0,17,boxed|cov3|hp_repeat5|vstr2|hot2|perm2|hidden3v|draw_chain4;boxed|cov3|hp_repeat5|vstr2|hot2|perm2|hidden3v|draw_chain4,draw_chain4|col1x4|hot1x3|hot2x8|vstrx10
Evening,2449,31,48.5,24.5,1,4,3,6,2,0,0,10,0,15,straight|cov2|hp_repeat4|vstr2|mirror|hot2|hidden3v|vtrac_straight|draw_chain4;straight|cov2|hp_repeat3|vstr2|mirror|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|col1x2|hot1x3|hot2x6|vstrx10
Evening,249,31,47.5,23.5,1,4,3,6,2,0,0,10,0,15,straight|cov2|hp_repeat4|vstr2|mirror|hot2|hidden3v|vtrac_straight|draw_chain4;straight|cov2|hp_repeat3|vstr2|mirror|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|col1x2|hot1x3|hot2x6|vstrx10
Evening,44,15,44,21,3,4,1,2,3,0,0,6,12,12,straight|cov1|hp_repeat3|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain3;straight|cov1|hp_repeat3|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain3,set_chain3|draw_chain4|col1x3|hot1x1|hot2x2|vstrx6|dblmirrorx12
