section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,449,35.0,129.5,46.0,3,7,0,False,14,11,9,11,0,24,37,37,straight|cov4|hp_repeat7|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|set_chain3|draw_chain7;straight|cov4|hp_repeat6|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|set_chain3|draw_chain7,set_chain3|draw_chain7|col1x9|hot1x14|hot2x11|consensusx11|vstrx24|dblmirrorx37
Combined,499,35.0,101.5,42.0,3,6,0,False,13,6,2,7,0,17,30,30,straight|cov4|hp_repeat6|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|set_chain3|draw_chain6;straight|cov4|hp_repeat6|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|set_chain3|draw_chain6,set_chain3|draw_chain6|col1x2|hot1x13|hot2x6|consensusx7|vstrx17|dblmirrorx30
Combined,144,25.0,101.5,29.0,3,7,0,False,14,11,9,0,0,24,40,40,straight|cov1|hp_repeat7|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain7;straight|cov1|hp_repeat7|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain7,set_chain3|draw_chain7|col1x9|hot1x14|hot2x11|vstrx24|dblmirrorx40
Combined,1449,25.0,89.5,29.0,3,7,0,False,14,11,9,0,0,20,0,36,boxed|cov2|hp_repeat7|mirror|hot2|perm2|set_chain3|draw_chain7;straight|cov1|hp_repeat7|mirror|hot2|vtrac_straight|set_chain3|draw_chain7,set_chain3|draw_chain7|col1x9|hot1x14|hot2x11|vstrx20
Combined,447,31.0,88.5,29.0,3,7,0,False,6,11,7,0,0,18,33,33,straight|cov1|hp_repeat7|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain7;straight|cov1|hp_repeat6|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain7,set_chain3|draw_chain7|col1x7|hot1x6|hot2x11|vstrx18|dblmirrorx33
Combined,4499,35.0,80.5,38.0,3,6,0,False,13,6,2,0,0,17,0,30,straight|cov4|hp_repeat6|vstr2|vstr3|mirror|hot2|vtrac_straight|set_chain3|draw_chain6;straight|cov4|hp_repeat6|vstr2|vstr3|mirror|hot2|vtrac_straight|set_chain3|draw_chain6,set_chain3|draw_chain6|col1x2|hot1x13|hot2x6|vstrx17
Combined,199,25.0,77.5,25.0,3,6,0,False,13,6,2,0,0,17,35,35,straight|cov2|hp_repeat7|vstr2|hot1|double_mirror|vtrac_straight|set_chain3;straight|cov2|hp_repeat7|vstr2|hot1|double_mirror|vtrac_straight|set_chain3,set_chain3|draw_chain6|col1x2|hot1x13|hot2x6|vstrx17|dblmirrorx35
Combined,119,19.0,70.0,23.5,1,6,0,False,4,8,6,0,0,15,21,21,straight|cov1|hp_repeat6|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6;straight|cov1|hp_repeat5|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6,draw_chain6|col1x6|hot1x4|hot2x8|vstrx15|dblmirrorx21
Combined,114,19.0,69.0,22.5,1,6,0,False,4,8,6,0,0,15,20,20,straight|cov1|hp_repeat5|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6;straight|cov1|hp_repeat5|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6,draw_chain6|col1x6|hot1x4|hot2x8|vstrx15|dblmirrorx20
Combined,14499,25.0,68.5,30.0,3,6,0,False,13,6,2,0,0,9,0,29,boxed|cov4|hp_repeat6|vstr2|mirror|hot1|dom_last|perm2|set_chain3;boxed|cov4|hp_repeat5|vstr2|mirror|hot1|dom_last|perm2|set_chain3,set_chain3|draw_chain6|col1x2|hot1x13|hot2x6|vstrx9
