section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,hidden3v,score_cov,score_hpr,score_perm,score_repeat,score_straight,score_single,score_cons,score_hot,score_mirror,score_dom,score_len,score_hidden,score_vtrac_straight,score_persistence_set,score_persistence_draw,persistence_set_count,persistence_draw_run,score_double_mirror,double_mirror,why,raw_canonical,family_canonical_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_exact_straight,is_vtrac_boxed
Evening,Set1,Draw3,1,01338,boxed,29.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,4,0,4,01338,1,8,False,8,4,3,0.0,1,0,0,4,1,3.0,2,0.0,0,0,3,1,4,0,False,boxed|cov4|hp_repeat4|mirror|hot2|dom_last|perm4|draw_chain4,01338,036,667,360,False,False,True
Evening,Set1,Draw4,1,01338,boxed,26.0,"R2,R6,R8",True,False,False,False,False,False,False,True,False,2,3,0,4,01338,1,8,False,6,4,2,0.0,1,0,0,4,1,3.0,2,0.0,0,0,3,1,4,0,False,boxed|cov3|hp_repeat4|mirror|hot2|dom_last|perm3|draw_chain4,01338,036,667,360,False,False,True
Combined,Set1,Draw4,1,013,straight,24.0,R2,False,False,False,False,False,False,False,False,False,2,1,0,4,013,1,8,False,2,4,0,0.0,3,0,0,4,0,0.0,0,0.0,2,4,5,3,6,0,False,straight|cov1|hp_repeat4|hot2|vtrac_straight|set_chain3|draw_chain6,013,036,667,360,False,False,True
Evening,Set1,Draw3,2,01338,boxed,24.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,4,0,4,01338,1,8,False,8,4,3,0.0,1,0,0,2,1,0.0,2,0.0,0,0,3,1,4,0,False,boxed|cov4|hp_repeat4|mirror|hot2|perm4|draw_chain4,01338,036,667,360,False,False,True
Combined,Set1,Draw5,1,013,straight,23.0,R2,False,False,False,False,False,False,False,False,False,2,1,0,3,013,1,8,False,2,3,0,0.0,3,0,0,4,0,0.0,0,0.0,2,4,5,3,6,0,False,straight|cov1|hp_repeat3|hot2|vtrac_straight|set_chain3|draw_chain6,013,036,667,360,False,False,True
Combined,Set1,Draw4,2,013,straight,22.0,R2,False,False,False,False,False,False,False,False,False,2,1,0,4,013,1,8,False,2,4,0,0.0,3,0,0,2,0,0.0,0,0.0,2,4,5,3,6,0,False,straight|cov1|hp_repeat4|hot2|vtrac_straight|set_chain3|draw_chain6,013,036,667,360,False,False,True
Midday,Set1,Draw4,1,667,straight,21.5,R2,False,False,False,False,False,False,False,False,False,2,1,0,4,667,1,17,True,2,4,0,0.0,3,0,0,4,0,0.0,0,0.5,2,2,3,2,4,1,True,straight|cov1|hp_repeat4|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4,667,667,667,360,True,True,True
Midday,Set1,Draw4,1,266,straight,21.5,R8,False,False,False,False,False,False,False,False,False,2,1,0,4,662,1,17,True,2,4,0,0.0,3,0,0,4,0,0.0,0,0.5,2,2,3,2,4,1,True,straight|cov1|hp_repeat4|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4,266,667,667,360,False,False,True
Combined,Set1,Draw4,1,0138,straight,21.0,R2,True,False,False,False,False,False,False,False,False,2,1,0,2,0138,1,8,False,2,2,0,0.0,3,0,0,4,1,0.0,1,0.0,2,4,2,3,3,0,False,straight|cov1|hp_repeat2|mirror|hot2|vtrac_straight|set_chain3|draw_chain3,0138,036,667,360,False,False,True
Combined,Set1,Draw5,2,013,straight,21.0,R2,False,False,False,False,False,False,False,False,False,2,1,0,3,013,1,8,False,2,3,0,0.0,3,0,0,2,0,0.0,0,0.0,2,4,5,3,6,0,False,straight|cov1|hp_repeat3|hot2|vtrac_straight|set_chain3|draw_chain6,013,036,667,360,False,False,True
