section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Evening,Set1,Draw1,7,15,4,1,0.0,7,0.0,True,True,False,False,False,False,True,3,7,3,7,5,0,0,0,044:1;599:1;445:1,599:3;440:1;445:1,8,7,0,0.0,0,0,2,4,0,0,0.5,1,10,1,1,0.0,34.5,96.0,2,True,False,858,454,True,True,True
Combined,Set1,Draw3,5,15,4,2,0.0,5,0.0,True,True,False,False,False,False,False,2,5,2,5,0,0,0,0,599:1;044:1;099:1,599:3;440:1;990:1,8,5,1,0.0,0,0,2,4,0,0,0.0,1,6,4,0,0.0,31.0,96.0,3,False,False,858,454,True,True,True
Evening,Set1,Draw6,2,15,4,1,0.0,2,0.0,True,True,False,False,False,True,True,3,7,3,7,4,0,0,0,599:1;044:1;445:1,599:3;440:1;445:1,8,2,0,0.0,0,0,2,4,0,1,0.5,1,10,1,0,0.0,29.5,96.0,2,False,False,858,454,True,True,True
Midday,Set1,Draw3,3,13,4,1,0.0,3,1.0,True,True,True,False,True,True,True,1,5,1,5,1,1,0,1,033:1,033:4,8,3,0,0.0,2,1,2,4,1,1,0.5,1,4,1,0,0.0,28.5,58.0,2,False,False,858,454,True,True,False
Evening,Set1,Draw1,6,15,3,2,0.0,7,0.0,False,False,False,False,False,False,True,3,7,3,7,2,0,0,0,044:1;099:1,440:1;990:1,6,7,1,0.0,0,0,0,0,0,0,0.5,1,10,1,1,0.0,27.5,96.0,2,True,False,858,454,True,True,True
Midday,Set1,Draw3,2,13,4,1,0.0,3,1.0,True,True,True,False,True,True,True,1,5,1,5,1,0,1,1,033:1,033:4,8,3,0,0.0,2,1,2,4,1,1,0.5,1,4,0,0,0.0,27.5,58.0,1,False,False,858,454,True,True,False
Evening,Set1,Draw6,1,15,4,2,0.0,2,1.0,True,False,False,False,False,True,True,3,7,3,7,2,2,0,0,044:1;099:1,099:2;440:1,8,2,1,0.0,0,1,2,0,0,1,0.5,1,10,1,0,0.0,27.5,96.0,2,False,False,858,454,True,True,True
Evening,Set1,Draw1,1,15,2,2,0.0,7,1.0,False,False,False,False,False,True,True,3,7,3,7,2,0,2,0,044:1;00449:1,440:1;90044:1,4,7,1,0.0,0,1,0,0,0,1,0.5,1,10,0,1,0.0,26.5,96.0,1,True,False,858,454,True,True,True
Evening,Set1,Draw1,2,15,2,2,0.0,7,1.0,False,False,False,False,False,True,True,3,7,3,7,2,0,2,0,044:1;00449:1,440:1;90044:1,4,7,1,0.0,0,1,0,0,0,1,0.5,1,10,0,1,0.0,26.5,96.0,1,True,False,858,454,True,True,True
Evening,Set1,Draw2,1,15,2,2,0.0,6,1.0,False,False,False,False,False,True,True,3,7,3,7,2,0,2,0,044:1;00449:1,440:1;90044:1,4,6,1,0.0,0,1,0,0,0,1,0.5,1,10,0,0,0.0,24.5,96.0,1,False,False,858,454,True,True,True
Evening,Set1,Draw2,6,15,3,2,0.0,6,0.0,False,False,False,False,False,False,True,3,7,3,7,2,0,0,0,044:1;099:1,440:1;990:1,6,6,1,0.0,0,0,0,0,0,0,0.5,1,10,0,0,0.0,24.5,96.0,1,False,False,858,454,True,True,True
Evening,Set1,Draw2,2,15,2,2,0.0,6,1.0,False,False,False,False,False,True,True,3,7,3,7,2,0,2,0,044:1;00449:1,440:1;90044:1,4,6,1,0.0,0,1,0,0,0,1,0.5,1,10,0,0,0.0,24.5,96.0,1,False,False,858,454,True,True,True
Midday,Set1,Draw4,2,13,4,1,0.0,3,1.0,True,True,False,False,False,True,True,1,5,1,5,2,0,2,0,033:1;335:1,033:3;533:1,8,3,0,0.0,0,1,2,4,0,1,0.5,1,4,0,0,0.0,24.5,58.0,1,False,False,858,454,True,True,False
Evening,Set1,Draw7,1,15,3,2,0.0,1,0.0,False,False,False,False,False,True,True,3,7,3,7,2,0,0,0,044:1;099:1,440:1;990:1,6,1,1,0.0,0,0,0,0,0,1,0.5,1,10,4,0,0.0,24.5,96.0,3,False,False,858,454,True,True,True
Evening,Set1,Draw1,3,15,1,1,0.0,7,1.0,False,False,False,False,False,True,True,3,7,3,7,1,0,1,0,044:1,440:1,2,7,0,0.0,0,1,0,0,0,1,0.5,1,10,0,1,0.0,23.5,96.0,1,True,False,858,454,True,True,True
