section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,335,13.0,90.5,36.5,1,7,0,False,6,11,7,0,0,15,25,25,boxed|cov4|hp_repeat5|vstr2|vstr3|hot2|dom_last|perm2|hidden3v|double_mirror|draw_chain7;boxed|cov4|hp_repeat5|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|draw_chain7,draw_chain7|col1x7|hot1x6|hot2x11|vstrx15|dblmirrorx25
Combined,334,33.0,76.5,32.0,1,6,0,False,4,8,6,0,0,11,21,21,boxed|cov4|hp_repeat6|vstr2|vstr3|hot2|perm2|double_mirror|draw_chain6;boxed|cov4|hp_repeat5|vstr2|vstr3|hot2|perm2|double_mirror|draw_chain6,draw_chain6|col1x6|hot1x4|hot2x8|vstrx11|dblmirrorx21
Combined,355,4.0,73.0,26.5,1,6,0,False,4,8,6,0,0,15,20,20,straight|cov2|hp_repeat5|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6;straight|cov2|hp_repeat5|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6,draw_chain6|col1x6|hot1x4|hot2x8|vstrx15|dblmirrorx20
Combined,033,13.0,69.0,37.0,2,5,0,False,5,2,4,2,0,8,17,17,straight|cov4|hp_repeat4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain2;straight|cov4|hp_repeat4|vstr2|vstr3|cons_full|hot1|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain2,set_chain2|draw_chain5|col1x4|hot1x5|hot2x2|consensusx2|vstrx8|dblmirrorx17
Combined,455,5.0,66.0,22.5,1,6,0,False,4,8,6,0,0,9,21,21,boxed|cov2|hp_repeat6|hot2|perm2|hidden3v|double_mirror|draw_chain6;boxed|cov2|hp_repeat5|hot2|perm2|hidden3v|double_mirror|draw_chain6,draw_chain6|col1x6|hot1x4|hot2x8|vstrx9|dblmirrorx21
Combined,3355,13.0,63.0,26.5,1,6,0,False,4,8,6,0,0,15,0,20,straight|cov2|hp_repeat5|vstr2|hot2|hidden3v|vtrac_straight|draw_chain6;straight|cov2|hp_repeat5|vstr2|hot2|hidden3v|vtrac_straight|draw_chain6,draw_chain6|col1x6|hot1x4|hot2x8|vstrx15
Combined,244,31.0,58.5,34.0,1,4,0,False,1,4,4,0,0,9,10,10,straight|cov3|hp_repeat4|vstr2|vstr3|hot2|dom_last|hidden3v|double_mirror|vtrac_straight|draw_chain4;straight|cov3|hp_repeat3|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain4,draw_chain4|col1x4|hot1x1|hot2x4|vstrx9|dblmirrorx10
Combined,133,23.0,55.5,24.5,1,5,0,False,2,5,4,0,0,11,14,14,straight|cov2|hp_repeat4|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain5;straight|cov2|hp_repeat3|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain5,draw_chain5|col1x4|hot1x2|hot2x5|vstrx11|dblmirrorx14
Combined,233,29.0,52.5,25.5,2,4,0,False,1,4,4,0,0,9,11,11,straight|cov2|hp_repeat4|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4;straight|cov2|hp_repeat3|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4,set_chain2|draw_chain4|col1x4|hot1x1|hot2x4|vstrx9|dblmirrorx11
Combined,33455,14.0,50.0,29.0,1,3,0,False,3,6,3,0,0,3,0,13,boxed|cov4|hp_repeat5|vstr2|hot2|dom_last|perm3|draw_chain3;boxed|cov4|hp_repeat5|vstr2|hot2|dom_last|perm3|draw_chain3,draw_chain3|col1x3|hot1x3|hot2x6|vstrx3
