section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v
Combined,Set1,Draw1,1,5,4,1,0.0,1,1.0,True,True,True,True,True,True,True,1,7,1,7,1,0,1,1,009:1,009:4,8,1,0,0.0,2,1,2,4,1,1,0.5,1,6,0,0,0.0,27.5,80.0,1,False,False
Combined,Set1,Draw1,2,34,4,2,0.0,2,1.0,True,True,False,False,False,False,True,1,6,1,6,1,0,1,0,349:1,934:3,8,2,1,0.0,0,1,2,4,0,0,0.5,0,5,1,0,0.0,24.5,49.5,2,False,False
Combined,Set1,Draw1,3,24,4,3,0.0,5,1.0,True,False,False,False,False,True,True,3,4,3,4,3,0,3,0,139:1;1349:1;134:1,193:2;1934:2;413:1,8,5,2,0.0,0,1,2,0,0,1,0.5,0,7,0,1,0.0,27.5,40.0,1,True,False
Combined,Set1,Draw1,3,34,3,1,0.0,2,1.0,True,True,False,False,False,True,True,1,6,1,6,1,0,1,0,349:1,934:3,6,2,0,0.0,0,1,2,4,0,1,0.5,0,5,0,0,0.0,21.5,49.5,1,False,False
Combined,Set1,Draw1,3,25,1,1,0.0,2,1.0,False,False,False,False,False,True,False,1,1,1,1,0,0,1,0,149:1,941:1,2,2,0,0.0,0,1,0,0,0,1,0.0,0,0,0,0,0.0,6.0,35.5,1,False,False
Combined,Set1,Draw1,4,24,4,4,0.0,5,1.0,True,False,False,False,False,False,True,3,6,3,6,15,15,0,0,133469:1;139:1;1339:1,193:2;1933:2;941336:1,8,5,3,0.0,0,1,2,0,0,0,0.5,0,9,0,1,0.0,29.5,40.0,1,True,False
Combined,Set1,Draw1,4,23,3,2,0.0,4,1.0,True,False,False,False,False,False,True,3,4,3,4,2,2,0,0,336:1;133:1,336:2;133:1,6,4,1,0.0,0,1,2,0,0,0,0.5,1,7,0,1,0.0,23.5,52.0,1,True,False
Combined,Set1,Draw1,4,33,3,1,0.0,4,1.0,True,False,False,False,False,False,True,3,4,3,4,3,3,0,0,334:1;339:1;3349:1,334:2;933:2;9334:1,6,4,0,0.0,0,1,2,0,0,0,0.5,1,7,1,1,0.0,23.5,48.5,2,True,False
Combined,Set1,Draw1,4,18,1,1,0.0,4,1.0,False,False,False,False,False,False,False,3,4,3,4,0,1,0,0,1336:1,1336:1,2,4,0,0.0,0,1,0,0,0,0,0.0,0,7,0,1,0.0,15.0,47.5,1,True,False
Combined,Set1,Draw1,4,25,1,1,0.0,2,1.0,False,False,False,False,False,False,False,1,1,1,1,0,1,0,0,149:1,941:1,2,2,0,0.0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,5.0,35.5,1,False,False
Combined,Set1,Draw1,4,19,1,1,0.0,1,1.0,False,False,False,False,False,False,False,1,1,1,1,0,1,0,0,169:1,619:1,2,1,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0.0,5.0,55.5,1,True,False
Combined,Set1,Draw1,5,28,4,2,0.0,3,1.0,True,True,False,False,False,False,False,3,3,3,3,0,3,0,0,224:1;229:1;2249:1,224:3;922:1;9224:1,8,3,1,0.0,0,1,2,4,0,0,0.0,1,6,1,1,0.0,28.0,92.5,2,True,False
Combined,Set1,Draw1,5,24,4,2,0.0,5,1.0,True,False,False,False,False,False,True,3,4,3,4,19,19,0,0,139:1;1339:1;3369:1,193:2;1933:2;11933:2,8,5,1,0.0,0,1,2,0,0,0,0.5,0,7,0,1,0.0,25.5,40.0,1,True,False
Combined,Set1,Draw1,5,23,3,2,0.0,4,1.0,True,False,False,False,False,False,True,3,4,3,4,2,2,0,0,336:1;133:1,336:2;133:1,6,4,1,0.0,0,1,2,0,0,0,0.5,1,7,0,1,0.0,23.5,52.0,1,True,False
Combined,Set1,Draw1,5,33,3,1,0.0,4,1.0,True,False,False,False,False,False,True,3,4,3,4,2,2,0,0,339:1;334:1,933:2;334:1,6,4,0,0.0,0,1,2,0,0,0,0.5,1,7,1,1,0.0,23.5,48.5,2,True,False
Combined,Set1,Draw1,5,19,4,1,0.0,3,1.0,True,False,False,False,False,False,False,2,3,2,3,0,3,0,0,114:1;119:1;1169:1,411:2;119:2;6119:1,8,3,0,0.0,0,1,2,0,0,0,0.0,1,4,0,1,0.0,20.0,55.5,1,True,False
