section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,hidden3v,score_cov,score_hpr,score_perm,score_repeat,score_straight,score_single,score_cons,score_hot,score_mirror,score_dom,score_len,score_hidden,score_vtrac_straight,score_persistence_set,score_persistence_draw,persistence_set_count,persistence_draw_run,score_double_mirror,double_mirror,why
Midday,Set2,Draw1,1,066,straight,38.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1,0,3,066,4,6.0,True,8,3,0,0.0,9,0,4,2,0,4.5,0,0.5,2,4,0,3,1,1,True,straight|cov4|hp_repeat3|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain3
Evening,Set1,Draw2,1,338,boxed,37.5,"R2,R4,R6,R8",True,True,True,False,False,False,False,True,False,2,2,0,6,833,3,32.0,True,8,6,1,0.0,7,0,0,4,1,4.0,0,0.5,0,0,5,1,6,1,True,boxed|cov4|hp_repeat6|vstr2|vstr3|mirror|hot2|dom_last|perm2|hidden3v|double_mirror|draw_chain6
Evening,Set1,Draw1,3,38899,boxed,33.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,False,False,2,3,0,6,99883,2,33.0,False,8,6,2,0.0,3,0,0,2,1,0.0,2,0.0,0,4,5,3,6,0,False,boxed|cov4|hp_repeat6|vstr2|mirror|hot2|perm3|set_chain3|draw_chain6
Evening,Set1,Draw1,2,38899,boxed,33.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,False,False,2,3,0,6,99883,2,33.0,False,8,6,2,0.0,3,0,0,2,1,0.0,2,0.0,0,4,5,3,6,0,False,boxed|cov4|hp_repeat6|vstr2|mirror|hot2|perm3|set_chain3|draw_chain6
Evening,Set3,Draw1,1,38899,boxed,32.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,1,3,0,7,99883,2,33.0,False,8,7,2,0.0,3,0,0,2,1,3.0,2,0.0,0,4,0,3,1,0,False,boxed|cov4|hp_repeat7|vstr2|mirror|hot1|dom_last|perm3|set_chain3
Evening,Set2,Draw1,1,38899,boxed,32.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,1,3,0,7,99883,2,33.0,False,8,7,2,0.0,3,0,0,2,1,3.0,2,0.0,0,4,0,3,1,0,False,boxed|cov4|hp_repeat7|vstr2|mirror|hot1|dom_last|perm3|set_chain3
Midday,Set1,Draw1,1,246,boxed,31.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,3,0,3,624,2,22.0,False,8,3,2,0.0,3,0,0,4,0,3.0,0,0.0,0,2,6,2,7,0,False,boxed|cov4|hp_repeat3|vstr2|hot2|dom_last|perm3|set_chain2|draw_chain7
Midday,Set1,Draw2,1,246,boxed,31.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,3,0,3,624,2,22.0,False,8,3,2,0.0,3,0,0,4,0,3.0,0,0.0,0,2,6,2,7,0,False,boxed|cov4|hp_repeat3|vstr2|hot2|dom_last|perm3|set_chain2|draw_chain7
Combined,Set2,Draw1,1,368,boxed,30.5,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,1,3,0,7,683,2,23.0,True,8,7,2,0.0,3,0,0,2,1,3.0,0,0.5,0,4,0,3,1,0,False,boxed|cov4|hp_repeat7|vstr2|mirror|hot1|dom_last|perm3|hidden3v|set_chain3
Midday,Set3,Draw1,1,266,boxed,30.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2,0,7,266,2,17.0,False,8,7,1,0.0,3,0,0,2,0,4.0,0,0.0,0,4,0,3,1,1,True,boxed|cov4|hp_repeat7|vstr2|hot1|dom_last|perm2|double_mirror|set_chain3
Evening,Set1,Draw4,2,599,straight,30.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1,0,3,599,3,15.0,False,6,3,0,0.0,9,0,0,2,0,0.0,0,0.0,2,4,3,3,4,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain4
Evening,Set1,Draw6,2,599,straight,30.0,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,599,3,15.0,False,6,1,0,0.0,9,4,0,0,0,0.0,0,0.0,2,4,3,3,4,1,True,straight|cov3|vstr2|vstr3|single_left|double_mirror|vtrac_straight|set_chain3|draw_chain4
Evening,Set1,Draw1,3,388,boxed,29.5,"R2,R4,R8",True,True,False,False,False,False,False,False,False,2,2,0,6,883,2,32.0,True,6,6,1,0.0,3,0,0,2,1,0.0,0,0.5,0,4,5,3,6,1,True,boxed|cov3|hp_repeat6|vstr2|mirror|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain6
Evening,Set1,Draw1,2,388,boxed,29.5,"R2,R4,R8",True,True,False,False,False,False,False,False,False,2,2,0,6,883,2,32.0,True,6,6,1,0.0,3,0,0,2,1,0.0,0,0.5,0,4,5,3,6,1,True,boxed|cov3|hp_repeat6|vstr2|mirror|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain6
Midday,Set1,Draw1,3,224,straight,29.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,1,0,5,224,3,28.0,False,6,5,0,0.0,9,0,0,2,0,0.0,0,0.0,2,0,4,1,5,1,True,straight|cov3|hp_repeat5|vstr2|vstr3|hot2|double_mirror|vtrac_straight|draw_chain5
Evening,Set1,Draw1,3,399,straight,29.0,"R2,R6",False,True,False,False,False,False,False,False,False,2,1,0,6,993,2,34.0,False,4,6,0,0.0,5,0,0,2,0,0.0,0,0.0,2,4,5,3,6,1,True,straight|cov2|hp_repeat6|vstr2|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain6
Evening,Set1,Draw1,3,3889,boxed,29.0,"R2,R4,R8",True,True,False,False,False,False,False,False,False,2,2,0,6,9883,2,33.0,False,6,6,1,0.0,3,0,0,2,1,0.0,1,0.0,0,4,5,3,6,0,False,boxed|cov3|hp_repeat6|vstr2|mirror|hot2|perm2|set_chain3|draw_chain6
Evening,Set1,Draw1,2,399,straight,29.0,"R2,R6",False,True,False,False,False,False,False,False,False,2,1,0,6,993,2,34.0,False,4,6,0,0.0,5,0,0,2,0,0.0,0,0.0,2,4,5,3,6,1,True,straight|cov2|hp_repeat6|vstr2|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain6
Evening,Set1,Draw1,2,3889,boxed,29.0,"R2,R4,R8",True,True,False,False,False,False,False,False,False,2,2,0,6,9883,2,33.0,False,6,6,1,0.0,3,0,0,2,1,0.0,1,0.0,0,4,5,3,6,0,False,boxed|cov3|hp_repeat6|vstr2|mirror|hot2|perm2|set_chain3|draw_chain6
Evening,Set1,Draw2,2,38899,boxed,29.0,"R4,R6,R8",True,True,False,False,False,False,False,False,False,2,2,0,5,99883,2,33.0,False,6,5,1,0.0,3,0,0,2,1,0.0,2,0.0,0,4,5,3,6,0,False,boxed|cov3|hp_repeat5|vstr2|mirror|hot2|perm2|set_chain3|draw_chain6
Evening,Set1,Draw2,2,3889,straight,29.0,"R4,R8",True,True,False,False,False,False,False,False,False,2,1,0,5,9883,2,33.0,False,4,5,0,0.0,5,0,0,2,1,0.0,1,0.0,2,4,5,3,6,0,False,straight|cov2|hp_repeat5|vstr2|mirror|hot2|vtrac_straight|set_chain3|draw_chain6
Evening,Set1,Draw3,3,599,straight,29.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,3,599,3,15.0,False,6,3,0,0.0,9,0,0,1,0,0.0,0,0.0,2,4,3,3,4,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|hot1|double_mirror|vtrac_straight|set_chain3|draw_chain4
Evening,Set1,Draw5,2,599,straight,29.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1,0,2,599,3,15.0,False,6,2,0,0.0,9,0,0,2,0,0.0,0,0.0,2,4,3,3,4,1,True,straight|cov3|hp_repeat2|vstr2|vstr3|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain4
Combined,Set1,Draw1,3,368,boxed,28.5,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,6,386,1,23.0,True,6,6,2,0.0,1,0,0,2,1,0.0,0,0.5,0,4,6,3,7,0,False,boxed|cov3|hp_repeat6|mirror|hot2|perm3|hidden3v|set_chain3|draw_chain7
Combined,Set1,Draw1,2,368,boxed,28.5,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,6,386,1,23.0,True,6,6,2,0.0,1,0,0,2,1,0.0,0,0.5,0,4,6,3,7,0,False,boxed|cov3|hp_repeat6|mirror|hot2|perm3|hidden3v|set_chain3|draw_chain7
