section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,788,29.0,86.0,35.0,1,7,0,False,6,9,7,0,0,13,22,22,straight|cov3|hp_repeat7|vstr2|vstr3|hot2|double_mirror|vtrac_straight|draw_chain7;straight|cov3|hp_repeat6|vstr2|vstr3|hot2|double_mirror|vtrac_straight|draw_chain7,draw_chain7|col1x7|hot1x6|hot2x9|vstrx13|dblmirrorx22
Combined,889,33.0,81.0,25.5,1,7,0,False,6,11,7,0,0,18,28,28,straight|cov1|hp_repeat7|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain7;straight|cov1|hp_repeat6|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain7,draw_chain7|col1x7|hot1x6|hot2x11|vstrx18|dblmirrorx28
Combined,088,13.0,68.0,26.5,1,4,0,False,5,8,4,0,0,10,19,19,straight|cov2|hp_repeat7|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain4;straight|cov2|hp_repeat6|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain4,draw_chain4|col1x4|hot1x5|hot2x8|vstrx10|dblmirrorx19
Combined,077,10.0,60.5,25.5,1,5,0,False,2,6,5,0,0,12,15,15,straight|cov2|hp_repeat5|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain5;straight|cov2|hp_repeat4|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain5,draw_chain5|col1x5|hot1x2|hot2x6|vstrx12|dblmirrorx15
Combined,079,12.0,59.0,24.0,1,4,0,False,5,9,4,0,0,12,0,21,straight|cov2|hp_repeat6|vstr2|hot2|vtrac_straight|draw_chain4;straight|cov2|hp_repeat6|vstr2|hot2|vtrac_straight|draw_chain4,draw_chain4|col1x4|hot1x5|hot2x9|vstrx12
Combined,778,27.0,56.5,31.0,1,5,0,False,2,4,5,0,0,7,9,9,straight|cov3|hp_repeat5|vstr2|vstr3|hot2|double_mirror|vtrac_straight|draw_chain5;straight|cov2|vstr2|hot2|double_mirror|vtrac_straight|draw_chain5,draw_chain5|col1x5|hot1x2|hot2x4|vstrx7|dblmirrorx9
Combined,0889,14.0,56.0,27.0,1,4,0,False,5,8,4,0,0,4,0,18,boxed|cov3|hp_repeat6|vstr2|hot2|dom_last|perm2|draw_chain4;boxed|cov3|hp_repeat6|vstr2|hot2|dom_last|perm2|draw_chain4,draw_chain4|col1x4|hot1x5|hot2x8|vstrx4
Combined,089,14.0,56.0,25.0,2,4,0,False,5,8,4,0,0,4,0,19,boxed|cov3|hp_repeat6|vstr2|hot2|perm2|set_chain2|draw_chain4;boxed|cov3|hp_repeat6|vstr2|hot2|perm2|set_chain2|draw_chain4,set_chain2|draw_chain4|col1x4|hot1x5|hot2x8|vstrx4
Combined,188,23.0,52.5,20.5,1,7,0,False,4,5,3,0,0,4,19,19,boxed|cov2|hp_repeat5|hot2|perm2|hidden3v|double_mirror|draw_chain7;straight|cov1|hp_repeat5|hot1|hidden3v|double_mirror|vtrac_straight|draw_chain7,draw_chain7|col1x3|hot1x4|hot2x5|vstrx4|dblmirrorx19
Combined,7788,27.0,52.0,31.0,1,5,0,False,2,4,5,0,0,7,0,9,straight|cov3|hp_repeat5|vstr2|vstr3|hot2|vtrac_straight|draw_chain5;straight|cov2|vstr2|hot2|vtrac_straight|draw_chain5,draw_chain5|col1x5|hot1x2|hot2x4|vstrx7
