section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v
Combined,Set1,Draw1,1,5,4,2,0.0,7,1.0,True,True,False,False,False,False,True,3,7,3,7,1,0,1,0,455:1,554:3,8,7,1,0.0,0,1,2,4,0,0,0.5,1,10,1,1,0.0,36.5,102.5,2,True,False
Combined,Set1,Draw1,1,15,4,2,0.0,7,1.0,True,True,False,True,False,False,True,2,7,2,7,2,0,2,0,4455:1;445:1,5544:3;544:3,8,7,1,0.0,0,1,2,4,0,0,0.5,1,8,0,1,0.0,33.5,93.5,1,True,False
Combined,Set1,Draw1,2,5,4,2,0.0,7,1.0,True,True,False,False,False,False,True,3,7,3,7,1,0,1,0,455:1,554:3,8,7,1,0.0,0,1,2,4,0,0,0.5,1,10,1,1,0.0,36.5,102.5,2,True,False
Combined,Set1,Draw1,2,15,4,2,0.0,7,1.0,True,True,False,False,False,False,True,2,7,2,7,2,0,2,0,4455:1;445:1,5544:3;544:3,8,7,1,0.0,0,1,2,4,0,0,0.5,1,8,0,1,0.0,33.5,93.5,1,True,False
Combined,Set1,Draw1,2,31,3,2,0.0,6,1.0,True,False,False,False,False,False,True,2,6,2,6,1,0,1,0,447:1,447:2,6,6,1,0.0,0,1,2,0,0,0,0.5,1,7,0,1,0.0,25.5,68.5,1,True,False
Combined,Set1,Draw1,2,12,4,3,0.0,1,1.0,True,False,False,False,False,True,True,3,1,3,1,3,0,3,0,44557:1;4457:1;4557:1,55447:2;5447:2;7554:1,8,1,2,0.0,0,1,2,0,0,1,0.5,0,4,1,1,0.0,21.5,63.5,2,True,False
Combined,Set1,Draw1,2,3,1,1,0.0,4,1.0,False,False,False,False,False,True,False,3,5,3,5,0,0,1,0,557:1,755:1,2,4,0,0.0,0,1,0,0,0,1,0.0,1,8,1,1,0.0,19.0,82.5,2,True,False
Combined,Set1,Draw1,3,34,4,2,0.0,5,1.0,True,True,False,False,False,False,False,1,7,1,7,0,0,1,0,344:1,344:3,8,5,1,0.0,0,1,2,4,0,0,0.0,1,6,0,0,0.0,28.0,81.0,1,False,False
Combined,Set1,Draw1,3,5,2,2,0.0,7,1.0,False,False,False,False,False,False,True,3,7,3,7,1,0,1,0,455:1,554:1,4,7,1,0.0,0,1,0,0,0,0,0.5,1,10,1,1,0.0,26.5,102.5,2,True,False
Combined,Set1,Draw1,3,15,2,2,0.0,7,1.0,False,False,False,False,False,False,True,2,7,2,7,2,0,2,0,4455:1;445:1,5544:1;544:1,4,7,1,0.0,0,1,0,0,0,0,0.5,1,8,0,1,0.0,23.5,93.5,1,True,False
Combined,Set1,Draw1,3,14,4,3,0.0,4,1.0,True,False,False,False,False,True,False,1,5,1,5,0,0,4,0,34455:1;3445:1;3455:1,55344:2;5344:2;5534:2,8,4,2,0.0,0,1,2,0,0,1,0.0,0,4,0,0,0.0,22.0,63.5,1,False,False
Combined,Set1,Draw1,3,31,1,1,0.0,6,1.0,False,False,False,False,False,True,True,2,6,2,6,1,0,1,0,447:1,447:1,2,6,0,0.0,0,1,0,0,0,1,0.5,1,7,0,1,0.0,19.5,68.5,1,True,False
Combined,Set1,Draw1,3,30,3,3,0.0,5,1.0,False,False,False,False,False,False,False,1,6,1,6,0,0,2,0,3447:1;347:1,4437:1;437:1,6,5,2,0.0,0,1,0,0,0,0,0.0,0,5,0,0,0.0,19.0,44.0,1,False,False
Combined,Set1,Draw1,3,3,1,1,0.0,4,1.0,False,False,False,False,False,True,False,3,5,3,5,0,0,1,0,557:1,755:1,2,4,0,0.0,0,1,0,0,0,1,0.0,1,8,1,1,0.0,19.0,82.5,2,True,False
Combined,Set1,Draw1,3,4,2,1,0.0,3,1.0,True,False,False,False,False,True,False,1,5,1,5,0,0,1,0,355:1,553:2,4,3,0,0.0,0,1,2,0,0,1,0.0,1,4,0,0,0.0,16.0,68.5,1,False,False
Combined,Set1,Draw1,3,11,1,1,0.0,3,1.0,False,False,False,False,False,True,False,1,5,1,5,0,0,1,0,3557:1,7553:1,2,3,0,0.0,0,1,0,0,0,1,0.0,0,4,0,0,0.0,11.0,39.0,1,False,False
Combined,Set1,Draw1,4,5,2,2,0.0,7,1.0,False,False,False,False,False,False,True,3,7,3,7,1,1,0,0,455:1,554:1,4,7,1,0.0,0,1,0,0,0,0,0.5,1,10,4,1,0.0,29.5,102.5,3,True,False
Combined,Set1,Draw1,4,34,4,2,0.0,5,1.0,True,True,False,False,False,False,False,1,7,1,7,0,1,0,0,344:1,344:3,8,5,1,0.0,0,1,2,4,0,0,0.0,1,6,0,0,0.0,28.0,81.0,1,False,False
Combined,Set1,Draw1,4,15,2,2,0.0,7,1.0,False,False,False,False,False,False,True,2,7,2,7,2,2,0,0,4455:1;445:1,5544:1;544:1,4,7,1,0.0,0,1,0,0,0,0,0.5,1,8,0,1,0.0,23.5,93.5,1,True,False
Combined,Set1,Draw1,4,14,4,3,0.0,4,1.0,True,False,False,False,False,False,False,1,5,1,5,0,4,0,0,34455:1;3445:1;3455:1,55344:2;5344:2;5534:2,8,4,2,0.0,0,1,2,0,0,0,0.0,0,4,0,0,0.0,21.0,63.5,1,False,False
Combined,Set1,Draw1,4,30,3,3,0.0,5,1.0,False,False,False,False,False,False,False,1,6,1,6,0,2,0,0,3447:1;347:1,4437:1;437:1,6,5,2,0.0,0,1,0,0,0,0,0.0,0,5,0,0,0.0,19.0,44.0,1,False,False
Combined,Set1,Draw1,4,31,1,1,0.0,6,1.0,False,False,False,False,False,False,True,2,6,2,6,1,1,0,0,447:1,447:1,2,6,0,0.0,0,1,0,0,0,0,0.5,1,7,0,1,0.0,18.5,68.5,1,True,False
Combined,Set1,Draw1,4,3,1,1,0.0,4,1.0,False,False,False,False,False,False,False,3,5,3,5,0,1,0,0,557:1,755:1,2,4,0,0.0,0,1,0,0,0,0,0.0,1,8,1,1,0.0,18.0,82.5,2,True,False
