section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,hidden3v,score_cov,score_hpr,score_perm,score_repeat,score_straight,score_single,score_cons,score_hot,score_mirror,score_dom,score_len,score_hidden,score_vtrac_straight,score_persistence_set,score_persistence_draw,persistence_set_count,persistence_draw_run,score_double_mirror,double_mirror,why,raw_canonical,family_canonical_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_exact_straight,is_vtrac_boxed
Combined,Set1,Draw2,1,33455,boxed,29.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,3,0,5,55334,2,14,False,8,5,2,0.0,3,0,0,4,0,3.0,2,0.0,0,0,2,1,3,0,False,boxed|cov4|hp_repeat5|vstr2|hot2|dom_last|perm3|draw_chain3,33455,034,697,403,False,False,True
Combined,Set1,Draw3,1,33455,boxed,29.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,3,0,5,55334,2,14,False,8,5,2,0.0,3,0,0,4,0,3.0,2,0.0,0,0,2,1,3,0,False,boxed|cov4|hp_repeat5|vstr2|hot2|dom_last|perm3|draw_chain3,33455,034,697,403,False,False,True
Midday,Set1,Draw5,1,334588,boxed,27.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,4,0,2,543388,1,14,False,8,2,3,0.0,1,0,0,4,1,3.0,3,0.0,0,0,2,1,3,0,False,boxed|cov4|hp_repeat2|mirror|hot2|dom_last|perm4|draw_chain3,334588,034,697,403,False,False,True
Combined,Set1,Draw2,1,3345,boxed,25.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,3,0,5,5334,2,14,False,8,5,2,0.0,3,0,0,4,0,0.0,1,0.0,0,0,2,1,3,0,False,boxed|cov4|hp_repeat5|vstr2|hot2|perm3|draw_chain3,3345,034,697,403,False,False,True
Combined,Set1,Draw3,1,3345,boxed,25.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,3,0,5,5334,2,14,False,8,5,2,0.0,3,0,0,4,0,0.0,1,0.0,0,0,2,1,3,0,False,boxed|cov4|hp_repeat5|vstr2|hot2|perm3|draw_chain3,3345,034,697,403,False,False,True
Evening,Set3,Draw1,3,05889,boxed,25.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,False,False,1,3,0,4,59088,2,14,False,8,4,2,0.0,3,0,0,1,1,0.0,2,0.0,0,4,0,3,1,0,False,boxed|cov4|hp_repeat4|vstr2|mirror|hot1|perm3|set_chain3,05889,034,697,403,False,False,True
Evening,Set3,Draw1,2,05889,boxed,25.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,False,False,1,3,0,4,59088,2,14,False,8,4,2,0.0,3,0,0,1,1,0.0,2,0.0,0,4,0,3,1,0,False,boxed|cov4|hp_repeat4|vstr2|mirror|hot1|perm3|set_chain3,05889,034,697,403,False,False,True
Evening,Set1,Draw1,4,058899,boxed,25.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,False,False,1,3,0,4,599088,2,14,False,8,4,2,0.0,3,0,0,1,1,0.0,3,0.0,0,2,1,2,2,0,False,boxed|cov4|hp_repeat4|vstr2|mirror|hot1|perm3|set_chain2|draw_chain2,058899,034,697,403,False,False,True
Midday,Set1,Draw6,1,33445588,boxed,25.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,1,4,0,1,55443388,1,14,False,8,1,3,0.0,1,0,0,2,1,3.0,5,0.0,0,0,1,1,2,0,False,boxed|cov4|mirror|hot1|dom_last|perm4|draw_chain2,33445588,034,697,403,False,False,True
Combined,Set1,Draw2,2,33455,boxed,24.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,3,0,5,55334,2,14,False,8,5,2,0.0,3,0,0,2,0,0.0,2,0.0,0,0,2,1,3,0,False,boxed|cov4|hp_repeat5|vstr2|hot2|perm3|draw_chain3,33455,034,697,403,False,False,True
