area,col,combined.core,combined.first3_step,draw,method,mode.agree_core,mode.len_delta_abs,mode.only_one,mode.time_to3_delta_abs,own.core,own.first3_step,section,set,state
LS1,7,00556,3,Draw1,A,1,0,0,0,00556,3,Midday,Set3,Virginia4
LS1,7,00556,2,Draw1,B,1,2,0,0,00556,2,Midday,Set3,Virginia4
LS1,7,00556,1,Draw1,C,1,0,0,0,00556,1,Midday,Set3,Virginia4
LS1,7,00556,2,Draw1,D,1,1,0,0,00556,2,Midday,Set3,Virginia4
LS1,7,00556,3,Draw1,E,1,3,0,1,00556,2,Midday,Set3,Virginia4
LS1,7,00556,1,Draw1,T,1,0,0,0,00556,1,Midday,Set3,Virginia4
LS1,6,00455,2,Draw1,A,0,0,0,0,00558,2,Midday,Set3,Virginia4
LS1,6,00558,1,Draw1,B,1,2,0,0,00558,1,Midday,Set3,Virginia4
LS1,6,0055,1,Draw1,C,1,0,0,0,0055,1,Midday,Set3,Virginia4
LS1,6,0055,1,Draw1,D,1,1,0,0,0055,1,Midday,Set3,Virginia4
LS1,6,00557,2,Draw1,E,0,3,0,0,0055,2,Midday,Set3,Virginia4
LS1,6,0055,1,Draw1,T,1,0,0,0,0055,1,Midday,Set3,Virginia4
LS1,5,0455,2,Draw1,A,0,0,0,0,0558,2,Midday,Set3,Virginia4
LS1,5,055,1,Draw1,B,1,2,0,0,055,1,Midday,Set3,Virginia4
LS1,5,055,1,Draw1,C,1,0,0,0,055,1,Midday,Set3,Virginia4
LS1,5,055,1,Draw1,D,1,1,0,0,055,1,Midday,Set3,Virginia4
LS1,5,0557,1,Draw1,E,1,2,0,0,0557,1,Midday,Set3,Virginia4
LS1,5,055,1,Draw1,T,1,0,0,0,055,1,Midday,Set3,Virginia4
LS1,7,00455,2,Draw1,A,0,0,0,0,005588,2,Midday,Set2,Virginia4
LS1,7,0055,2,Draw1,B,1,2,0,0,0055,2,Midday,Set2,Virginia4
LS1,7,0055,1,Draw1,C,1,0,0,0,0055,1,Midday,Set2,Virginia4
LS1,7,00558,1,Draw1,D,1,1,0,0,00558,1,Midday,Set2,Virginia4
LS1,7,00557,2,Draw1,E,0,3,0,0,00558,2,Midday,Set2,Virginia4
LS1,7,0055,1,Draw1,T,1,0,0,0,0055,1,Midday,Set2,Virginia4
LS1,6,0455,2,Draw1,A,0,0,0,0,05588,2,Midday,Set2,Virginia4
LS1,6,0455,1,Draw1,B,1,2,0,0,0455,1,Midday,Set2,Virginia4
LS1,6,055,1,Draw1,C,1,0,0,0,055,1,Midday,Set2,Virginia4
LS1,6,0558,1,Draw1,D,1,1,0,0,0558,1,Midday,Set2,Virginia4
LS1,6,0557,2,Draw1,E,0,2,0,0,055,2,Midday,Set2,Virginia4
LS1,6,055,1,Draw1,T,1,0,0,0,055,1,Midday,Set2,Virginia4
LS1,5,0455,2,Draw1,A,0,0,0,0,0558,2,Midday,Set2,Virginia4
LS1,5,0455,1,Draw1,B,1,2,0,0,0455,1,Midday,Set2,Virginia4
LS1,5,055,1,Draw1,C,1,0,0,0,055,1,Midday,Set2,Virginia4
LS1,5,055,1,Draw1,D,1,1,0,0,055,1,Midday,Set2,Virginia4
LS1,5,0557,2,Draw1,E,0,2,0,0,055,2,Midday,Set2,Virginia4
LS1,5,055,1,Draw1,T,1,0,0,0,055,1,Midday,Set2,Virginia4
LS1,7,02255,3,Draw1,A,1,0,0,0,02255,3,Midday,Set1,Virginia4
LS1,7,02255,2,Draw1,B,0,2,0,0,055,2,Midday,Set1,Virginia4
LS1,7,055,1,Draw1,C,1,0,0,0,055,1,Midday,Set1,Virginia4
LS1,7,0255,2,Draw1,D,0,1,0,0,055,2,Midday,Set1,Virginia4
LS1,7,02255,3,Draw1,E,1,2,0,1,02255,2,Midday,Set1,Virginia4
LS1,7,055,1,Draw1,T,1,0,0,0,055,1,Midday,Set1,Virginia4
LS1,6,0255,3,Draw1,A,1,0,0,0,0255,3,Midday,Set1,Virginia4
LS1,6,0255,2,Draw1,B,0,2,0,0,055,2,Midday,Set1,Virginia4
LS1,6,055,1,Draw1,C,1,0,0,0,055,1,Midday,Set1,Virginia4
LS1,6,055,1,Draw1,D,1,1,0,0,055,1,Midday,Set1,Virginia4
LS1,6,0255,3,Draw1,E,1,2,0,1,0255,2,Midday,Set1,Virginia4
LS1,6,055,1,Draw1,T,1,0,0,0,055,1,Midday,Set1,Virginia4
LS1,5,055,3,Draw1,A,1,0,0,0,055,3,Midday,Set1,Virginia4
LS1,5,055,2,Draw1,B,1,2,0,0,055,2,Midday,Set1,Virginia4
LS1,5,055,1,Draw1,C,1,0,0,0,055,1,Midday,Set1,Virginia4
LS1,5,055,1,Draw1,D,1,1,0,0,055,1,Midday,Set1,Virginia4
LS1,5,055,3,Draw1,E,1,2,0,1,055,2,Midday,Set1,Virginia4
LS1,5,055,1,Draw1,T,1,0,0,0,055,1,Midday,Set1,Virginia4
LS1,7,22455,3,Draw1,A,1,1,0,0,22455,3,Evening,Set3,Virginia4
LS1,7,22,3,Draw1,B,0,0,0,1,2247,2,Evening,Set3,Virginia4
LS1,7,1556,2,Draw1,C,0,0,0,0,227,2,Evening,Set3,Virginia4
LS1,7,25,3,Draw1,D,0,0,0,1,2257,2,Evening,Set3,Virginia4
LS1,7,2245,3,Draw1,E,0,0,0,1,49,4,Evening,Set3,Virginia4
LS1,7,1556,2,Draw1,T,0,2,0,0,227,2,Evening,Set3,Virginia4
LS1,6,1556,2,Draw1,A,0,0,0,0,557,2,Evening,Set3,Virginia4
LS1,6,1556,2,Draw1,B,0,0,0,0,7,2,Evening,Set3,Virginia4
LS1,6,1556,2,Draw1,C,0,0,0,0,7,2,Evening,Set3,Virginia4
LS1,6,1556,2,Draw1,D,0,0,0,0,57,2,Evening,Set3,Virginia4
LS1,6,1556,2,Draw1,E,0,0,0,0,579,2,Evening,Set3,Virginia4
