area,col,combined.core,combined.first3_step,draw,method,mode.agree_core,mode.len_delta_abs,mode.only_one,mode.time_to3_delta_abs,own.core,own.first3_step,section,set,state
LS1,7,3455,5,Draw1,A,1,0,0,1,3455,4,Midday,Set3,Ohio4
LS1,7,22355,3,Draw1,B,1,0,0,1,22355,2,Midday,Set3,Ohio4
LS1,7,0355,1,Draw1,C,1,0,0,0,0355,1,Midday,Set3,Ohio4
LS1,7,235,3,Draw1,D,1,0,0,1,235,2,Midday,Set3,Ohio4
LS1,7,22355,3,Draw1,E,1,0,0,1,22355,2,Midday,Set3,Ohio4
LS1,7,0355,1,Draw1,T,1,0,0,0,0355,1,Midday,Set3,Ohio4
LS1,6,22355,3,Draw1,A,0,0,0,0,11355,3,Midday,Set3,Ohio4
LS1,6,0355,1,Draw1,B,1,0,0,0,0355,1,Midday,Set3,Ohio4
LS1,6,0355,1,Draw1,C,1,0,0,0,0355,1,Midday,Set3,Ohio4
LS1,6,235,3,Draw1,D,1,0,0,1,235,2,Midday,Set3,Ohio4
LS1,6,2355,3,Draw1,E,1,0,0,1,2355,2,Midday,Set3,Ohio4
LS1,6,0355,1,Draw1,T,1,0,0,0,0355,1,Midday,Set3,Ohio4
LS1,5,0255,2,Draw1,A,0,0,0,0,11255,2,Midday,Set3,Ohio4
LS1,5,055,1,Draw1,B,1,0,0,0,055,1,Midday,Set3,Ohio4
LS1,5,055,1,Draw1,C,1,0,0,0,055,1,Midday,Set3,Ohio4
LS1,5,0155,1,Draw1,D,1,0,0,0,0155,1,Midday,Set3,Ohio4
LS1,5,0155,1,Draw1,E,1,0,0,0,0155,1,Midday,Set3,Ohio4
LS1,5,055,1,Draw1,T,1,0,0,0,055,1,Midday,Set3,Ohio4
LS1,7,223355,3,Draw1,A,0,0,0,0,113355,3,Midday,Set2,Ohio4
LS1,7,223355,3,Draw1,B,1,0,0,1,223355,2,Midday,Set2,Ohio4
LS1,7,003355,1,Draw1,C,1,0,0,0,003355,1,Midday,Set2,Ohio4
LS1,7,2335,3,Draw1,D,1,0,0,1,2335,2,Midday,Set2,Ohio4
LS1,7,02255,4,Draw1,E,0,0,0,1,3355,3,Midday,Set2,Ohio4
LS1,7,003355,1,Draw1,T,1,0,0,0,003355,1,Midday,Set2,Ohio4
LS1,6,2355,3,Draw1,A,0,0,0,0,11355,3,Midday,Set2,Ohio4
LS1,6,2355,3,Draw1,B,1,0,0,1,2355,2,Midday,Set2,Ohio4
LS1,6,00355,1,Draw1,C,1,0,0,0,00355,1,Midday,Set2,Ohio4
LS1,6,00355,2,Draw1,D,0,0,0,0,35,2,Midday,Set2,Ohio4
LS1,6,0255,4,Draw1,E,0,0,0,1,355,3,Midday,Set2,Ohio4
LS1,6,00355,1,Draw1,T,1,0,0,0,00355,1,Midday,Set2,Ohio4
LS1,5,00113,1,Draw1,A,1,0,0,0,00113,1,Midday,Set2,Ohio4
LS1,5,003,1,Draw1,B,1,0,0,0,003,1,Midday,Set2,Ohio4
LS1,5,003,1,Draw1,C,1,0,0,0,003,1,Midday,Set2,Ohio4
LS1,5,0013,1,Draw1,D,1,0,0,0,0013,1,Midday,Set2,Ohio4
LS1,5,0013,1,Draw1,E,1,0,0,0,0013,1,Midday,Set2,Ohio4
LS1,5,003,1,Draw1,T,1,0,0,0,003,1,Midday,Set2,Ohio4
LS1,7,2355,3,Draw1,A,0,0,0,0,11355,3,Midday,Set1,Ohio4
LS1,7,2355,3,Draw1,B,1,0,0,1,2355,2,Midday,Set1,Ohio4
LS1,7,00355,1,Draw1,C,1,0,0,0,00355,1,Midday,Set1,Ohio4
LS1,7,00355,2,Draw1,D,0,0,0,0,35,2,Midday,Set1,Ohio4
LS1,7,0255,4,Draw1,E,0,0,0,1,355,3,Midday,Set1,Ohio4
LS1,7,00355,1,Draw1,T,1,0,0,0,00355,1,Midday,Set1,Ohio4
LS1,6,00113,1,Draw1,A,1,0,0,0,00113,1,Midday,Set1,Ohio4
LS1,6,003,1,Draw1,B,1,0,0,0,003,1,Midday,Set1,Ohio4
LS1,6,003,1,Draw1,C,1,0,0,0,003,1,Midday,Set1,Ohio4
LS1,6,0013,1,Draw1,D,1,0,0,0,0013,1,Midday,Set1,Ohio4
LS1,6,003,2,Draw1,E,0,0,0,0,03,2,Midday,Set1,Ohio4
LS1,6,003,1,Draw1,T,1,0,0,0,003,1,Midday,Set1,Ohio4
LS1,5,003,2,Draw1,A,0,0,0,0,113,2,Midday,Set1,Ohio4
LS1,5,003,1,Draw1,B,1,0,0,0,003,1,Midday,Set1,Ohio4
LS1,5,003,1,Draw1,C,1,0,0,0,003,1,Midday,Set1,Ohio4
LS1,5,003,2,Draw1,D,0,0,0,0,3,2,Midday,Set1,Ohio4
LS1,5,003,2,Draw1,E,0,0,0,0,03,2,Midday,Set1,Ohio4
LS1,5,003,1,Draw1,T,1,0,0,0,003,1,Midday,Set1,Ohio4
LS1,7,004455,3,Draw1,A,0,0,0,1,005577,4,Evening,Set3,Ohio4
LS1,7,005588,2,Draw1,B,0,0,0,0,005577,2,Evening,Set3,Ohio4
LS1,7,005588,2,Draw1,C,0,0,0,0,005577,2,Evening,Set3,Ohio4
LS1,7,005588,2,Draw1,D,0,0,0,0,005577,2,Evening,Set3,Ohio4
LS1,7,00557,3,Draw1,E,0,0,0,0,005577,3,Evening,Set3,Ohio4
LS1,7,005588,2,Draw1,T,0,0,0,0,005577,2,Evening,Set3,Ohio4
LS1,6,004455,3,Draw1,A,0,0,0,1,00557,4,Evening,Set3,Ohio4
LS1,6,005588,2,Draw1,B,0,0,0,0,00557,2,Evening,Set3,Ohio4
LS1,6,005588,2,Draw1,C,0,0,0,0,00557,2,Evening,Set3,Ohio4
LS1,6,005588,2,Draw1,D,0,0,0,0,00557,2,Evening,Set3,Ohio4
LS1,6,005588,2,Draw1,E,0,0,0,1,00557,3,Evening,Set3,Ohio4
LS1,6,005588,2,Draw1,T,0,0,0,0,00557,2,Evening,Set3,Ohio4
LS1,5,04455,3,Draw1,A,0,0,0,1,0557,4,Evening,Set3,Ohio4
LS1,5,05588,2,Draw1,B,0,0,0,0,0557,2,Evening,Set3,Ohio4
LS1,5,05588,2,Draw1,C,0,0,0,0,0557,2,Evening,Set3,Ohio4
LS1,5,05588,2,Draw1,D,0,0,0,0,0557,2,Evening,Set3,Ohio4
LS1,5,05588,2,Draw1,E,0,0,0,1,0557,3,Evening,Set3,Ohio4
LS1,5,05588,2,Draw1,T,0,0,0,0,0557,2,Evening,Set3,Ohio4
LS1,7,004455,3,Draw1,A,0,0,0,1,00557,4,Evening,Set2,Ohio4
LS1,7,005588,2,Draw1,B,0,0,0,0,00557,2,Evening,Set2,Ohio4
