section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v
Combined,Set1,Draw1,1,5,4,3,0.0,7,1.0,True,False,False,True,False,False,True,3,7,3,7,3,0,3,0,0049:1;009:1;004:1,0094:2;009:2;400:1,8,7,2,0.0,0,1,2,0,0,0,0.5,1,10,0,1,0.0,32.5,106.5,1,True,False
Combined,Set1,Draw1,1,15,3,2,0.0,5,1.0,True,False,False,False,False,False,True,3,2,3,2,1,0,1,0,049:1,094:2,6,5,1,0.0,0,1,2,0,0,0,0.5,0,5,0,0,0.0,20.5,52.5,1,False,False
Combined,Set1,Draw1,2,5,4,3,0.0,7,1.0,True,False,False,False,False,False,True,3,7,3,7,3,0,3,0,0049:1;009:1;004:1,0094:2;009:2;400:1,8,7,2,0.0,0,1,2,0,0,0,0.5,1,10,0,1,0.0,32.5,106.5,1,True,False
Combined,Set1,Draw1,2,15,3,2,0.0,5,1.0,True,False,False,False,False,False,True,3,2,3,2,1,0,1,0,049:1,094:2,6,5,1,0.0,0,1,2,0,0,0,0.5,0,5,1,1,0.0,22.5,52.5,2,True,False
Combined,Set1,Draw1,3,5,4,2,0.0,7,1.0,True,False,False,False,False,False,True,3,7,3,7,4,0,4,0,009:1;004:1;0099:1,009:2;0099:2;400:1,8,7,1,0.0,0,1,2,0,0,0,0.5,1,10,0,1,0.0,31.5,106.5,1,True,False
Combined,Set1,Draw1,3,15,4,3,0.0,5,1.0,True,False,False,False,False,True,True,3,5,3,5,4,0,4,0,00499:1;099:1;0499:1,00994:2;099:2;0994:2,8,5,2,0.0,0,1,2,0,0,1,0.5,1,8,1,1,0.0,30.5,52.5,2,True,False
Combined,Set1,Draw1,3,35,3,1,0.0,5,1.0,True,True,False,False,False,True,False,2,2,2,2,0,0,1,0,499:1,994:3,6,5,0,0.0,0,1,2,4,0,1,0.0,1,3,0,0,0.0,23.0,45.0,1,False,False
Combined,Set1,Draw1,4,15,4,3,0.0,5,1.0,True,True,False,False,False,False,True,3,5,3,5,8,8,0,0,599:1;4599:1;00499:1,599:3;5994:2;99400:1,8,5,2,0.0,0,1,2,4,0,0,0.5,1,8,1,1,0.0,33.5,52.5,2,True,False
Combined,Set1,Draw1,4,5,4,4,0.0,7,1.0,False,False,False,False,False,False,True,3,7,3,7,9,9,0,0,004:1;009:1;004599:1,400:1;900:1;599400:1,8,7,3,0.0,0,1,0,0,0,0,0.5,1,10,0,1,0.0,31.5,106.5,1,True,False
Combined,Set1,Draw1,4,35,3,1,0.0,5,1.0,True,True,False,False,False,False,False,2,2,2,2,0,1,0,0,499:1,994:3,6,5,0,0.0,0,1,2,4,0,0,0.0,1,3,0,0,0.0,22.0,45.0,1,False,False
Combined,Set1,Draw1,4,1,1,1,0.0,4,1.0,False,False,False,False,False,False,False,3,7,3,7,0,1,0,0,005:1,005:1,2,4,0,0.0,0,1,0,0,0,0,0.0,1,10,0,1,0.0,19.0,96.5,1,True,False
Combined,Set1,Draw1,5,15,4,2,0.0,5,1.0,True,True,False,False,False,False,True,3,5,3,5,7,7,0,0,599:1;4599:1;099:1,599:3;5994:2;990:1,8,5,1,0.0,0,1,2,4,0,0,0.5,1,8,0,1,0.0,31.5,52.5,1,True,False
Combined,Set1,Draw1,5,5,4,2,0.0,7,1.0,False,False,False,False,False,False,True,3,7,3,7,9,9,0,0,009:1;004:1;0059:1,900:1;400:1;0059:1,8,7,1,0.0,0,1,0,0,0,0,0.5,1,10,0,1,0.0,29.5,106.5,1,True,False
Combined,Set1,Draw1,5,1,1,1,0.0,4,1.0,False,False,False,False,False,False,False,3,7,3,7,0,1,0,0,005:1,005:1,2,4,0,0.0,0,1,0,0,0,0,0.0,1,10,0,1,0.0,19.0,96.5,1,True,False
Combined,Set1,Draw1,5,9,2,1,0.0,3,1.0,False,False,False,False,False,False,False,3,6,3,6,0,4,0,0,005699:1;0069:1;00699:1,599006:1;9006:1;99006:1,4,3,0,0.0,0,1,0,0,0,0,0.0,0,9,1,1,0.0,19.0,67.5,2,True,False
Combined,Set1,Draw1,5,35,2,1,0.0,5,1.0,True,False,False,False,False,False,False,2,2,2,2,0,1,0,0,499:1,994:2,4,5,0,0.0,0,1,2,0,0,0,0.0,1,3,0,1,0.0,17.0,45.0,1,True,False
Combined,Set1,Draw1,5,2,1,1,0.0,3,1.0,False,False,False,False,False,False,False,3,6,3,6,0,1,0,0,006:1,006:1,2,3,0,0.0,0,1,0,0,0,0,0.0,1,9,0,1,0.0,17.0,48.0,1,True,False
Combined,Set1,Draw1,5,8,3,3,0.0,3,1.0,False,False,False,False,False,False,False,1,5,1,5,0,3,0,0,0068:1;068:1;00568:1,0086:1;086:1;68005:1,6,3,2,0.0,0,1,0,0,0,0,0.0,0,4,0,1,0.0,17.0,34.0,1,True,False
Combined,Set1,Draw1,5,14,3,2,0.0,2,1.0,False,False,False,False,False,False,True,1,4,1,4,8,8,0,0,0045899:1;005899:1;00589:1,5994008:1;800599:1;80059:1,6,2,1,0.0,0,1,0,0,0,0,0.5,0,3,1,1,0.0,15.5,46.5,2,True,False
Combined,Set1,Draw1,5,4,2,2,0.0,2,1.0,False,False,False,False,False,False,True,1,4,1,4,2,2,0,0,008:1;0058:1,008:1;8005:1,4,2,1,0.0,0,1,0,0,0,0,0.5,1,3,0,1,0.0,13.5,37.0,1,True,False
Combined,Set1,Draw1,5,34,1,1,0.0,3,1.0,False,False,False,False,False,False,False,1,5,1,5,0,1,0,0,899:1,998:1,2,3,0,0.0,0,1,0,0,0,0,0.0,1,4,0,1,0.0,12.0,43.5,1,True,False
Combined,Set1,Draw1,5,24,2,2,0.0,1,1.0,False,False,False,False,False,False,False,1,2,1,2,0,5,0,0,46899:1;468:1;6899:1,99864:1;684:1;9986:1,4,1,1,0.0,0,1,0,0,0,0,0.0,0,1,0,1,0.0,9.0,57.0,1,True,False
Combined,Set1,Draw1,6,15,4,2,0.0,5,0.0,True,True,False,False,False,False,True,2,5,2,5,12,0,0,0,599:1;099:1;4599:1,599:3;990:1;5994:1,8,5,1,0.0,0,0,2,4,0,0,0.5,1,6,1,1,0.0,29.5,52.5,2,True,False
Combined,Set1,Draw1,6,5,4,2,0.0,7,0.0,False,False,False,False,False,False,True,3,7,3,7,8,0,0,0,009:1;004:1;0059:1,900:1;400:1;0059:1,8,7,1,0.0,0,0,0,0,0,0,0.5,1,10,1,1,0.0,29.5,106.5,2,True,False
Combined,Set1,Draw1,6,34,3,1,0.0,3,0.0,True,False,False,False,False,False,False,3,5,3,5,0,0,0,0,344:1;349:1;899:1,344:2;934:1;998:1,6,3,0,0.0,0,0,2,0,0,0,0.0,1,8,0,1,0.0,21.0,43.5,1,True,False
Combined,Set1,Draw1,6,14,3,2,0.0,2,0.0,False,False,False,False,False,False,True,3,4,3,4,25,0,0,0,00344599:1;005899:1;0034599:1,59944003:1;800599:1;0059934:1,6,2,1,0.0,0,0,0,0,0,0,0.5,0,7,1,1,0.0,18.5,46.5,2,True,False
Combined,Set1,Draw1,6,1,1,1,0.0,4,0.0,False,False,False,False,False,False,False,3,7,3,7,0,0,0,0,005:1,005:1,2,4,0,0.0,0,0,0,0,0,0,0.0,1,10,0,1,0.0,18.0,96.5,1,True,False
Combined,Set1,Draw1,6,9,2,1,0.0,3,0.0,False,False,False,False,False,False,False,3,6,3,6,0,0,0,0,005699:1;0069:1;00699:1,599006:1;9006:1;99006:1,4,3,0,0.0,0,0,0,0,0,0,0.0,0,9,1,1,0.0,18.0,67.5,2,True,False
Combined,Set1,Draw1,6,2,1,1,0.0,3,0.0,False,False,False,False,False,False,False,3,6,3,6,0,0,0,0,006:1,006:1,2,3,0,0.0,0,0,0,0,0,0,0.0,1,9,0,1,0.0,16.0,48.0,1,True,False
Combined,Set1,Draw1,6,8,3,2,0.0,3,0.0,False,False,False,False,False,False,False,1,5,1,5,0,0,0,0,0068:1;068:1;00368:1,0068:1;068:1;00386:1,6,3,1,0.0,0,0,0,0,0,0,0.0,0,4,0,1,0.0,15.0,34.0,1,True,False
Combined,Set1,Draw1,6,4,2,1,0.0,2,0.0,False,False,False,False,False,False,True,3,4,3,4,4,0,0,0,003:1;0058:1;008:1,003:1;8005:1;800:1,4,2,0,0.0,0,0,0,0,0,0,0.5,1,7,0,0,0.0,14.5,37.0,1,False,False
Combined,Set1,Draw1,6,24,2,2,0.0,2,0.0,False,False,False,False,False,False,False,3,2,3,2,0,0,0,0,34468:1;3446899:1;346:1,68344:1;9983644:1;364:1,4,2,1,0.0,0,0,0,0,0,0,0.0,0,5,0,1,0.0,13.0,57.0,1,True,False
Combined,Set1,Draw1,6,35,1,1,0.0,5,0.0,False,False,False,False,False,False,False,2,2,2,2,0,0,0,0,499:1;4499:1;449:1,994:1;9944:1;944:1,2,5,0,0.0,0,0,0,0,0,0,0.0,1,3,0,1,0.0,12.0,45.0,1,True,False
Combined,Set1,Draw1,6,23,3,3,0.0,2,0.0,False,False,False,False,False,False,False,1,2,1,2,0,0,0,0,368:1,386:1,6,2,2,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0.0,11.0,57.5,1,False,False
Combined,Set1,Draw1,6,33,2,1,0.0,2,0.0,False,False,False,False,False,False,True,1,2,1,2,4,0,0,0,3448:1;348:1;3899:1,8344:1;834:1;9983:1,4,2,0,0.0,0,0,0,0,0,0,0.5,0,1,1,0,0.0,8.5,58.0,2,False,False
Combined,Set1,Draw1,6,25,1,1,0.0,2,0.0,False,False,False,False,False,False,False,1,2,1,2,0,0,0,0,446:1,644:1,2,2,0,0.0,0,0,0,0,0,0,0.0,1,1,1,1,0.0,8.0,30.5,2,True,False
Combined,Set1,Draw1,6,13,1,1,0.0,1,0.0,False,False,False,False,False,False,True,1,2,1,2,1,0,0,0,038:1,038:1,2,1,0,0.0,0,0,0,0,0,0,0.5,0,1,0,0,0.0,4.5,42.5,1,False,False
Combined,Set1,Draw1,7,15,4,1,0.0,5,0.0,True,True,False,False,False,False,True,2,5,2,5,12,0,0,0,599:1;099:1;4599:1,599:3;990:1;5994:1,8,5,0,0.0,0,0,2,4,0,0,0.5,1,6,4,1,0.0,31.5,52.5,3,True,False
Combined,Set1,Draw1,7,5,3,2,0.0,7,0.0,False,False,False,False,False,False,True,3,7,3,7,8,0,0,0,004:1;009:1;0059:1,400:1;900:1;0059:1,6,7,1,0.0,0,0,0,0,0,0,0.5,1,10,4,1,0.0,30.5,106.5,3,True,False
