section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,499,35.0,124.5,44.0,3,7,0,False,14,11,9,9,0,22,32,32,straight|cov4|hp_repeat5|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|set_chain3|draw_chain7;straight|cov4|hp_repeat5|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|set_chain3|draw_chain7,set_chain3|draw_chain7|col1x9|hot1x14|hot2x11|consensusx9|vstrx22|dblmirrorx32
Combined,449,35.0,112.0,42.0,2,7,0,False,10,11,8,7,0,19,28,28,straight|cov4|hp_repeat5|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|set_chain2|draw_chain7;straight|cov4|hp_repeat5|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|set_chain2|draw_chain7,set_chain2|draw_chain7|col1x8|hot1x10|hot2x11|consensusx7|vstrx19|dblmirrorx28
Combined,4499,35.0,93.0,38.0,2,7,0,False,10,11,8,2,0,19,0,28,straight|cov4|hp_repeat5|vstr2|vstr3|mirror|hot2|vtrac_straight|set_chain2|draw_chain7;straight|cov4|hp_repeat5|vstr2|vstr3|mirror|hot2|vtrac_straight|set_chain2|draw_chain7,set_chain2|draw_chain7|col1x8|hot1x10|hot2x11|consensusx2|vstrx19
Combined,144,25.0,85.0,29.5,1,7,0,False,6,11,7,0,0,18,26,26,straight|cov2|hp_repeat7|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain7;straight|cov2|hp_repeat7|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain7,draw_chain7|col1x7|hot1x6|hot2x11|vstrx18|dblmirrorx26
Combined,199,25.0,85.0,29.5,1,7,0,False,6,11,7,0,0,18,28,28,straight|cov2|hp_repeat7|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain7;straight|cov2|hp_repeat6|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain7,draw_chain7|col1x7|hot1x6|hot2x11|vstrx18|dblmirrorx28
Combined,14499,25.0,74.5,33.5,1,7,0,False,6,11,7,0,0,9,0,22,boxed|cov4|hp_repeat5|vstr2|mirror|hot2|dom_last|perm2|hidden3v|draw_chain7;boxed|cov4|hp_repeat5|vstr2|mirror|hot2|dom_last|perm2|hidden3v|draw_chain7,draw_chain7|col1x7|hot1x6|hot2x11|vstrx9
Combined,1449,25.0,73.0,28.5,1,7,0,False,6,11,7,0,0,16,0,22,straight|cov2|hp_repeat5|vstr2|mirror|hot2|hidden3v|vtrac_straight|draw_chain7;straight|cov2|hp_repeat5|vstr2|mirror|hot2|hidden3v|vtrac_straight|draw_chain7,draw_chain7|col1x7|hot1x6|hot2x11|vstrx16
Combined,447,31.0,67.5,25.0,2,7,0,False,4,6,5,0,0,12,24,24,straight|cov1|hp_repeat5|hot2|double_mirror|vtrac_straight|set_chain2|draw_chain7;straight|cov1|hp_repeat4|hot2|double_mirror|vtrac_straight|set_chain2|draw_chain7,set_chain2|draw_chain7|col1x5|hot1x4|hot2x6|vstrx12|dblmirrorx24
Combined,799,31.0,66.5,25.0,3,5,0,False,5,6,3,0,0,10,20,20,straight|cov1|hp_repeat5|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain5;straight|cov1|hp_repeat5|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain5,set_chain3|draw_chain5|col1x3|hot1x5|hot2x6|vstrx10|dblmirrorx20
Combined,446,25.0,63.0,25.5,1,6,0,False,4,6,4,0,0,12,17,17,straight|cov2|hp_repeat4|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6;straight|cov2|hp_repeat4|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6,draw_chain6|col1x4|hot1x4|hot2x6|vstrx12|dblmirrorx17
Combined,699,25.0,62.5,24.5,1,6,0,False,4,6,4,0,0,13,17,17,straight|cov2|hp_repeat3|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6;straight|cov2|hp_repeat3|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6,draw_chain6|col1x4|hot1x4|hot2x6|vstrx13|dblmirrorx17
Combined,399,34.0,54.5,28.5,3,5,0,False,7,0,1,0,0,3,21,21,straight|cov3|hp_repeat5|vstr2|vstr3|hot1|hidden3v|double_mirror|vtrac_straight|set_chain3;straight|cov3|hp_repeat5|vstr2|vstr3|hot1|hidden3v|double_mirror|vtrac_straight|set_chain3,set_chain3|draw_chain5|col1x1|hot1x7|vstrx3|dblmirrorx21
