Section,Set,Draw,Column,Pattern,Score,dbg_vertical_coverage,dbg_permutation_strength,dbg_vtrac_strength,dbg_mirror_bonus,dbg_straight_bonus,dbg_box_bonus,dbg_length_bonus,dbg_hot_zone_points,dbg_nested_cluster_bonus,dbg_consensus_digit_bonus,dbg_hot_zone_consensus_synergy,dbg_horizontal_persistence,dbg_lingering_bonus,dbg_remaining_3value_bonus,dbg_order_persistence
Evening,Set1,Draw4,5,2348,15,1,1,1,2,0,1,0,0,3,0,0,2.0,3.0,,
Evening,Set1,Draw4,5,11238,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw1,4,1448,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw1,4,0448,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw1,4,044,15,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Combined,Set1,Draw2,4,238,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Midday,Set1,Draw5,5,223,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Combined,Set1,Draw3,4,3478,15,1,1,1,2,0,1,0,0,3,0,0,2.0,3.0,,
Evening,Set2,Draw1,1,22348,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,1,3448,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set2,Draw1,1,12238,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set2,Draw1,1,11238,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw6,6,3447,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw4,6,348,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Evening,Set1,Draw1,3,2448,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Combined,Set1,Draw6,6,03489,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw4,6,378,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Midday,Set1,Draw1,2,1667,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw4,6,4477,15,1,1,2,0,0,1,0,0,3,0,0,2.0,4.0,,
Evening,Set2,Draw1,1,03448,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set2,Draw1,1,00348,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set2,Draw1,1,00235,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set2,Draw1,1,00135,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set2,Draw1,1,0015,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set2,Draw1,1,1168,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set2,Draw1,1,1668,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set2,Draw1,2,0228,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Combined,Set2,Draw1,2,13788,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set2,Draw1,2,138,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Evening,Set2,Draw1,1,144,15,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Combined,Set1,Draw3,4,0037,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set2,Draw1,1,0025,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set1,Draw4,4,223,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Midday,Set1,Draw4,4,00235,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw4,4,00135,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw3,5,11236,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw2,4,11568,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw6,6,22349,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw6,6,03559,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw6,6,05579,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw6,6,05578,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set2,Draw1,1,0225,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set2,Draw1,1,1178,15,2,2,1,0,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set2,Draw1,1,011,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Evening,Set2,Draw1,1,13448,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw5,6,00122,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw4,6,077,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Evening,Set1,Draw4,6,1778,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw4,7,3447,15,2,2,1,0,0,1,0,0,3,0,0,,4.0,,
Evening,Set1,Draw4,7,3778,15,1,1,2,2,0,1,0,0,3,0,0,,4.0,,
Combined,Set1,Draw2,4,0224,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Combined,Set1,Draw2,3,238,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Combined,Set1,Draw2,2,0113,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set2,Draw1,1,0058,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw3,4,0223,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Combined,Set1,Draw3,4,0023,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw7,7,23348,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw2,2,255,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Midday,Set2,Draw1,1,2377,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set2,Draw1,2,11344,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw1,2,00125,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw2,4,114,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Midday,Set1,Draw2,4,11224,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw1,3,1448,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw1,3,0448,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw1,3,04458,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set2,Draw1,1,1388,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw7,7,23349,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw3,4,12368,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw3,3,2246,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set1,Draw5,5,13378,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,2,11477,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set2,Draw1,2,14477,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set2,Draw1,2,34477,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw3,3,23668,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw1,2,00458,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw1,2,00258,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw1,3,044,15,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Evening,Set1,Draw1,2,2448,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Combined,Set1,Draw4,6,223,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw4,6,0237,15,2,1,1,2,3,1,0,0,3,0,0,,,,
Evening,Set1,Draw5,5,0144,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw1,2,00245,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,2,66778,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw3,3,02357,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw1,2,22446,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw7,7,077,15,2,1,2,0,3,1,0,0,1,0,0,,,,3.0
Midday,Set1,Draw2,2,114,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Combined,Set2,Draw1,1,02335,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set2,Draw1,1,03357,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,2,11377,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Combined,Set1,Draw1,2,118,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Combined,Set1,Draw1,2,117,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Combined,Set1,Draw1,2,038,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Midday,Set1,Draw1,2,266,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Evening,Set1,Draw5,5,0388,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw5,5,0244,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Combined,Set1,Draw6,6,22389,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw6,6,223,15,2,1,2,0,3,1,0,0,1,0,0,,,,3.0
Evening,Set1,Draw1,2,1448,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw1,2,0448,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw5,5,011,15,2,1,2,0,3,1,0,0,1,0,0,,,,3.0
Midday,Set1,Draw5,5,0068,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set1,Draw5,5,0026,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set1,Draw5,5,11678,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,3,1667,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw3,5,223,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw3,5,00223,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Combined,Set1,Draw3,5,007,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Evening,Set1,Draw1,2,00144,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw1,2,044,15,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Evening,Set1,Draw1,2,00244,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw1,2,245,15,2,1,1,0,3,1,0,0,1,0,0,2.0,2.0,,
Combined,Set2,Draw1,1,017,15,2,2,1,0,0,1,0,0,1,0,0,2.0,4.0,,
Combined,Set2,Draw1,1,01157,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw7,7,01338,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,3,14467,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw3,3,01157,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw3,3,11678,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw3,3,1168,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set2,Draw1,1,0388,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set2,Draw1,1,02588,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set2,Draw1,1,33478,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw1,1,0015,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw5,5,344,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Combined,Set1,Draw2,2,02249,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set3,Draw1,2,118,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Midday,Set1,Draw4,5,0113,15,2,1,1,0,3,1,0,0,3,0,0,,2.0,,
Evening,Set1,Draw6,7,23488,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set2,Draw1,1,02258,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,3,1266,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set2,Draw1,3,12447,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,3,1127,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set2,Draw1,4,2466,15,2,2,1,0,0,1,0,0,3,0,0,,4.0,,
Evening,Set1,Draw6,7,17788,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw1,2,1127,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw4,4,0024,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw6,7,14477,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw6,7,34477,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw2,3,1224,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw1,1,1448,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Combined,Set1,Draw6,7,24459,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw1,1,0058,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw1,1,188,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Evening,Set1,Draw5,5,778,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Combined,Set1,Draw6,7,24559,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw6,7,03889,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw4,4,001,15,2,1,2,0,3,1,0,0,1,0,0,,,,3.0
Midday,Set1,Draw1,2,1266,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set1,Draw1,2,2247,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set1,Draw1,2,1227,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw6,7,23449,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw1,1,34478,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw2,2,6678,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set2,Draw1,4,11467,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,4,14667,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,4,24667,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set2,Draw1,1,3788,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set1,Draw1,1,177,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Combined,Set1,Draw1,2,1238,15,1,1,1,2,0,1,0,0,3,0,0,2.0,3.0,,
Evening,Set1,Draw5,5,188,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Evening,Set1,Draw5,5,1177,15,2,2,2,0,0,1,0,0,3,0,0,,,,3.0
Evening,Set1,Draw5,5,477,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Evening,Set1,Draw5,5,447,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Evening,Set1,Draw1,1,044,15,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Evening,Set1,Draw1,1,225,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Midday,Set1,Draw2,3,1124,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Combined,Set3,Draw1,1,23368,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set3,Draw1,1,0117,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw6,7,02449,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw4,4,022,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Combined,Set1,Draw4,4,668,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Combined,Set1,Draw4,4,36678,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,4,1127,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw5,5,0377,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw5,6,02244,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw2,5,122,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Midday,Set1,Draw2,4,226,15,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Midday,Set1,Draw2,4,12268,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw2,4,11268,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw6,7,34589,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw6,7,35589,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,6,112,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Combined,Set2,Draw1,1,02245,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw6,6,3889,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw4,4,3348,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw4,4,33468,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw4,4,03668,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw3,3,02566,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw6,7,24455,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set3,Draw1,4,1667,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw1,1,255,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Evening,Set1,Draw5,5,2238,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw4,5,02338,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw6,7,23789,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,5,266,15,2,2,2,0,0,1,0,0,1,0,0,,5.0,,
Midday,Set3,Draw1,4,12466,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,4,1266,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set3,Draw1,4,11247,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw6,6,223,15,2,1,2,0,3,1,0,0,1,0,0,,,,3.0
Evening,Set1,Draw6,6,22349,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw3,3,34668,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw3,3,03668,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw3,3,05668,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw6,6,1778,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw5,6,1778,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw5,6,188,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Evening,Set1,Draw5,6,177,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Combined,Set1,Draw4,5,02233,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw5,6,02288,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set3,Draw1,4,11467,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,4,14667,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,4,24667,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,4,2466,15,2,2,1,0,0,1,0,0,3,0,0,,4.0,,
Combined,Set1,Draw6,7,23489,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw1,1,11678,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw6,6,1788,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw6,6,1477,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Combined,Set1,Draw7,7,23448,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,1,336,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Midday,Set3,Draw1,1,177,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Evening,Set1,Draw6,6,3447,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Combined,Set1,Draw1,3,011,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw7,7,12449,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw2,6,122,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Midday,Set1,Draw5,5,0012,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Combined,Set1,Draw7,7,23899,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw7,7,13899,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw4,4,16678,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw4,4,347,15,1,1,1,0,0,1,0,0,1,0,0,2.0,4.0,,3.0
Combined,Set1,Draw4,4,00138,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw4,4,223,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Midday,Set1,Draw2,2,1147,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Combined,Set1,Draw4,4,0037,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Combined,Set1,Draw7,7,23449,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw7,7,23499,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw7,7,177,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Midday,Set3,Draw1,1,13369,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw1,2,14467,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw4,6,00122,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw4,5,0223,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set1,Draw4,6,00223,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw4,6,00226,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set3,Draw1,4,11246,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw7,7,24599,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw7,7,13778,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw7,7,13448,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw6,6,0244,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw6,6,1388,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw6,6,00138,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,1,23349,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw1,3,038,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Combined,Set1,Draw2,4,348,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Combined,Set1,Draw2,4,038,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Midday,Set1,Draw2,2,226,15,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Combined,Set1,Draw4,5,00233,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Combined,Set1,Draw4,5,00337,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set3,Draw1,3,113,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw1,4,038,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Combined,Set3,Draw1,2,01133,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Combined,Set3,Draw1,2,0113,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Midday,Set1,Draw1,1,668,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Midday,Set1,Draw1,1,36678,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw5,7,23447,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw5,7,23477,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw5,7,12377,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw2,2,12557,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw4,5,00224,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set3,Draw1,2,2377,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw4,5,03348,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw5,7,13448,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw5,6,2234,15,2,1,1,0,3,1,0,0,3,0,0,,2.0,,
Midday,Set1,Draw3,3,2245,15,2,2,1,0,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw5,7,13778,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw3,3,0225,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set1,Draw3,3,668,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Midday,Set1,Draw3,3,36678,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw1,1,368,15,3,3,2,2,0,1,0,0,1,0,0,,,,
Combined,Set1,Draw2,4,138,15,2,2,2,2,0,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw1,3,1238,15,1,1,1,2,0,1,0,0,3,0,0,2.0,3.0,,
