section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,hidden3v,score_cov,score_hpr,score_perm,score_repeat,score_straight,score_single,score_cons,score_hot,score_mirror,score_dom,score_len,score_hidden,score_vtrac_straight,score_persistence_set,score_persistence_draw,persistence_set_count,persistence_draw_run,score_double_mirror,double_mirror,why
Midday,Set1,Draw1,1,057,boxed,33.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,2,0,4,057,2,3,False,8,4,1,0.0,3,0,0,4,1,3.0,0,0.0,0,4,5,3,6,0,False,boxed|cov4|hp_repeat4|vstr2|mirror|hot2|dom_last|perm2|set_chain3|draw_chain6
Combined,Set1,Draw1,1,4488,boxed,32.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,True,False,2,2,0,3,8844,3,34,False,8,3,1,0.0,7,0,0,4,0,3.0,1,0.0,0,0,5,1,6,0,False,boxed|cov4|hp_repeat3|vstr2|vstr3|hot2|dom_last|perm2|draw_chain6
Combined,Set1,Draw2,1,4488,boxed,32.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,True,False,2,2,0,3,8844,3,34,False,8,3,1,0.0,7,0,0,4,0,3.0,1,0.0,0,0,5,1,6,0,False,boxed|cov4|hp_repeat3|vstr2|vstr3|hot2|dom_last|perm2|draw_chain6
Combined,Set1,Draw3,1,4488,boxed,32.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,True,False,2,2,0,3,8844,3,34,False,8,3,1,0.0,7,0,0,4,0,3.0,1,0.0,0,0,5,1,6,0,False,boxed|cov4|hp_repeat3|vstr2|vstr3|hot2|dom_last|perm2|draw_chain6
Evening,Set1,Draw4,1,244,straight,31.5,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,1,0,4,244,3,31,True,6,4,0,0.0,9,0,0,4,0,0.0,0,0.5,2,2,3,2,4,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4
Midday,Set1,Draw1,3,559,boxed,31.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2,0,5,559,3,5,False,8,5,1,0.0,7,0,0,2,0,0.0,0,0.0,0,2,5,2,6,1,True,boxed|cov4|hp_repeat5|vstr2|vstr3|hot2|perm2|double_mirror|set_chain2|draw_chain6
Evening,Set1,Draw1,1,344,boxed,30.5,"R2,R4,R6",False,True,False,False,False,False,False,False,False,2,2,0,7,344,2,34,True,6,7,1,0.0,3,0,0,4,0,0.0,0,0.5,0,2,6,2,7,1,True,boxed|cov3|hp_repeat7|vstr2|hot2|perm2|hidden3v|double_mirror|set_chain2|draw_chain7
Evening,Set1,Draw5,1,244,straight,30.5,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,1,0,3,244,3,31,True,6,3,0,0.0,9,0,0,4,0,0.0,0,0.5,2,2,3,2,4,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4
Midday,Set1,Draw1,4,559,boxed,30.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,1,2,0,5,559,3,5,False,8,5,1,0.0,7,0,0,1,0,0.0,0,0.0,0,2,5,2,6,1,True,boxed|cov4|hp_repeat5|vstr2|vstr3|hot1|perm2|double_mirror|set_chain2|draw_chain6
Midday,Set1,Draw5,3,559,straight,30.0,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,559,3,5,False,6,1,0,0.0,9,4,0,0,0,0.0,0,0.0,2,2,5,2,6,1,True,straight|cov3|vstr2|vstr3|single_left|double_mirror|vtrac_straight|set_chain2|draw_chain6
