section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,0114,9.0,13.5,11.0,1,3,1,0,0,0,0,0,0,5,straight|cov1|hp_repeat2|hot1|draw_chain3;straight|cov1|hp_repeat2|draw_chain3,draw_chain3|hot1x1
Combined,114,19.0,13.5,10.5,1,1,1,0,0,0,0,0,3,3,straight|cov1|hp_repeat3|hot1|hidden3v|double_mirror;straight|cov1|hp_repeat3|hidden3v|double_mirror,draw_chain1|hot1x1|dblmirrorx3
Combined,2466,22.0,13.5,10.5,1,3,0,0,1,0,0,1,0,4,straight|cov1|hidden3v|vtrac_straight|draw_chain2;straight|cov1|hp_repeat2|hidden3v|draw_chain2,draw_chain3|col1x1|vstrx1
Combined,019,9.0,13.5,10.0,2,2,0,0,0,0,0,1,0,5,straight|cov1|vtrac_straight|set_chain2;straight|cov1|hp_repeat2|set_chain2,set_chain2|draw_chain2|vstrx1
Combined,11367788,21.0,13.0,12.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,024559,12.0,13.0,12.0,1,2,0,0,0,0,0,0,0,2,boxed|cov2|mirror|perm2|draw_chain2;straight|cov1|mirror|draw_chain2,draw_chain2
Combined,024477,12.0,13.0,12.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,022449,12.0,13.0,12.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,013688,8.0,13.0,12.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,223449,30.0,13.0,12.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,136889,24.0,13.0,12.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,0099,5.0,13.0,12.0,1,2,0,0,0,0,0,0,0,2,boxed|cov3|vstr2|perm2;straight|cov1,draw_chain2
Combined,223499,30.0,13.0,12.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,1678,21.0,13.0,11.5,1,1,1,0,0,0,0,0,0,2,boxed|cov2|hp_repeat2|mirror|hot1|perm2|hidden3v;straight|cov1|hp_repeat2|mirror|hidden3v,draw_chain1|hot1x1
Combined,1388,23.0,13.0,11.5,1,2,0,0,0,0,0,1,0,2,straight|cov1|mirror|hidden3v|vtrac_straight|draw_chain2;boxed|cov2|mirror|perm2|hidden3v|draw_chain2,draw_chain2|vstrx1
Combined,3448,33.0,13.0,11.5,1,2,0,0,0,0,0,1,0,2,straight|cov1|mirror|hidden3v|vtrac_straight|draw_chain2;straight|cov1|mirror|hidden3v|draw_chain2,draw_chain2|vstrx1
Combined,00459,5.0,13.0,11.0,2,0,0,0,0,0,0,0,0,2,straight|cov1|mirror|set_chain2;straight|cov1|mirror|set_chain2,set_chain2
Combined,2599,12.0,13.0,11.0,1,2,0,0,1,0,0,0,0,2,straight|cov2|vstr2;boxed|cov2|perm2,draw_chain2|col1x1
Combined,4477,31.0,13.0,11.0,1,2,0,0,0,0,0,2,0,3,straight|cov1|hp_repeat2|vtrac_straight|draw_chain2;straight|cov1|vtrac_straight|draw_chain2,draw_chain2|vstrx2
Combined,24599,12.0,13.0,11.0,1,1,0,0,1,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|col1x1|vstrx1
Combined,02599,12.0,13.0,11.0,1,1,0,0,1,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|col1x1|vstrx1
Combined,05699,9.0,13.0,11.0,1,1,0,0,1,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|col1x1|vstrx1
Combined,05688,8.0,13.0,11.0,1,1,0,0,1,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|col1x1|vstrx1
Combined,117,17.0,13.0,10.5,1,2,0,0,0,0,0,0,3,3,boxed|cov2|hp_repeat2|perm2|hidden3v|double_mirror|draw_chain2;boxed|cov2|hp_repeat2|perm2|hidden3v|double_mirror|draw_chain2,draw_chain2|dblmirrorx3
Combined,344,34.0,13.0,10.5,1,2,0,0,0,0,0,1,2,2,straight|cov1|hidden3v|double_mirror|vtrac_straight|draw_chain2;straight|cov1|hidden3v|double_mirror|draw_chain2,draw_chain2|vstrx1|dblmirrorx2
Combined,478,30.0,13.0,10.0,1,1,0,1,0,0,0,1,0,1,straight|cov1|hot2|vtrac_straight,draw_chain1|hot2x1|vstrx1
Combined,013,8.0,13.0,10.0,2,1,0,0,0,0,0,1,0,2,straight|cov1|vtrac_straight|set_chain2;straight|cov1|set_chain2,set_chain2|draw_chain1|vstrx1
Combined,0668,8.0,13.0,10.0,1,3,0,0,1,0,0,1,0,4,straight|cov1|vtrac_straight|draw_chain2;straight|cov1|hp_repeat2|draw_chain2,draw_chain3|col1x1|vstrx1
Combined,0033559,14.0,12.5,12.5,1,0,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2|hidden3v,
Combined,00334559,14.0,12.5,12.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,00345589,14.0,12.5,12.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,22599,12.0,12.5,12.0,1,1,0,0,0,0,0,0,0,1,straight|cov2|vstr2,draw_chain1
Combined,00224599,12.0,12.5,12.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,0225599,12.0,12.5,12.0,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,0025599,12.0,12.5,12.0,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,0015568,8.0,12.5,12.0,1,1,0,0,0,0,0,0,0,2,straight|cov1|hp_repeat2|mirror;straight|cov1|hp_repeat2|mirror,draw_chain1
Combined,0244559,12.0,12.5,12.0,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,2449,31.0,12.5,12.0,1,1,0,0,0,0,0,0,0,1,straight|cov2|vstr2|mirror,draw_chain1
Combined,0011,2.0,12.5,12.0,1,1,0,0,0,0,0,0,0,1,boxed|cov3|vstr2|perm2,draw_chain1
Combined,0011668,8.0,12.5,12.0,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,1144668,24.0,12.5,12.0,1,1,0,0,0,0,0,0,0,2,straight|cov1|hp_repeat2|mirror;straight|cov1|hp_repeat2|mirror,draw_chain1
Combined,00115668,8.0,12.5,12.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,00115568,8.0,12.5,12.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,0113688,8.0,12.5,12.0,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,112668,21.0,12.5,11.5,1,2,0,0,0,0,0,0,0,2,straight|cov1|mirror|hidden3v|draw_chain2;straight|cov1|mirror|hidden3v|draw_chain2,draw_chain2
Combined,12688,21.0,12.5,11.5,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|hidden3v|vtrac_straight,draw_chain1|vstrx1
Combined,008899,14.0,12.5,11.5,1,1,0,0,0,0,0,1,0,1,straight|cov1|hidden3v|vtrac_straight,draw_chain1|vstrx1
Combined,1468,24.0,12.5,11.0,1,1,1,0,0,0,0,0,0,3,straight|cov1|hp_repeat3|mirror|hot1;straight|cov1|hp_repeat3|mirror,draw_chain1|hot1x1
Combined,11448,24.0,12.5,11.0,1,1,1,0,0,0,0,0,0,3,straight|cov1|hp_repeat3|hot1;straight|cov1|hp_repeat3,draw_chain1|hot1x1
Combined,34477,30.0,12.5,11.0,1,2,0,0,0,0,0,1,0,2,straight|cov1|vtrac_straight|draw_chain2;straight|cov1|draw_chain2,draw_chain2|vstrx1
Combined,036688,8.0,12.5,11.0,1,1,0,0,1,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1|col1x1
Combined,3559,14.0,12.5,10.5,2,0,0,0,0,0,0,0,0,3,straight|cov1|hp_repeat2|hidden3v|set_chain2;straight|cov1|hp_repeat2|hidden3v|set_chain2,set_chain2
Combined,1788,21.0,12.5,10.5,1,2,0,0,0,0,0,2,0,2,straight|cov1|hidden3v|vtrac_straight|draw_chain2;straight|cov1|hidden3v|vtrac_straight|draw_chain2,draw_chain2|vstrx2
Combined,1778,21.0,12.5,10.5,1,2,0,0,0,0,0,2,0,2,straight|cov1|hidden3v|vtrac_straight|draw_chain2;straight|cov1|hidden3v|vtrac_straight|draw_chain2,draw_chain2|vstrx2
Combined,0589,14.0,12.5,10.5,1,1,0,0,1,0,0,1,0,1,straight|cov1|mirror|hidden3v|vtrac_straight,draw_chain1|col1x1|vstrx1
Combined,3668,23.0,12.5,10.5,1,1,0,0,1,0,0,1,0,1,straight|cov1|mirror|hidden3v|vtrac_straight,draw_chain1|col1x1|vstrx1
Combined,0019,9.0,12.5,10.0,2,1,0,0,0,0,0,0,0,4,straight|cov1|hp_repeat2|set_chain2;straight|cov1|hp_repeat2|set_chain2,set_chain2|draw_chain1
Combined,056,2.0,12.5,10.0,1,3,1,0,0,0,0,0,0,3,straight|cov1|mirror|hot1|draw_chain3;straight|cov1|mirror|draw_chain3,draw_chain3|hot1x1
Combined,148,24.0,12.5,10.0,1,1,2,0,0,0,0,0,0,4,straight|cov1|hp_repeat4|hot1;straight|cov1|hp_repeat4|hot1,draw_chain1|hot1x2
Combined,177,20.0,12.5,10.0,1,2,0,0,0,0,0,0,3,3,boxed|cov2|hp_repeat2|perm2|double_mirror|draw_chain2;boxed|cov2|hp_repeat2|perm2|double_mirror|draw_chain2,draw_chain2|dblmirrorx3
Combined,22339,30.0,12.0,12.0,1,0,0,0,0,0,0,0,0,1,straight|cov2|vstr2,
Combined,22334,30.0,12.0,12.0,1,0,0,0,0,0,0,0,0,1,straight|cov2|vstr2,
Combined,339,33.0,12.0,11.5,1,0,0,0,0,0,0,0,1,1,straight|cov2|vstr2|hidden3v|double_mirror,dblmirrorx1
Combined,116678,21.0,12.0,11.5,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2|hidden3v,draw_chain1
Combined,11678,21.0,12.0,11.5,1,1,0,0,0,0,0,0,0,2,boxed|cov2|hp_repeat2|mirror|perm2|hidden3v;straight|cov1|hp_repeat2|mirror|hidden3v,draw_chain1
Combined,113688,18.0,12.0,11.5,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2|hidden3v,draw_chain1
Combined,1136788,21.0,12.0,11.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,1167788,21.0,12.0,11.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,1123688,21.0,12.0,11.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,2299,28.0,12.0,11.0,1,2,0,0,0,0,0,0,0,2,straight|cov2|vstr2;boxed|cov2|perm2,draw_chain2
Combined,005569,9.0,12.0,11.0,1,2,0,0,0,0,0,0,0,2,straight|cov1|mirror|draw_chain2;straight|cov1|mirror|draw_chain2,draw_chain2
Combined,02445,12.0,12.0,11.0,1,2,0,0,0,0,0,0,0,2,boxed|cov2|mirror|perm2|draw_chain2;boxed|cov2|mirror|perm2|draw_chain2,draw_chain2
Combined,447788,30.0,12.0,11.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,01277,7.0,12.0,11.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,02477,12.0,12.0,11.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,22449,31.0,12.0,11.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,01388,8.0,12.0,11.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,13889,24.0,12.0,11.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,00388,13.0,12.0,11.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,002299,12.0,12.0,11.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,1144,19.0,12.0,10.5,1,1,1,0,0,0,0,0,0,3,straight|cov1|hp_repeat3|hot1|hidden3v;straight|cov1|hp_repeat3|hidden3v,draw_chain1|hot1x1
Combined,0049,5.0,12.0,10.0,2,0,0,0,0,0,0,0,0,2,straight|cov1|mirror|set_chain2;straight|cov1|mirror|set_chain2,set_chain2
Combined,0069,9.0,12.0,10.0,1,3,0,0,0,0,0,1,0,4,straight|cov1|vtrac_straight|draw_chain2;straight|cov1|hp_repeat2|draw_chain2,draw_chain3|vstrx1
Combined,06699,9.0,12.0,10.0,1,1,0,0,1,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|col1x1|vstrx1
Combined,0588,4.0,12.0,10.0,1,1,0,0,1,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|col1x1|vstrx1
Combined,445,15.0,12.0,9.5,1,2,0,0,0,0,0,0,3,3,straight|cov1|hp_repeat2|hidden3v|double_mirror|draw_chain2;straight|cov1|hp_repeat2|hidden3v|double_mirror|draw_chain2,draw_chain2|dblmirrorx3
Combined,366,18.0,12.0,9.5,1,1,0,0,1,0,0,1,1,1,straight|cov1|hidden3v|double_mirror|vtrac_straight,draw_chain1|col1x1|vstrx1|dblmirrorx1
Combined,0033459,14.0,11.5,11.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,0034559,14.0,11.5,11.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,0035589,14.0,11.5,11.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,0034589,14.0,11.5,11.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,033,13.0,11.5,11.0,1,0,0,0,0,0,0,0,1,1,straight|cov2|vstr2|double_mirror,dblmirrorx1
Combined,233,29.0,11.5,11.0,1,0,0,0,0,0,0,0,1,1,straight|cov2|vstr2|double_mirror,dblmirrorx1
Combined,0224599,12.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,00168,8.0,11.5,11.0,1,1,0,0,0,0,0,0,0,2,boxed|cov2|hp_repeat2|mirror|perm2;boxed|cov2|hp_repeat2|mirror|perm2,draw_chain1
Combined,025599,12.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,005599,5.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,0055699,9.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,001568,8.0,11.5,11.0,1,1,0,0,0,0,0,0,0,2,straight|cov1|hp_repeat2|mirror;straight|cov1|hp_repeat2|mirror,draw_chain1
Combined,0015599,9.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,0024459,12.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,001168,8.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,0055669,9.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,144668,24.0,11.5,11.0,1,1,0,0,0,0,0,0,0,2,straight|cov1|hp_repeat2|mirror;straight|cov1|hp_repeat2|mirror,draw_chain1
Combined,0011568,8.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,0011558,8.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,0011559,9.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,0115668,8.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,011388,8.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,003688,8.0,11.5,11.0,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,24466,22.0,11.5,10.5,1,2,0,0,0,0,0,0,0,3,straight|cov1|hp_repeat2|hidden3v|draw_chain2;straight|cov1|hp_repeat2|hidden3v|draw_chain2,draw_chain2
Combined,12668,21.0,11.5,10.5,1,2,0,0,0,0,0,0,0,2,straight|cov1|mirror|hidden3v|draw_chain2;straight|cov1|mirror|hidden3v|draw_chain2,draw_chain2
Combined,22446,22.0,11.5,10.5,1,1,0,0,0,0,0,1,0,1,straight|cov1|hidden3v|vtrac_straight,draw_chain1|vstrx1
Combined,00399,14.0,11.5,10.5,1,1,0,0,0,0,0,1,0,1,straight|cov1|hidden3v|vtrac_straight,draw_chain1|vstrx1
Combined,00899,14.0,11.5,10.5,1,1,0,0,0,0,0,1,0,1,straight|cov1|hidden3v|vtrac_straight,draw_chain1|vstrx1
Combined,01568,8.0,11.5,10.0,1,1,1,0,0,0,0,0,0,1,straight|cov1|mirror|hot1,draw_chain1|hot1x1
Combined,3447,30.0,11.5,10.0,1,2,0,0,0,0,0,1,0,2,straight|cov1|vtrac_straight|draw_chain2;straight|cov1|draw_chain2,draw_chain2|vstrx1
Combined,00699,9.0,11.5,10.0,1,2,0,0,0,0,0,1,0,2,straight|cov1|vtrac_straight;straight|cov1,draw_chain2|vstrx1
Combined,359,14.0,11.5,9.5,2,0,0,0,0,0,0,0,0,3,straight|cov1|hp_repeat2|hidden3v|set_chain2;straight|cov1|hp_repeat2|hidden3v|set_chain2,set_chain2
Combined,3599,14.0,11.5,9.5,1,1,0,0,1,0,0,1,0,1,straight|cov1|hidden3v|vtrac_straight,draw_chain1|col1x1|vstrx1
Combined,2366,21.0,11.5,9.5,1,1,0,0,1,0,0,1,0,1,straight|cov1|hidden3v|vtrac_straight,draw_chain1|col1x1|vstrx1
Combined,0033,4.0,11.0,11.0,1,0,0,0,0,0,0,0,0,1,straight|cov2|vstr2,
Combined,0077,3.0,11.0,11.0,1,0,0,0,0,0,0,0,0,1,straight|cov2|vstr2,
Combined,0055779,12.0,11.0,11.0,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,2339,30.0,11.0,11.0,1,0,0,0,0,0,0,0,0,1,straight|cov2|vstr2,
Combined,2233,27.0,11.0,11.0,1,0,0,0,0,0,0,0,0,1,straight|cov2|vstr2,
Combined,0014559,9.0,11.0,11.0,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,11388,23.0,11.0,10.5,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2|hidden3v,draw_chain1
Combined,116788,21.0,11.0,10.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,123688,21.0,11.0,10.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,00569,9.0,11.0,10.0,1,2,0,0,0,0,0,0,0,2,straight|cov1|mirror|draw_chain2;straight|cov1|mirror|draw_chain2,draw_chain2
Combined,44668,24.0,11.0,10.0,1,2,0,0,0,0,0,0,0,3,straight|cov1|hp_repeat2|draw_chain2;straight|cov1|hp_repeat2|draw_chain2,draw_chain2
Combined,02566,7.0,11.0,10.0,1,2,0,0,0,0,0,0,0,2,straight|cov1|mirror|draw_chain2;straight|cov1|mirror|draw_chain2,draw_chain2
Combined,05668,8.0,11.0,10.0,1,2,0,0,0,0,0,0,0,2,straight|cov1|mirror|draw_chain2;straight|cov1|mirror|draw_chain2,draw_chain2
Combined,0117,7.0,11.0,10.0,1,2,0,0,0,0,0,0,0,3,boxed|cov2|hp_repeat2|perm2|draw_chain2;boxed|cov2|hp_repeat2|perm2|draw_chain2,draw_chain2
Combined,44688,24.0,11.0,10.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,44788,30.0,11.0,10.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,44778,30.0,11.0,10.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,0177,7.0,11.0,10.0,1,2,0,0,0,0,0,0,0,3,boxed|cov2|hp_repeat2|perm2|draw_chain2;boxed|cov2|hp_repeat2|perm2|draw_chain2,draw_chain2
Combined,0277,10.0,11.0,10.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|vstrx1
Combined,02244,12.0,11.0,10.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,22344,30.0,11.0,10.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,02299,12.0,11.0,10.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,00299,12.0,11.0,10.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,00688,8.0,11.0,10.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,00788,11.0,11.0,10.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,22399,30.0,11.0,10.0,1,1,0,0,0,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|vstrx1
Combined,0599,5.0,11.0,9.0,1,2,0,0,1,0,0,0,0,2,boxed|cov2|mirror|perm2;straight|cov1|mirror,draw_chain2|col1x1
Combined,0669,9.0,11.0,9.0,1,1,0,0,1,0,0,1,0,1,straight|cov1|vtrac_straight,draw_chain1|col1x1|vstrx1
Combined,058,4.0,11.0,9.0,1,1,0,0,1,0,0,1,0,1,straight|cov1|mirror|vtrac_straight,draw_chain1|col1x1|vstrx1
Combined,00359,14.0,10.5,10.5,1,0,0,0,0,0,0,0,0,2,straight|cov1|hp_repeat2|mirror|hidden3v;straight|cov1|hp_repeat2|mirror|hidden3v,
Combined,003359,14.0,10.5,10.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,003349,14.0,10.5,10.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,003459,14.0,10.5,10.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,033559,14.0,10.5,10.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,005589,14.0,10.5,10.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,003589,14.0,10.5,10.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,003489,14.0,10.5,10.5,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,
Combined,002459,12.0,10.5,10.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,05599,5.0,10.5,10.0,1,1,0,0,0,0,0,0,0,1,boxed|cov2|mirror|perm2,draw_chain1
Combined,005699,9.0,10.5,10.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,024459,12.0,10.5,10.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,002449,12.0,10.5,10.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,005669,9.0,10.5,10.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,001158,8.0,10.5,10.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,001155,2.0,10.5,10.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,011568,8.0,10.5,10.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,116689,24.0,10.5,10.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,011257,7.0,10.5,10.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,024457,12.0,10.5,10.0,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror,draw_chain1
Combined,2668,21.0,10.5,9.5,1,2,0,0,0,0,0,0,0,3,straight|cov1|hp_repeat2|hidden3v|draw_chain2;straight|cov1|hp_repeat2|hidden3v|draw_chain2,draw_chain2
Combined,1178,21.0,10.5,9.5,1,2,0,0,0,0,0,0,0,3,straight|cov1|hp_repeat2|hidden3v|draw_chain2;straight|cov1|hp_repeat2|hidden3v|draw_chain2,draw_chain2
Combined,4488,34.0,10.5,9.5,1,1,0,0,0,0,0,1,0,1,straight|cov1|hidden3v|vtrac_straight,draw_chain1|vstrx1
Combined,0568,8.0,10.5,9.0,1,1,1,0,0,0,0,0,0,1,straight|cov1|mirror|hot1,draw_chain1|hot1x1
Combined,0158,8.0,10.5,9.0,1,1,1,0,0,0,0,0,0,1,straight|cov1|mirror|hot1,draw_chain1|hot1x1
Combined,0068,8.0,10.5,9.0,1,2,0,0,0,0,0,1,0,3,straight|cov1|vtrac_straight;straight|cov1|hp_repeat2,draw_chain2|vstrx1
Combined,06688,8.0,10.5,9.0,1,1,0,0,1,0,0,0,0,1,boxed|cov2|perm2,draw_chain1|col1x1
Combined,005577,3.0,10.0,10.0,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,005579,12.0,10.0,10.0,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,001459,9.0,10.0,10.0,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,001455,9.0,10.0,10.0,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,001255,7.0,10.0,10.0,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,223489,30.0,10.0,10.0,1,0,0,0,0,0,0,0,0,1,straight|cov1|mirror,
Combined,16678,21.0,10.0,9.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,11447,22.0,10.0,9.5,1,1,0,0,0,0,0,0,0,2,straight|cov1|hp_repeat2|hidden3v;straight|cov1|hp_repeat2|hidden3v,draw_chain1
Combined,114477,22.0,10.0,9.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,draw_chain1
Combined,11688,18.0,10.0,9.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|mirror|hidden3v,draw_chain1
Combined,117788,21.0,10.0,9.5,1,1,0,0,0,0,0,0,0,1,straight|cov1|hidden3v,draw_chain1
Combined,0145,9.0,10.0,9.0,1,0,1,0,0,0,0,0,0,1,straight|cov1|mirror|hot1,hot1x1
Combined,1689,24.0,10.0,9.0,1,2,0,0,0,0,0,0,0,2,straight|cov1|mirror|draw_chain2;straight|cov1|mirror|draw_chain2,draw_chain2
