section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v
Evening,Set1,Draw1,3,27,3,2,0.0,5,1.0,True,False,False,False,False,True,False,3,5,3,5,0,0,3,0,223:1;237:1;2237:1,322:2;732:2;7322:2,6,5,1,0.0,0,1,2,0,0,1,0.0,1,8,0,1,0.0,26.0,51.5,1,True,False
Evening,Set1,Draw1,5,27,3,1,0.0,5,1.0,True,False,False,False,False,False,False,3,5,3,5,0,3,0,0,223:1;2233:1;377:1,322:2;3322:2;377:1,6,5,0,0.0,0,1,2,0,0,0,0.0,1,8,0,1,0.0,24.0,51.5,1,True,False
Evening,Set2,Draw1,2,27,3,2,0.0,6,1.0,True,False,False,False,False,True,False,3,1,3,1,0,3,0,0,223:1;237:1;2237:1,322:2;732:2;7322:2,6,6,1,0.0,0,1,2,0,0,1,0.0,1,4,0,1,0.0,23.0,51.5,1,True,False
Evening,Set2,Draw1,4,27,3,1,0.0,6,1.0,True,False,False,False,False,False,False,3,1,3,1,0,3,0,0,223:1;2233:1;377:1,322:2;3322:2;377:1,6,6,0,0.0,0,1,2,0,0,0,0.0,1,4,0,1,0.0,21.0,51.5,1,True,False
Evening,Set2,Draw1,7,27,3,1,0.0,6,0.0,True,False,False,False,False,False,False,3,1,3,1,0,0,0,0,223:1;778:1;2233:1,322:2;877:2;3322:2,6,6,0,0.0,0,0,2,0,0,0,0.0,1,4,1,1,0.0,21.0,51.5,2,True,False
Evening,Set3,Draw1,3,27,4,2,0.0,3,1.0,True,False,False,False,False,False,False,3,1,3,1,0,3,0,0,377:1;23377:1;2337:1,377:2;23377:2;2337:2,8,3,1,0.0,0,1,2,0,0,0,0.0,1,4,0,1,0.0,21.0,51.5,1,True,False
Evening,Set2,Draw1,6,27,3,1,0.0,6,0.0,True,False,False,False,False,False,False,3,1,3,1,0,0,0,0,223:1;778:1;2233:1,322:2;877:2;3322:2,6,6,0,0.0,0,0,2,0,0,0,0.0,1,4,0,1,0.0,20.0,51.5,1,True,False
Evening,Set2,Draw1,5,27,3,1,0.0,6,0.0,True,False,False,False,False,False,False,3,1,3,1,0,0,0,0,223:1;2233:1;377:1,322:2;3322:2;377:1,6,6,0,0.0,0,0,2,0,0,0,0.0,1,4,0,1,0.0,20.0,51.5,1,True,False
Evening,Set1,Draw1,4,27,2,1,0.0,5,1.0,True,False,False,False,False,False,False,2,5,2,5,0,1,0,0,223:1,322:2,4,5,0,0.0,0,1,2,0,0,0,0.0,1,6,0,1,0.0,20.0,51.5,1,True,False
Evening,Set3,Draw1,2,27,4,2,0.0,2,1.0,True,False,False,False,False,False,False,3,1,3,1,0,1,0,0,237:1,237:2,8,2,1,0.0,0,1,2,0,0,0,0.0,0,4,0,1,0.0,19.0,51.5,1,True,False
