area,col,degenerate.empty,draw,final.canon3,final.len_is1,final.len_is2,final.len_is3,final.value,final_3canon,method,method.agree_count,methods.core_agreement,methods.early_fraction,mode,mode.agree_core,mode.len_delta_abs,mode.only_one,mode.time_to3_delta_abs,perm.count,perm.density,post3_span,pre.core3_hint,pre.mirror_pair,pre.orig_unique,score,sec.consensus_any,sec.consensus_strong,sec.pairwise_jaccard,sec.time_to3_max,sec.time_to3_min,section,sequence.steps_kept,sequence.steps_total,set,set.linger,set.memory_strength,set.repeat_new_box,stability.order_cue,stability.survival_frac3,state,tail.exact_len3,tail.final_len,tail.final_unique,tail.unique2,tail.wobble,terminal.is_3value,terminal.len,terminal.len_is1,terminal.len_is2,terminal.len_is3,terminal.unique,terminal.unique_1,terminal.unique_2,time_to_3,time_to_3_fast,traj.early_terminal,traj.first3,traj.reduction_slope,traj.time_to_3,vtrac.hot_source,vtrac.set,vtrac.v_hot,xcol.agree_count
LS1,7,1,Draw1,,0,0,0,,,T,3,3,0.8333333333333334,combined,1,2,0,0,0.0,0.0,12.0,0,1,7,100.0,0,0,0.611111111111111,2,1,Midday,7,14,Set3,0,0,0,0.25,0.42857142857142855,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.8333333333333333,1,derived_from_DR,,0.0,0
LS1,6,0,Draw1,337,0,0,1,337,337,A,2,2,1.0,own,0,3,0,0,3.0,0.5,0.0,0,1,6,100.0,0,0,0.15,4,1,Midday,3,29,Set3,0,0,0,1.0,0.3333333333333333,Connecticut4,1,3,2,1,0,1,3,0,0,1,2,0,1,2,1,1,2,3.0,2,derived_from_DR,34,0.24819494584837545,0
LS1,6,1,Draw1,,0,0,0,,,A,3,3,1.0,combined,0,3,0,0,0.0,0.0,4.0,0,1,6,89.23333333333332,0,0,0.3333333333333333,2,1,Midday,6,7,Set3,0,0,0,0.3333333333333333,0.3333333333333333,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1.8,2,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,B,2,2,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,6,94.31666666666665,0,0,0.13333333333333333,3,1,Midday,6,8,Set3,0,0,0,0.25,0.5,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.8,1,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,B,3,3,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,6,94.08333333333331,0,0,0.3,2,1,Midday,5,7,Set3,0,0,0,0.3333333333333333,0.5,Connecticut4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.25,1,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,C,2,2,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,6,100.0,0,0,0.1111111111111111,3,1,Midday,5,8,Set3,1,1,1,0.3333333333333333,0.3333333333333333,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2.25,1,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,C,3,3,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,6,100.0,0,0,0.5555555555555555,2,1,Midday,5,7,Set3,1,1,1,0.3333333333333333,0.3333333333333333,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2.25,1,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,D,2,2,1.0,own,0,0,0,0,0.0,0.0,5.0,0,1,6,76.53888888888886,0,0,0.19444444444444442,3,1,Midday,6,8,Set3,0,0,0,0.3333333333333333,0.3333333333333333,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1.8,2,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,D,3,3,1.0,combined,0,0,0,0,0.0,0.0,4.0,0,1,6,82.91666666666666,0,0,0.5,2,1,Midday,5,7,Set3,0,0,0,0.5,0.16666666666666666,Connecticut4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,2,2.25,2,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,E,2,2,1.0,own,0,0,0,0,0.0,0.0,5.0,0,1,6,75.91666666666666,0,0,0.2333333333333333,3,2,Midday,7,8,Set3,0,0,0,0.25,0.5,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1.5,2,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,E,3,3,1.0,combined,0,0,0,0,0.0,0.0,5.0,0,1,6,96.60714285714286,0,0,0.3,2,2,Midday,8,8,Set3,0,0,0,0.25,0.5,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1.2857142857142858,2,derived_from_DR,,0.0,0
LS1,6,0,Draw1,7,1,0,0,7,7,T,2,2,1.0,own,1,1,0,0,1.0,0.5,1.0,0,1,6,100.0,0,0,0.1111111111111111,3,1,Midday,3,29,Set3,0,0,0,0.5,0.3333333333333333,Connecticut4,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,4.0,1,derived_from_DR,3,1.0,0
LS1,6,1,Draw1,,0,0,0,,,T,3,3,1.0,combined,1,1,0,0,0.0,0.0,5.0,0,1,6,96.34444444444442,0,0,0.5555555555555555,2,1,Midday,6,7,Set3,0,0,0,0.3333333333333333,0.3333333333333333,Connecticut4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1.8,1,derived_from_DR,,0.0,0
LS1,5,0,Draw1,337,0,0,1,337,337,A,1,1,1.0,own,0,3,0,0,3.0,0.5,0.0,0,1,6,100.0,0,0,0.08333333333333333,4,1,Midday,3,29,Set3,0,0,0,1.0,0.3333333333333333,Connecticut4,1,3,2,1,0,1,3,0,0,1,2,0,1,2,1,1,2,2.5,2,derived_from_DR,34,0.24819494584837545,0
LS1,5,1,Draw1,,0,0,0,,,A,2,2,1.0,combined,0,3,0,0,0.0,0.0,4.0,0,1,6,72.79999999999998,0,0,0.16666666666666666,2,1,Midday,6,7,Set3,0,0,0,0.3333333333333333,0.3333333333333333,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1.6,2,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,B,1,1,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,6,78.46666666666667,0,0,0.08333333333333333,3,1,Midday,6,8,Set3,0,0,0,0.25,0.5,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.6,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,B,2,2,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,6,77.58333333333331,0,0,0.15,2,1,Midday,5,7,Set3,0,0,0,0.3333333333333333,0.5,Connecticut4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.0,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,C,1,1,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,6,69.16666666666667,0,0,0.0,3,1,Midday,5,8,Set3,0,0,0,0.3333333333333333,0.3333333333333333,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2.0,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,C,2,2,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,6,85.55555555555554,0,0,0.27777777777777773,2,1,Midday,5,7,Set3,0,0,0,0.3333333333333333,0.3333333333333333,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2.0,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,D,1,1,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,6,78.05000000000001,0,0,0.0,3,1,Midday,6,8,Set3,0,0,0,0.25,0.5,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.6,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,D,2,2,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,6,88.08333333333331,0,0,0.25,2,1,Midday,5,7,Set3,0,0,0,0.3333333333333333,0.5,Connecticut4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.0,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,E,1,1,1.0,own,0,0,0,0,0.0,0.0,5.0,0,1,6,60.24999999999999,0,0,0.20000000000000004,3,1,Midday,7,8,Set3,0,0,0,0.25,0.5,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1.3333333333333333,2,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,E,2,2,1.0,combined,0,0,0,0,0.0,0.0,5.0,0,1,6,80.67857142857142,0,0,0.20000000000000004,2,1,Midday,8,8,Set3,0,0,0,0.25,0.5,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1.1428571428571428,2,derived_from_DR,,0.0,0
LS1,5,0,Draw1,7,1,0,0,7,7,T,1,1,1.0,own,1,1,0,0,1.0,0.5,1.0,0,1,6,100.0,0,0,0.08333333333333333,3,1,Midday,3,29,Set3,0,0,0,0.5,0.5,Connecticut4,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,3.5,1,derived_from_DR,3,1.0,0
LS1,5,1,Draw1,,0,0,0,,,T,2,2,1.0,combined,1,1,0,0,0.0,0.0,5.0,0,1,6,92.8,0,0,0.15,2,1,Midday,6,7,Set3,0,0,0,0.25,0.5,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.6,1,derived_from_DR,,0.0,0
LS1,7,0,Draw1,337,0,0,1,337,337,A,2,2,0.6666666666666666,own,0,3,0,1,3.0,0.5,3.0,0,1,8,87.6695461578133,0,0,0.39999999999999997,4,2,Midday,8,29,Set2,0,0,0,0.5,0.375,Connecticut4,1,3,2,1,2,1,3,0,0,1,2,0,1,4,0,0,4,1.1428571428571428,4,derived_from_DR,34,0.24819494584837545,0
LS1,7,1,Draw1,,0,0,0,,,A,2,2,0.8333333333333334,combined,0,3,0,1,0.0,0.0,10.0,0,1,8,100.0,1,1,1.0,3,2,Midday,9,14,Set2,0,0,0,0.25,0.375,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,3,1.375,3,derived_from_DR,,0.0,0
LS1,7,0,Draw1,7,1,0,0,7,7,B,2,2,0.6666666666666666,own,1,1,0,1,1.0,0.5,4.0,0,1,8,100.0,0,0,0.47222222222222215,3,2,Midday,7,29,Set2,0,0,0,0.3333333333333333,0.375,Connecticut4,1,1,1,1,0,1,1,1,0,0,1,1,0,3,1,1,3,1.6666666666666667,3,derived_from_DR,3,1.0,0
LS1,7,1,Draw1,,0,0,0,,,B,2,2,0.8333333333333334,combined,1,1,0,1,0.0,0.0,6.0,0,1,8,100.0,1,1,1.0,2,2,Midday,7,9,Set2,0,0,0,0.25,0.375,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1.8333333333333333,2,derived_from_DR,,0.0,0
LS1,7,1,Draw1,,0,0,0,,,C,2,2,0.6666666666666666,own,1,0,0,0,0.0,0.0,6.0,0,1,8,99.83333333333333,0,0,0.25,3,1,Midday,5,8,Set2,0,0,0,0.3333333333333333,0.375,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2.75,1,derived_from_DR,,0.0,0
