area,col,degenerate.empty,draw,final.canon3,final.len_is1,final.len_is2,final.len_is3,final.value,final_3canon,method,method.agree_count,methods.core_agreement,methods.early_fraction,mode,mode.agree_core,mode.len_delta_abs,mode.only_one,mode.time_to3_delta_abs,perm.count,perm.density,post3_span,pre.core3_hint,pre.mirror_pair,pre.orig_unique,score,sec.consensus_any,sec.consensus_strong,sec.pairwise_jaccard,sec.time_to3_max,sec.time_to3_min,section,sequence.steps_kept,sequence.steps_total,set,set.linger,set.memory_strength,set.repeat_new_box,stability.order_cue,stability.survival_frac3,state,tail.exact_len3,tail.final_len,tail.final_unique,tail.unique2,tail.wobble,terminal.is_3value,terminal.len,terminal.len_is1,terminal.len_is2,terminal.len_is3,terminal.unique,terminal.unique_1,terminal.unique_2,time_to_3,time_to_3_fast,traj.early_terminal,traj.first3,traj.reduction_slope,traj.time_to_3,vtrac.hot_source,vtrac.set,vtrac.v_hot,xcol.agree_count
LS1,6,0,Draw1,7,1,0,0,7,7,T,2,2,1.0,own,1,1,0,0,1.0,0.5,1.0,0,1,7,100.0,0,0,0.2222222222222222,3,1,Midday,3,29,Set2,0,0,0,0.5,0.42857142857142855,Connecticut4,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,4.0,1,derived_from_DR,3,1.0,0
LS1,6,1,Draw1,,0,0,0,,,T,1,1,0.8333333333333334,combined,1,1,0,0,0.0,0.0,5.0,0,1,7,79.80873015873017,0,0,0.2888888888888889,2,1,Midday,6,7,Set2,0,0,0,0.25,0.42857142857142855,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.8,1,derived_from_DR,,0.0,0
LS1,5,0,Draw1,337,0,0,1,337,337,A,3,3,1.0,own,1,3,0,0,3.0,0.5,3.0,0,1,5,100.0,0,0,0.2333333333333333,1,1,Midday,5,29,Set2,0,0,0,0.5,0.6,Connecticut4,1,3,2,1,2,1,3,0,0,1,2,0,1,1,1,1,1,0.75,1,derived_from_DR,34,0.24819494584837545,0
LS1,5,1,Draw1,,0,0,0,,,A,3,3,1.0,combined,1,3,0,0,0.0,0.0,6.0,0,1,5,93.41666666666667,0,0,0.2333333333333333,1,1,Midday,6,8,Set2,0,0,0,0.25,0.6,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.2,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,B,3,3,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,5,92.0388888888889,0,0,0.27777777777777773,1,1,Midday,7,8,Set2,0,0,0,0.25,0.6,Connecticut4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1.0,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,B,3,3,1.0,combined,1,0,0,0,0.0,0.0,6.0,0,1,5,96.6388888888889,0,0,0.27777777777777773,1,1,Midday,6,8,Set2,0,0,0,0.25,0.6,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.2,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,C,3,3,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,5,87.1888888888889,0,0,0.27777777777777773,1,1,Midday,4,8,Set2,0,0,0,0.5,0.2,Connecticut4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.0,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,C,3,3,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,5,87.1888888888889,0,0,0.27777777777777773,1,1,Midday,4,7,Set2,0,0,0,0.5,0.2,Connecticut4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.0,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,D,3,3,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,5,92.14444444444442,0,0,0.2222222222222222,1,1,Midday,6,8,Set2,0,0,0,0.3333333333333333,0.4,Connecticut4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1.2,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,D,3,3,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,5,97.04444444444442,0,0,0.2222222222222222,1,1,Midday,5,7,Set2,0,0,0,0.3333333333333333,0.4,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.5,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,E,3,3,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,5,93.15,0,0,0.5,1,1,Midday,7,8,Set2,0,0,0,0.25,0.6,Connecticut4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1.0,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,0,0,0,,,E,3,3,1.0,combined,1,0,0,0,0.0,0.0,6.0,0,1,5,100.0,0,0,0.5,1,1,Midday,8,8,Set2,0,0,0,0.2,0.6,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.8571428571428571,1,derived_from_DR,,0.0,0
LS1,5,0,Draw1,7,1,0,0,7,7,T,3,3,1.0,own,1,1,0,0,1.0,0.5,3.0,0,1,5,100.0,0,0,0.27777777777777773,1,1,Midday,4,29,Set2,0,0,0,0.5,0.4,Connecticut4,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1.6666666666666667,1,derived_from_DR,3,1.0,0
LS1,5,1,Draw1,,0,0,0,,,T,3,3,1.0,combined,1,1,0,0,0.0,0.0,6.0,0,1,5,92.32222222222221,0,0,0.27777777777777773,1,1,Midday,5,8,Set2,0,0,0,0.3333333333333333,0.4,Connecticut4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1.5,1,derived_from_DR,,0.0,0
LS1,7,0,Draw1,337,0,0,1,337,337,A,2,2,1.0,own,0,3,0,0,3.0,0.5,2.0,0,1,8,100.0,0,0,0.3,4,2,Midday,5,29,Set1,0,0,0,0.5,0.375,Connecticut4,1,3,2,1,1,1,3,0,0,1,2,0,1,2,1,1,2,2.0,2,derived_from_DR,34,0.24819494584837545,1
LS1,7,1,Draw1,,0,0,0,,,A,2,2,0.8333333333333334,combined,0,3,0,0,0.0,0.0,5.0,0,1,8,77.75,0,0,0.5,3,2,Midday,7,8,Set1,0,0,0,0.25,0.375,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1.8333333333333333,2,derived_from_DR,,0.0,0
LS1,7,1,Draw1,,0,0,0,,,B,2,2,1.0,own,0,0,0,0,0.0,0.0,5.0,0,1,8,84.75000000000001,0,0,0.3,3,2,Midday,7,8,Set1,0,0,0,0.25,0.375,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1.8333333333333333,2,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,B,2,2,0.8333333333333334,combined,0,0,0,0,0.0,0.0,5.0,0,1,8,81.79444444444442,0,0,0.47222222222222215,2,2,Midday,6,8,Set1,0,0,0,0.3333333333333333,0.25,Connecticut4,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,2.2,2,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,C,2,2,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,8,100.0,0,0,0.2222222222222222,3,1,Midday,5,8,Set1,0,0,0,0.3333333333333333,0.25,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2.75,1,derived_from_DR,,0.0,0
LS1,7,1,Draw1,,0,0,0,,,C,2,2,0.8333333333333334,combined,1,0,0,0,0.0,0.0,5.0,0,1,8,100.0,0,0,0.19444444444444442,2,1,Midday,5,7,Set1,0,0,0,0.3333333333333333,0.25,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2.75,1,derived_from_DR,,0.0,0
LS1,7,1,Draw1,,0,0,0,,,D,2,2,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,8,88.35000000000001,0,0,0.0,3,1,Midday,6,8,Set1,0,0,0,0.25,0.375,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2.2,1,derived_from_DR,,0.0,0
LS1,7,1,Draw1,,0,0,0,,,D,2,2,0.8333333333333334,combined,1,0,0,0,0.0,0.0,5.0,0,1,8,88.18333333333334,0,0,0.16666666666666666,2,1,Midday,6,7,Set1,0,0,0,0.25,0.375,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2.2,1,derived_from_DR,,0.0,0
LS1,7,1,Draw1,,0,0,0,,,E,2,2,1.0,own,1,0,0,1,0.0,0.0,4.0,0,1,8,97.79761904761904,0,0,0.6666666666666666,5,3,Midday,8,8,Set1,0,0,0,0.25,0.375,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,1.5714285714285714,3,derived_from_DR,,0.0,0
LS1,7,1,Draw1,,0,0,0,,,E,2,2,0.8333333333333334,combined,1,0,0,1,0.0,0.0,5.0,0,1,8,74.77777777777777,0,0,0.47222222222222215,4,3,Midday,10,10,Set1,0,0,0,0.25,0.375,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,4,1.2222222222222223,4,derived_from_DR,,0.0,0
LS1,7,0,Draw1,7,1,0,0,7,7,T,2,2,1.0,own,1,1,0,0,1.0,0.5,1.0,0,1,8,100.0,0,0,0.3333333333333333,3,1,Midday,3,29,Set1,0,0,0,0.5,0.25,Connecticut4,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,5.0,1,derived_from_DR,3,1.0,0
LS1,7,1,Draw1,,0,0,0,,,T,2,2,0.8333333333333334,combined,1,1,0,0,0.0,0.0,5.0,0,1,8,93.40555555555555,0,0,0.19444444444444442,2,1,Midday,6,7,Set1,0,0,0,0.3333333333333333,0.25,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2.2,1,derived_from_DR,,0.0,0
LS1,6,0,Draw1,337,0,0,1,337,337,A,3,3,1.0,own,0,3,0,0,3.0,0.5,2.0,0,1,7,100.0,0,0,0.20000000000000004,2,1,Midday,5,29,Set1,0,0,0,0.5,0.42857142857142855,Connecticut4,1,3,2,1,1,1,3,0,0,1,2,0,1,2,1,1,2,1.25,2,derived_from_DR,34,0.24819494584837545,1
LS1,6,1,Draw1,,0,0,0,,,A,2,2,1.0,combined,0,3,0,0,0.0,0.0,5.0,0,1,7,84.46428571428571,0,0,0.3,3,1,Midday,7,8,Set1,0,0,0,0.25,0.42857142857142855,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1.3333333333333333,2,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,B,3,3,1.0,own,0,0,0,0,0.0,0.0,5.0,0,1,7,96.1309523809524,0,0,0.2333333333333333,2,1,Midday,7,8,Set1,0,0,0,0.25,0.42857142857142855,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1.3333333333333333,2,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,B,2,2,1.0,combined,0,0,0,0,0.0,0.0,5.0,0,1,7,78.16507936507935,0,0,0.27777777777777773,2,1,Midday,6,8,Set1,0,0,0,0.3333333333333333,0.2857142857142857,Connecticut4,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1.6,2,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,C,3,3,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,7,100.0,0,0,0.19444444444444442,1,1,Midday,5,8,Set1,1,1,1,0.3333333333333333,0.2857142857142857,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2.0,1,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,C,2,2,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,7,100.0,0,0,0.19444444444444442,1,1,Midday,5,7,Set1,1,1,1,0.3333333333333333,0.2857142857142857,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2.0,1,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,D,3,3,1.0,own,1,0,0,0,0.0,0.0,6.0,0,1,7,100.0,0,0,0.13333333333333333,1,1,Midday,6,8,Set1,0,0,0,0.25,0.42857142857142855,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.6,1,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,D,2,2,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,7,89.2142857142857,0,0,0.13333333333333333,1,1,Midday,5,7,Set1,0,0,0,0.3333333333333333,0.42857142857142855,Connecticut4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.0,1,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,E,3,3,1.0,own,0,0,0,0,0.0,0.0,5.0,0,1,7,91.96428571428571,0,0,0.20000000000000004,2,2,Midday,7,8,Set1,0,0,0,0.25,0.42857142857142855,Connecticut4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1.3333333333333333,2,derived_from_DR,,0.0,0
LS1,6,1,Draw1,,0,0,0,,,E,2,2,1.0,combined,0,0,0,0,0.0,0.0,5.0,0,1,7,82.5595238095238,0,0,0.2333333333333333,2,2,Midday,8,8,Set1,0,0,0,0.25,0.42857142857142855,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1.1428571428571428,2,derived_from_DR,,0.0,0
LS1,6,0,Draw1,7,1,0,0,7,7,T,3,3,1.0,own,1,1,0,0,1.0,0.5,3.0,0,1,7,100.0,0,0,0.2333333333333333,1,1,Midday,5,29,Set1,0,0,0,0.3333333333333333,0.42857142857142855,Connecticut4,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1.75,1,derived_from_DR,3,1.0,0
LS1,6,1,Draw1,,0,0,0,,,T,2,2,1.0,combined,1,1,0,0,0.0,0.0,6.0,0,1,7,90.13095238095238,0,0,0.2333333333333333,1,1,Midday,7,8,Set1,0,0,0,0.25,0.42857142857142855,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1.3333333333333333,1,derived_from_DR,,0.0,0
LS1,5,0,Draw1,337,0,0,0,337*,337,A,3,3,0.8333333333333334,own,0,3,0,2,3.0,0.5,0.0,0,1,6,80.64653028479745,0,0,0.1111111111111111,4,3,Midday,5,29,Set1,0,0,0,1.0,0.4,Connecticut4,0,4,3,0,0,1,4,0,0,0,3,0,0,4,0,0,4,0.75,4,derived_from_DR,34,0.24819494584837545,1
LS1,5,1,Draw1,,1,0,0,*,,A,2,2,1.0,combined,0,3,0,2,0.0,0.0,5.0,0,1,6,100.0,0,0,0.3333333333333333,5,2,Midday,6,57,Set1,0,0,0,0.3333333333333333,0.4,Connecticut4,1,1,1,1,1,1,1,1,0,0,1,1,0,2,1,1,2,1.2,2,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,1,0,0,*,,B,3,3,0.8333333333333334,own,1,0,0,0,0.0,0.0,6.0,0,1,6,100.0,0,0,0.2222222222222222,2,1,Midday,6,29,Set1,0,0,0,0.3333333333333333,0.4,Connecticut4,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1.2,1,derived_from_DR,,0.0,1
LS1,5,1,Draw1,,1,0,0,*,,B,2,2,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,6,100.0,0,0,0.2222222222222222,3,1,Midday,5,57,Set1,0,0,0,0.3333333333333333,0.4,Connecticut4,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1.5,1,derived_from_DR,,0.0,1
LS1,5,1,Draw1,,1,0,0,*,,C,3,3,0.8333333333333334,own,1,0,0,0,0.0,0.0,6.0,0,1,6,100.0,0,0,0.3333333333333333,2,1,Midday,4,29,Set1,0,0,0,0.5,0.2,Connecticut4,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2.0,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,1,0,0,*,,C,2,2,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,6,100.0,0,0,0.3333333333333333,3,1,Midday,4,57,Set1,0,0,0,0.5,0.2,Connecticut4,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2.0,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,1,0,0,*,,D,3,3,0.8333333333333334,own,1,0,0,0,0.0,0.0,6.0,0,1,6,100.0,0,0,0.27777777777777773,2,1,Midday,6,29,Set1,0,0,0,0.3333333333333333,0.4,Connecticut4,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1.2,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,1,0,0,*,,D,2,2,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,6,100.0,0,0,0.27777777777777773,3,1,Midday,5,57,Set1,0,0,0,0.3333333333333333,0.4,Connecticut4,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1.5,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,1,0,0,*,,E,3,3,0.8333333333333334,own,1,0,0,0,0.0,0.0,6.0,0,1,6,100.0,0,0,0.1111111111111111,7,1,Midday,6,29,Set1,0,0,0,0.3333333333333333,0.4,Connecticut4,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1.2,1,derived_from_DR,,0.0,0
LS1,5,1,Draw1,,1,0,0,*,,E,2,2,1.0,combined,1,0,0,0,0.0,0.0,5.0,0,1,6,100.0,0,0,0.2222222222222222,4,1,Midday,7,57,Set1,0,0,0,0.25,0.4,Connecticut4,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1.0,1,derived_from_DR,,0.0,0
LS1,5,0,Draw1,7,0,1,0,7*,7,T,3,3,0.8333333333333334,own,1,1,0,0,1.0,0.5,3.0,0,1,6,100.0,0,0,0.27777777777777773,2,1,Midday,4,29,Set1,0,0,0,0.5,0.4,Connecticut4,1,2,2,1,1,1,2,0,1,0,2,0,1,1,1,1,1,1.6666666666666667,1,derived_from_DR,3,1.0,0
LS1,5,1,Draw1,,1,0,0,*,,T,2,2,1.0,combined,1,1,0,0,0.0,0.0,6.0,0,1,6,100.0,0,0,0.27777777777777773,3,1,Midday,5,57,Set1,0,0,0,0.3333333333333333,0.4,Connecticut4,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1.5,1,derived_from_DR,,0.0,0
LS1,7,1,Draw1,,0,0,0,,,A,3,3,0.8333333333333334,own,0,0,0,2,0.0,0.0,3.0,0,1,7,65.26190476190477,0,0,0.39999999999999997,4,2,Evening,8,8,Set3,0,0,0,0.3333333333333333,0.42857142857142855,Connecticut4,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,1.5714285714285714,4,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,A,3,3,1.0,combined,0,0,0,2,0.0,0.0,11.0,0,1,7,85.9642857142857,0,0,0.6666666666666666,5,2,Evening,10,14,Set3,0,0,0,0.25,0.42857142857142855,Connecticut4,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,2,1.2222222222222223,2,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,B,3,3,0.8333333333333334,own,0,0,0,1,0.0,0.0,3.0,0,1,7,100.0,0,0,0.3,3,2,Evening,7,7,Set3,0,0,0,0.3333333333333333,0.42857142857142855,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,1.8333333333333333,3,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,B,3,3,1.0,combined,0,0,0,1,0.0,0.0,6.0,0,1,7,88.97817460317461,0,0,0.7777777777777777,2,2,Evening,9,9,Set3,0,0,0,0.25,0.42857142857142855,Connecticut4,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,2,1.375,2,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,C,3,3,0.8333333333333334,own,0,0,0,1,0.0,0.0,3.0,0,1,7,100.0,0,0,0.25,3,1,Evening,6,7,Set3,0,0,0,0.5,0.2857142857142857,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,3,2.2,3,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,C,3,3,1.0,combined,0,0,0,1,0.0,0.0,3.0,0,1,7,100.0,0,0,0.611111111111111,2,1,Evening,5,6,Set3,0,0,0,0.5,0.2857142857142857,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,2.75,2,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,D,3,3,0.8333333333333334,own,0,0,0,1,0.0,0.0,3.0,0,1,7,100.0,0,0,0.39999999999999997,3,1,Evening,7,7,Set3,0,0,0,0.3333333333333333,0.42857142857142855,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,1.8333333333333333,3,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,D,3,3,1.0,combined,0,0,0,1,0.0,0.0,6.0,0,1,7,88.97817460317461,0,0,0.7777777777777777,2,1,Evening,9,9,Set3,0,0,0,0.25,0.42857142857142855,Connecticut4,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,2,1.375,2,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,E,3,3,0.8333333333333334,own,0,0,0,0,0.0,0.0,4.0,0,1,7,100.0,0,0,0.47222222222222215,3,3,Evening,8,8,Set3,0,0,0,0.2,0.42857142857142855,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,1.5714285714285714,3,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,E,3,3,1.0,combined,0,0,0,0,0.0,0.0,7.0,0,1,7,100.0,0,0,0.5,4,3,Evening,11,11,Set3,0,0,0,0.16666666666666666,0.42857142857142855,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,3,1.1,3,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,T,3,3,0.8333333333333334,own,0,0,0,1,0.0,0.0,3.0,0,1,7,100.0,0,0,0.25,3,1,Evening,6,7,Set3,0,0,0,0.5,0.2857142857142857,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,3,2.2,3,derived_from_DR,,0.0,1
LS1,7,1,Draw1,,0,0,0,,,T,3,3,1.0,combined,0,0,0,1,0.0,0.0,11.0,0,1,7,100.0,0,0,0.611111111111111,2,1,Evening,7,14,Set3,0,0,0,0.3333333333333333,0.2857142857142857,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1.8333333333333333,2,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,A,3,3,0.8333333333333334,own,0,0,0,2,0.0,0.0,3.0,0,1,7,63.15476190476191,0,0,0.15,4,1,Evening,8,8,Set3,0,0,0,0.3333333333333333,0.42857142857142855,Connecticut4,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,1.2857142857142858,4,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,A,3,3,1.0,combined,0,0,0,2,0.0,0.0,11.0,0,1,7,83.6309523809524,0,0,0.3333333333333333,2,1,Evening,10,14,Set3,0,0,0,0.25,0.42857142857142855,Connecticut4,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,2,1.0,2,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,B,3,3,0.8333333333333334,own,0,0,0,1,0.0,0.0,3.0,0,1,7,100.0,0,0,0.13333333333333333,3,1,Evening,7,7,Set3,0,0,0,0.3333333333333333,0.42857142857142855,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,1.5,3,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,B,3,3,1.0,combined,0,0,0,1,0.0,0.0,6.0,0,1,7,85.83928571428571,0,0,0.3,2,1,Evening,9,9,Set3,0,0,0,0.25,0.42857142857142855,Connecticut4,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,2,1.125,2,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,C,3,3,0.8333333333333334,own,0,0,0,1,0.0,0.0,3.0,0,1,7,100.0,0,0,0.1111111111111111,3,1,Evening,6,7,Set3,0,0,0,0.5,0.2857142857142857,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,3,1.8,3,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,C,3,3,1.0,combined,0,0,0,1,0.0,0.0,3.0,0,1,7,100.0,0,0,0.5555555555555555,2,1,Evening,5,6,Set3,0,0,0,0.5,0.2857142857142857,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,2.25,2,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,D,3,3,0.8333333333333334,own,0,0,0,1,0.0,0.0,3.0,0,1,7,100.0,0,0,0.19444444444444442,3,1,Evening,7,7,Set3,0,0,0,0.3333333333333333,0.42857142857142855,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,1.5,3,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,D,3,3,1.0,combined,0,0,0,1,0.0,0.0,6.0,0,1,7,86.83928571428572,0,0,0.5,2,1,Evening,9,9,Set3,0,0,0,0.25,0.42857142857142855,Connecticut4,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,2,1.125,2,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,E,3,3,0.8333333333333334,own,0,0,0,1,0.0,0.0,4.0,0,1,7,100.0,0,0,0.2333333333333333,3,2,Evening,8,8,Set3,0,0,0,0.2,0.42857142857142855,Connecticut4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,1.2857142857142858,3,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,E,3,3,1.0,combined,0,0,0,1,0.0,0.0,8.0,0,1,7,94.58095238095238,0,0,0.3,2,2,Evening,11,11,Set3,0,0,0,0.16666666666666666,0.42857142857142855,Connecticut4,1,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,2,0.9,2,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,T,3,3,0.8333333333333334,own,0,0,0,1,0.0,0.0,3.0,0,1,7,100.0,0,0,0.1111111111111111,3,1,Evening,6,7,Set3,0,0,0,0.5,0.2857142857142857,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,3,1.8,3,derived_from_DR,,0.0,1
LS1,6,1,Draw1,,0,0,0,,,T,3,3,1.0,combined,0,0,0,1,0.0,0.0,11.0,0,1,7,100.0,0,0,0.5555555555555555,2,1,Evening,7,14,Set3,0,0,0,0.3333333333333333,0.2857142857142857,Connecticut4,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1.5,2,derived_from_DR,,0.0,1
LS1,5,1,Draw1,,0,0,0,,,A,4,4,0.8333333333333334,own,0,0,0,2,0.0,0.0,3.0,0,1,7,86.9642857142857,0,0,0.08333333333333333,4,1,Evening,8,8,Set3,0,0,0,0.3333333333333333,0.42857142857142855,Connecticut4,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,1.0,4,derived_from_DR,,0.0,1
